subject	roi	sigma_AF	g_HP	g_LP	sigma_dyn	g_HP_dyn	g_LP_dyn
1	LO	2.8135597705841064	0.4335947334766388	0.7896154522895813	7.490926265716553	0.4298856556415558	1.1790876388549805
1	TO	1.930514931678772	3.232140064239502	4.181849002838135	9.96245288848877	2.4616384506225586	3.787459135055542
1	V1	2.920631170272827	0.8796077966690063	0.7684108018875122	0.4967309236526489	-4.693791389465332	-4.575613975524902
1	V2	1.6407945156097412	2.0472559928894043	2.0636556148529053	4.287525177001953	0.457455039024353	0.12591016292572021
1	V3AB	4.210453033447266	0.8195835947990417	0.6980286836624146	10.214742660522461	1.557102084159851	2.3987560272216797
1	V3	1.5445067882537842	1.1991043090820312	1.434924840927124	6.901633262634277	0.2297843098640442	0.3451683819293976
1	VO	0.9953939914703369	5.477972030639648	7.4314799308776855	9.67076587677002	2.9686009883880615	6.2670745849609375
1	hV4	1.8519542217254639	3.311161756515503	3.081700325012207	1.2742807865142822	-4.788295745849609	-0.09293056279420853
2	LO	4.393509387969971	1.5783193111419678	1.507566213607788	7.226785182952881	2.977689266204834	1.8060152530670166
2	TO	1.933804988861084	3.8022780418395996	4.291714191436768	8.891362190246582	3.7370970249176025	2.3457632064819336
2	V1	1.4303139448165894	1.0434188842773438	1.270302653312683	2.876091241836548	0.5947326421737671	0.24371880292892456
2	V2	1.850503921508789	0.24585306644439697	0.3573116362094879	3.952535629272461	0.43732190132141113	0.22260682284832
2	V3AB	0.5526956915855408	-1.0556855201721191	1.2036014795303345	9.830589294433594	1.9907225370407104	1.4361604452133179
2	V3	2.4066708087921143	0.09704428166151047	0.26470789313316345	7.699586868286133	0.4206007421016693	0.263708233833313
2	VO	0.6552219390869141	1.952006220817566	4.39052152633667	9.078668594360352	2.164469003677368	1.763452172279358
2	hV4	5.348832130432129	1.6113227605819702	3.7305078506469727	5.8375444412231445	5.377370834350586	5.204720973968506
3	LO	3.8390164375305176	0.17097227275371552	-0.0008650256786495447	4.403940677642822	-0.3405146896839142	-0.3803763687610626
3	TO	3.9964590072631836	1.4995979070663452	1.0566000938415527	2.2442784309387207	-4.015736103057861	-0.896818995475769
3	V1	3.990649938583374	0.08922015875577927	0.16129904985427856	2.734405517578125	0.5202234387397766	0.24646931886672974
3	V2	2.7219982147216797	0.104973204433918	0.2063218653202057	6.7668137550354	-0.0849587693810463	-0.37205514311790466
3	V3AB	4.216280937194824	0.40135669708251953	0.3348601758480072	0.60174959897995	-3.2320609092712402	-3.9895005226135254
3	V3	2.0102577209472656	0.21377341449260712	0.20279796421527863	5.95170259475708	-0.2480953484773636	-0.3293858468532562
3	VO	4.872509002685547	0.8060883283615112	0.5003513097763062	11.128142356872559	1.6583881378173828	2.995187759399414
3	hV4	1.8216724395751953	0.08448939770460129	0.2917846441268921	11.453019142150879	0.39786240458488464	0.32594969868659973
4	LO	2.9739463329315186	-0.07514028251171112	0.0956338495016098	1.3291475772857666	-0.7636048197746277	0.943350076675415
4	TO	4.254558563232422	1.9932445287704468	1.8587162494659424	8.375901222229004	3.800361156463623	-0.4457627534866333
4	V1	2.0548856258392334	0.3500889539718628	0.31930845975875854	9.113183975219727	-0.20780619978904724	-0.381204754114151
4	V2	2.15883207321167	0.16323205828666687	0.22085453569889069	10.093448638916016	-0.14575780928134918	-0.18001946806907654
4	V3AB	8.761390686035156	-0.3179866075515747	0.119879812002182	8.760944366455078	0.43724051117897034	0.10999879240989685
4	V3	4.76877498626709	-0.058549098670482635	0.07772605866193771	7.176986217498779	-0.04175543785095215	-0.33400285243988037
4	VO	0.9203203916549683	-2.689929962158203	-5.510444641113281	8.926067352294922	2.9865500926971436	2.975094795227051
4	hV4	4.398892879486084	0.15037846565246582	0.09946689754724503	0.3706171214580536	1.7228922843933105	4.920672416687012
5	LO	2.381239652633667	-0.11453576385974884	0.148443803191185	2.217851161956787	1.0654550790786743	0.31306880712509155
5	TO	5.30219030380249	1.2256337404251099	2.7876932621002197	7.369888782501221	-1.6406303644180298	-1.9248801469802856
5	V1	1.5153272151947021	2.4407641887664795	2.8818745613098145	2.5371837615966797	0.9354112148284912	-0.2758170962333679
5	V2	1.605589747428894	2.358450412750244	2.7138760089874268	2.170541524887085	1.4010024070739746	-1.0201709270477295
5	V3AB	8.058249473571777	-0.19214947521686554	1.7927610874176025	10.083367347717285	5.3278913497924805	4.12879753112793
5	V3	1.7322756052017212	0.3932804465293884	1.0254606008529663	2.029405355453491	1.151261568069458	-0.13122853636741638
5	VO	0.9913805723190308	-1.4657803773880005	-1.0079299211502075	10.944518089294434	2.9856817722320557	3.042731761932373
5	hV4	4.241673946380615	0.09580739587545395	0.3829016387462616	3.295212507247925	0.6598667502403259	1.0787252187728882
6	LO	3.4820122718811035	0.19831714034080505	0.04936192184686661	3.9167425632476807	-0.484133780002594	-0.7903270125389099
6	TO	4.489275932312012	1.656848430633545	0.9182169437408447	1.2998738288879395	-12.958422660827637	-4.376769065856934
6	V1	2.007199287414551	0.4180504083633423	0.095528244972229	1.0575441122055054	-2.1847593784332275	-0.5886349678039551
6	V2	4.157049179077148	0.07831019908189774	0.10067529231309891	2.283705711364746	-0.5740053653717041	-0.5966912508010864
6	V3AB	3.099024772644043	-0.12238769978284836	-0.015270965173840523	4.5039520263671875	2.0700387954711914	1.1711455583572388
6	V3	4.692388534545898	0.3030099868774414	0.0063781701028347015	2.7709436416625977	-0.8698594570159912	-0.6558868288993835
6	VO	0.935818076133728	-5.872557640075684	-2.203660726547241	11.334759712219238	5.44608736038208	4.532870769500732
6	hV4	6.041985988616943	1.0725078582763672	-0.29959943890571594	1.5849250555038452	-2.63500714302063	-1.4817769527435303
