subject	roi	cls	cv_r2_median	cv_r2_mean
2	hV4	sus-minus-minus_dyn-plus-plus	0.019513120874762535	0.039002273231744766
3	LO	sus-minus-minus_dyn-plus-plus	0.15436971187591553	0.19670206308364868
3	TO	sus-minus-minus_dyn-plus-plus	0.04164855554699898	0.06609565764665604
3	V1	sus-minus-minus_dyn-plus-plus	0.2611156105995178	0.287119597196579
3	V2	sus-minus-minus_dyn-plus-plus	0.1817357838153839	0.22375726699829102
3	V3AB	sus-minus-minus_dyn-plus-plus	0.057109229266643524	0.09370220452547073
3	V3	sus-minus-minus_dyn-plus-plus	0.23178863525390625	0.26588860154151917
3	VO	sus-minus-minus_dyn-plus-plus	0.02120731957256794	0.04035831615328789
3	hV4	sus-minus-minus_dyn-plus-plus	0.03841693699359894	0.06776022166013718
4	LO	sus-minus-minus_dyn-plus-plus	0.04562017321586609	0.09898777306079865
4	TO	sus-minus-minus_dyn-plus-plus	0.006612760946154594	0.020659731701016426
4	V1	sus-minus-minus_dyn-plus-plus	0.3264901041984558	0.3246699869632721
4	V2	sus-minus-minus_dyn-plus-plus	0.28408971428871155	0.2875429391860962
4	V3AB	sus-minus-minus_dyn-plus-plus	0.024181202054023743	0.040214505046606064
4	V3	sus-minus-minus_dyn-plus-plus	0.19542792439460754	0.2129213809967041
4	VO	sus-minus-minus_dyn-plus-plus	0.007223730441182852	0.016200268641114235
4	hV4	sus-minus-minus_dyn-plus-plus	0.03723756968975067	0.0679018422961235
5	LO	sus-minus-minus_dyn-plus-plus	0.11558662354946136	0.16261465847492218
5	TO	sus-minus-minus_dyn-plus-plus	0.02088911645114422	0.03974417597055435
5	V1	sus-minus-minus_dyn-plus-plus	0.2589048147201538	0.2647339999675751
5	V2	sus-minus-minus_dyn-plus-plus	0.26041102409362793	0.2552344799041748
5	V3AB	sus-minus-minus_dyn-plus-plus	0.04534021019935608	0.060299262404441833
5	V3	sus-minus-minus_dyn-plus-plus	0.1907387375831604	0.22189395129680634
5	VO	sus-minus-minus_dyn-plus-plus	0.016204267740249634	0.03140649572014809
5	hV4	sus-minus-minus_dyn-plus-plus	0.061408624053001404	0.09239733964204788
6	LO	sus-minus-minus_dyn-plus-plus	0.02996629662811756	0.07500319182872772
6	TO	sus-minus-minus_dyn-plus-plus	0.00900065153837204	0.022922279313206673
6	V2	sus-minus-minus_dyn-plus-plus	0.1258549988269806	0.1727173775434494
6	V3AB	sus-minus-minus_dyn-plus-plus	0.006015368737280369	0.011353738605976105
6	V3	sus-minus-minus_dyn-plus-plus	0.11457826942205429	0.14771071076393127
6	VO	sus-minus-minus_dyn-plus-plus	0.0069876667112112045	0.012011214159429073
6	hV4	sus-minus-minus_dyn-plus-plus	0.013465872965753078	0.029103612527251244
7	LO	sus-minus-minus_dyn-plus-plus	0.09521974623203278	0.13444437086582184
7	V1	sus-minus-minus_dyn-plus-plus	0.3272818326950073	0.3236708343029022
7	V2	sus-minus-minus_dyn-plus-plus	0.10609949380159378	-0.38301408290863037
7	V3AB	sus-minus-minus_dyn-plus-plus	0.04845542088150978	0.07960671186447144
7	V3	sus-minus-minus_dyn-plus-plus	0.21148796379566193	0.23455096781253815
7	VO	sus-minus-minus_dyn-plus-plus	0.013277490623295307	0.02173454686999321
7	hV4	sus-minus-minus_dyn-plus-plus	0.04702361673116684	0.028308643028140068
8	LO	sus-minus-minus_dyn-plus-plus	0.021411292254924774	0.05468437075614929
8	TO	sus-minus-minus_dyn-plus-plus	0.005898349918425083	0.012804888188838959
8	V1	sus-minus-minus_dyn-plus-plus	0.2575804591178894	0.27881452441215515
8	V2	sus-minus-minus_dyn-plus-plus	0.1875661164522171	0.20785114169120789
8	V3AB	sus-minus-minus_dyn-plus-plus	0.01499064639210701	0.024323666468262672
8	V3	sus-minus-minus_dyn-plus-plus	0.1602792739868164	0.19974873960018158
8	VO	sus-minus-minus_dyn-plus-plus	0.00600452721118927	0.010581667535007
8	hV4	sus-minus-minus_dyn-plus-plus	0.014761543832719326	0.02456795424222946
9	LO	sus-minus-minus_dyn-plus-plus	0.31833890080451965	0.3208276331424713
9	TO	sus-minus-minus_dyn-plus-plus	0.038148388266563416	0.07029718905687332
9	V1	sus-minus-minus_dyn-plus-plus	0.32668232917785645	0.31854334473609924
9	V2	sus-minus-minus_dyn-plus-plus	0.32884132862091064	0.33236411213874817
9	V3AB	sus-minus-minus_dyn-plus-plus	0.09230920672416687	0.11818505823612213
9	V3	sus-minus-minus_dyn-plus-plus	0.2807462215423584	0.30211737751960754
9	VO	sus-minus-minus_dyn-plus-plus	0.029894236475229263	0.04908112809062004
9	hV4	sus-minus-minus_dyn-plus-plus	0.141647607088089	0.15973827242851257
10	LO	sus-minus-minus_dyn-plus-plus	0.08320853114128113	0.1198764219880104
10	TO	sus-minus-minus_dyn-plus-plus	0.025425268337130547	0.04538366198539734
10	V1	sus-minus-minus_dyn-plus-plus	0.3012326955795288	0.3132287561893463
10	V2	sus-minus-minus_dyn-plus-plus	0.2474767565727234	0.2577056586742401
10	V3AB	sus-minus-minus_dyn-plus-plus	0.027061069384217262	0.04257264733314514
10	V3	sus-minus-minus_dyn-plus-plus	0.18266594409942627	0.20939131081104279
10	VO	sus-minus-minus_dyn-plus-plus	0.014143899083137512	0.029181169345974922
10	hV4	sus-minus-minus_dyn-plus-plus	0.040388695895671844	0.0715256780385971
11	LO	sus-minus-minus_dyn-plus-plus	0.09233817458152771	0.14926515519618988
11	TO	sus-minus-minus_dyn-plus-plus	0.013534851372241974	0.03361765667796135
11	V1	sus-minus-minus_dyn-plus-plus	0.22483009099960327	0.23501068353652954
11	V2	sus-minus-minus_dyn-plus-plus	0.12179233133792877	0.17022952437400818
11	V3AB	sus-minus-minus_dyn-plus-plus	0.020046140998601913	0.04134547337889671
11	V3	sus-minus-minus_dyn-plus-plus	0.14175423979759216	0.17973700165748596
11	VO	sus-minus-minus_dyn-plus-plus	0.008697077631950378	0.015134328976273537
11	hV4	sus-minus-minus_dyn-plus-plus	0.025236118584871292	0.06425769627094269
12	LO	sus-minus-minus_dyn-plus-plus	0.19012369215488434	0.23864762485027313
12	TO	sus-minus-minus_dyn-plus-plus	0.09416680783033371	0.11166005581617355
12	V1	sus-minus-minus_dyn-plus-plus	0.1386542022228241	0.17841041088104248
12	V2	sus-minus-minus_dyn-plus-plus	0.16481122374534607	0.19801484048366547
12	V3AB	sus-minus-minus_dyn-plus-plus	0.0718717873096466	0.09825064986944199
12	V3	sus-minus-minus_dyn-plus-plus	0.234686017036438	0.25428760051727295
12	VO	sus-minus-minus_dyn-plus-plus	0.026193995028734207	0.038843270391225815
12	hV4	sus-minus-minus_dyn-plus-plus	0.08433994650840759	0.1259518265724182
13	LO	sus-minus-minus_dyn-plus-plus	0.06090734899044037	0.12326587736606598
13	TO	sus-minus-minus_dyn-plus-plus	0.04159875214099884	0.07269426435232162
13	V1	sus-minus-minus_dyn-plus-plus	0.27563855051994324	0.29043224453926086
13	V2	sus-minus-minus_dyn-plus-plus	0.19179293513298035	0.23675106465816498
13	V3AB	sus-minus-minus_dyn-plus-plus	0.09849429130554199	0.12479157000780106
13	V3	sus-minus-minus_dyn-plus-plus	0.18917712569236755	0.23765024542808533
13	VO	sus-minus-minus_dyn-plus-plus	0.01033601351082325	0.020085442811250687
13	hV4	sus-minus-minus_dyn-plus-plus	0.035777341574430466	0.06811341643333435
14	LO	sus-minus-minus_dyn-plus-plus	0.06585505604743958	0.12044880539178848
14	TO	sus-minus-minus_dyn-plus-plus	0.01166551373898983	0.020705994218587875
14	V1	sus-minus-minus_dyn-plus-plus	0.2616942226886749	0.2703944444656372
14	V2	sus-minus-minus_dyn-plus-plus	0.27257081866264343	0.2822951078414917
14	V3AB	sus-minus-minus_dyn-plus-plus	0.011127768084406853	0.027656929567456245
14	V3	sus-minus-minus_dyn-plus-plus	0.13850116729736328	0.19652152061462402
14	VO	sus-minus-minus_dyn-plus-plus	0.004042116925120354	0.01110069826245308
14	hV4	sus-minus-minus_dyn-plus-plus	0.019676335155963898	0.03829164803028107
15	LO	sus-minus-minus_dyn-plus-plus	0.12418056279420853	0.1742400974035263
15	TO	sus-minus-minus_dyn-plus-plus	0.027984770014882088	0.05875988304615021
15	V1	sus-minus-minus_dyn-plus-plus	0.2344161868095398	0.2620246410369873
15	V2	sus-minus-minus_dyn-plus-plus	0.22498589754104614	0.259590744972229
15	V3AB	sus-minus-minus_dyn-plus-plus	0.02690969407558441	0.04531775787472725
15	V3	sus-minus-minus_dyn-plus-plus	0.20833653211593628	0.22813743352890015
15	VO	sus-minus-minus_dyn-plus-plus	0.012278420850634575	0.025541920214891434
15	hV4	sus-minus-minus_dyn-plus-plus	0.02708321064710617	0.05999733507633209
16	LO	sus-minus-minus_dyn-plus-plus	0.009679976850748062	0.03790435567498207
16	TO	sus-minus-minus_dyn-plus-plus	0.013139966875314713	0.031488627195358276
16	V1	sus-minus-minus_dyn-plus-plus	0.1463443785905838	0.16718719899654388
16	V3AB	sus-minus-minus_dyn-plus-plus	0.027085252106189728	0.04903304576873779
16	V3	sus-minus-minus_dyn-plus-plus	0.10018688440322876	0.12785343825817108
16	VO	sus-minus-minus_dyn-plus-plus	0.003541613230481744	0.00560763431712985
16	hV4	sus-minus-minus_dyn-plus-plus	0.02129041962325573	0.039321087300777435
17	LO	sus-minus-minus_dyn-plus-plus	0.1805483102798462	0.2162816822528839
17	TO	sus-minus-minus_dyn-plus-plus	0.027621328830718994	0.054366085678339005
17	V1	sus-minus-minus_dyn-plus-plus	0.2657695412635803	0.2917906641960144
17	V2	sus-minus-minus_dyn-plus-plus	0.24912187457084656	0.2739792466163635
17	V3AB	sus-minus-minus_dyn-plus-plus	0.046991005539894104	0.06707695126533508
17	V3	sus-minus-minus_dyn-plus-plus	0.22331224381923676	0.24951697885990143
17	VO	sus-minus-minus_dyn-plus-plus	0.010839941911399364	0.02248385362327099
17	hV4	sus-minus-minus_dyn-plus-plus	0.0552167147397995	0.08684521168470383
18	LO	sus-minus-minus_dyn-plus-plus	0.028862804174423218	0.06267981231212616
18	TO	sus-minus-minus_dyn-plus-plus	0.019344061613082886	0.03959158435463905
18	V1	sus-minus-minus_dyn-plus-plus	0.15072792768478394	0.18693554401397705
18	V2	sus-minus-minus_dyn-plus-plus	0.13512641191482544	0.17181506752967834
18	V3AB	sus-minus-minus_dyn-plus-plus	0.04867079108953476	0.07884538918733597
18	V3	sus-minus-minus_dyn-plus-plus	0.110894575715065	0.15475833415985107
18	VO	sus-minus-minus_dyn-plus-plus	0.012048931792378426	0.019721977412700653
18	hV4	sus-minus-minus_dyn-plus-plus	0.01713835448026657	0.02959403395652771
19	LO	sus-minus-minus_dyn-plus-plus	0.029646076261997223	0.06374561041593552
19	TO	sus-minus-minus_dyn-plus-plus	0.012759475037455559	0.025577804073691368
19	V1	sus-minus-minus_dyn-plus-plus	0.056611694395542145	0.12950338423252106
19	V2	sus-minus-minus_dyn-plus-plus	0.1431756615638733	0.1815340369939804
19	V3AB	sus-minus-minus_dyn-plus-plus	0.01148103829473257	0.01954197883605957
19	V3	sus-minus-minus_dyn-plus-plus	0.08607355505228043	0.12812289595603943
19	VO	sus-minus-minus_dyn-plus-plus	0.014514164067804813	0.020600002259016037
19	hV4	sus-minus-minus_dyn-plus-plus	0.025501443073153496	0.05541902035474777
20	LO	sus-minus-minus_dyn-plus-plus	0.028247227892279625	0.05437750369310379
20	TO	sus-minus-minus_dyn-plus-plus	-0.0006339787505567074	0.0049536763690412045
20	V1	sus-minus-minus_dyn-plus-plus	0.12111644446849823	0.14469465613365173
20	V2	sus-minus-minus_dyn-plus-plus	0.0761742889881134	0.10658945143222809
20	V3AB	sus-minus-minus_dyn-plus-plus	0.005453682970255613	0.010093349032104015
20	V3	sus-minus-minus_dyn-plus-plus	0.08166465163230896	0.10829026997089386
20	VO	sus-minus-minus_dyn-plus-plus	0.0029232376255095005	0.008284912444651127
20	hV4	sus-minus-minus_dyn-plus-plus	0.011539479717612267	0.024294501170516014
21	LO	sus-minus-minus_dyn-plus-plus	0.12719708681106567	0.16469666361808777
21	TO	sus-minus-minus_dyn-plus-plus	0.03054523840546608	0.04677552729845047
21	V1	sus-minus-minus_dyn-plus-plus	0.22144627571105957	0.2415546327829361
21	V2	sus-minus-minus_dyn-plus-plus	0.23482060432434082	0.24709650874137878
21	V3AB	sus-minus-minus_dyn-plus-plus	0.043125689029693604	0.06029082462191582
21	V3	sus-minus-minus_dyn-plus-plus	0.2375577688217163	0.24536247551441193
21	VO	sus-minus-minus_dyn-plus-plus	0.013789938762784004	0.028577985242009163
21	hV4	sus-minus-minus_dyn-plus-plus	0.05421227961778641	0.08321914821863174
22	LO	sus-minus-minus_dyn-plus-plus	0.009742578491568565	0.02742522954940796
22	TO	sus-minus-minus_dyn-plus-plus	0.001504050800576806	0.01055948343127966
22	V1	sus-minus-minus_dyn-plus-plus	0.0032131820917129517	0.03449515253305435
22	V2	sus-minus-minus_dyn-plus-plus	0.009271851740777493	0.054203931242227554
22	V3AB	sus-minus-minus_dyn-plus-plus	0.0020294419955462217	0.00772065669298172
22	V3	sus-minus-minus_dyn-plus-plus	0.017041074112057686	0.04747328534722328
22	VO	sus-minus-minus_dyn-plus-plus	0.0027915295213460922	0.016232825815677643
22	hV4	sus-minus-minus_dyn-plus-plus	0.02811160497367382	0.06860575079917908
23	LO	sus-minus-minus_dyn-plus-plus	0.10139329731464386	0.12559378147125244
23	TO	sus-minus-minus_dyn-plus-plus	0.027194282039999962	0.0487859882414341
23	V1	sus-minus-minus_dyn-plus-plus	0.16674116253852844	0.2190706431865692
23	V2	sus-minus-minus_dyn-plus-plus	0.2751633822917938	0.28181159496307373
23	V3AB	sus-minus-minus_dyn-plus-plus	0.04842904210090637	0.06739053130149841
23	V3	sus-minus-minus_dyn-plus-plus	0.22340057790279388	0.24146497249603271
23	VO	sus-minus-minus_dyn-plus-plus	0.009942934848368168	0.018637925386428833
23	hV4	sus-minus-minus_dyn-plus-plus	0.05354693531990051	0.09212807565927505
24	TO	sus-minus-minus_dyn-plus-plus	0.04014461115002632	0.06309409439563751
24	V1	sus-minus-minus_dyn-plus-plus	0.20797520875930786	0.2500563859939575
24	V2	sus-minus-minus_dyn-plus-plus	0.15512967109680176	0.20646312832832336
24	V3AB	sus-minus-minus_dyn-plus-plus	0.04641914367675781	0.07497876137495041
24	V3	sus-minus-minus_dyn-plus-plus	0.13431307673454285	0.18222519755363464
24	VO	sus-minus-minus_dyn-plus-plus	0.02833312749862671	0.041568364948034286
24	hV4	sus-minus-minus_dyn-plus-plus	0.046403348445892334	0.07445026934146881
25	LO	sus-minus-minus_dyn-plus-plus	0.0036928746849298477	0.01426050066947937
25	TO	sus-minus-minus_dyn-plus-plus	0.009117932058870792	0.023825742304325104
25	V1	sus-minus-minus_dyn-plus-plus	0.00031836566631682217	0.035869237035512924
25	V2	sus-minus-minus_dyn-plus-plus	0.0012483212631195784	0.018000956624746323
25	V3AB	sus-minus-minus_dyn-plus-plus	0.003923692740499973	0.012317897751927376
25	V3	sus-minus-minus_dyn-plus-plus	0.004292721394449472	0.02863076701760292
25	VO	sus-minus-minus_dyn-plus-plus	0.0015076049603521824	0.003006163751706481
25	hV4	sus-minus-minus_dyn-plus-plus	0.006489192135632038	0.026791710406541824
26	LO	sus-minus-minus_dyn-plus-plus	0.02297256700694561	0.055019501596689224
26	TO	sus-minus-minus_dyn-plus-plus	0.018209900707006454	0.03776160255074501
26	V1	sus-minus-minus_dyn-plus-plus	0.19117867946624756	0.21101894974708557
26	V2	sus-minus-minus_dyn-plus-plus	0.1407688409090042	0.1677367240190506
26	V3AB	sus-minus-minus_dyn-plus-plus	0.009049927815794945	0.017901796847581863
26	V3	sus-minus-minus_dyn-plus-plus	0.08802797645330429	0.11712609976530075
26	VO	sus-minus-minus_dyn-plus-plus	0.0011542876018211246	-0.0018987683579325676
26	hV4	sus-minus-minus_dyn-plus-plus	0.018721913918852806	0.04699218273162842
27	LO	sus-minus-minus_dyn-plus-plus	0.02431865781545639	0.050235625356435776
27	TO	sus-minus-minus_dyn-plus-plus	0.014911663718521595	0.036026474088430405
27	V1	sus-minus-minus_dyn-plus-plus	0.26761969923973083	0.27059534192085266
27	V2	sus-minus-minus_dyn-plus-plus	0.19837021827697754	0.19879956543445587
27	V3AB	sus-minus-minus_dyn-plus-plus	0.017804160714149475	0.037016887217760086
27	V3	sus-minus-minus_dyn-plus-plus	0.12788161635398865	0.1521642804145813
27	VO	sus-minus-minus_dyn-plus-plus	0.004308750387281179	0.006822637282311916
27	hV4	sus-minus-minus_dyn-plus-plus	0.01872578077018261	0.03401743993163109
28	LO	sus-minus-minus_dyn-plus-plus	0.009174248203635216	0.018483608961105347
28	TO	sus-minus-minus_dyn-plus-plus	0.011748015880584717	0.03830135613679886
28	V1	sus-minus-minus_dyn-plus-plus	0.030790694057941437	0.0861038938164711
28	V2	sus-minus-minus_dyn-plus-plus	0.07063277065753937	0.10567892342805862
28	V3AB	sus-minus-minus_dyn-plus-plus	0.011457735672593117	0.02529703825712204
28	V3	sus-minus-minus_dyn-plus-plus	0.012407881207764149	0.03418685868382454
28	VO	sus-minus-minus_dyn-plus-plus	0.005111667327582836	0.01754172332584858
28	hV4	sus-minus-minus_dyn-plus-plus	0.01039337832480669	0.02038722112774849
29	LO	sus-minus-minus_dyn-plus-plus	0.052910223603248596	0.09521377086639404
29	TO	sus-minus-minus_dyn-plus-plus	0.023348970338702202	0.04255177080631256
29	V1	sus-minus-minus_dyn-plus-plus	0.07973432540893555	0.14476053416728973
29	V2	sus-minus-minus_dyn-plus-plus	0.14178678393363953	0.1772288829088211
29	V3AB	sus-minus-minus_dyn-plus-plus	0.011758279986679554	0.018610762432217598
29	V3	sus-minus-minus_dyn-plus-plus	0.13036751747131348	0.17030800879001617
29	VO	sus-minus-minus_dyn-plus-plus	0.006915660109370947	0.01381060853600502
29	hV4	sus-minus-minus_dyn-plus-plus	0.020098093897104263	0.03971448168158531
30	LO	sus-minus-minus_dyn-plus-plus	0.12839160859584808	0.15892882645130157
30	TO	sus-minus-minus_dyn-plus-plus	0.02269679680466652	0.03952382132411003
30	V1	sus-minus-minus_dyn-plus-plus	0.22521549463272095	0.25258877873420715
30	V2	sus-minus-minus_dyn-plus-plus	0.20372360944747925	0.2342764288187027
30	V3AB	sus-minus-minus_dyn-plus-plus	0.024661395698785782	0.04082615673542023
30	V3	sus-minus-minus_dyn-plus-plus	0.1524861752986908	0.20442654192447662
30	VO	sus-minus-minus_dyn-plus-plus	0.014546950347721577	0.02205919288098812
30	hV4	sus-minus-minus_dyn-plus-plus	0.04472343996167183	0.06802377104759216
1	LO	sus-minus-minus_dyn-zero-zero	0.12908495962619781	0.1612115353345871
1	TO	sus-minus-minus_dyn-zero-zero	0.037846073508262634	0.05771298334002495
1	V1	sus-minus-minus_dyn-zero-zero	0.38623058795928955	0.3776699900627136
1	V2	sus-minus-minus_dyn-zero-zero	0.3040260672569275	0.3083208203315735
1	V3AB	sus-minus-minus_dyn-zero-zero	0.06885072588920593	0.08726188540458679
1	V3	sus-minus-minus_dyn-zero-zero	0.27608489990234375	0.2917196452617645
1	VO	sus-minus-minus_dyn-zero-zero	0.011750685051083565	0.020031435415148735
1	hV4	sus-minus-minus_dyn-zero-zero	0.04072975739836693	0.06408558785915375
2	LO	sus-minus-minus_dyn-zero-zero	0.09421390295028687	0.13941650092601776
2	TO	sus-minus-minus_dyn-zero-zero	0.013567482121288776	0.028229964897036552
2	V1	sus-minus-minus_dyn-zero-zero	0.09263615310192108	0.1688503623008728
2	V2	sus-minus-minus_dyn-zero-zero	0.1563582718372345	0.20494720339775085
2	V3AB	sus-minus-minus_dyn-zero-zero	0.023689109832048416	0.03910360112786293
2	V3	sus-minus-minus_dyn-zero-zero	0.11096680164337158	0.15714123845100403
2	VO	sus-minus-minus_dyn-zero-zero	0.007313627749681473	0.013620661571621895
2	hV4	sus-minus-minus_dyn-zero-zero	0.02162363938987255	0.041041117161512375
3	LO	sus-minus-minus_dyn-zero-zero	0.154115229845047	0.19711023569107056
3	TO	sus-minus-minus_dyn-zero-zero	0.04196562618017197	0.06624431908130646
3	V1	sus-minus-minus_dyn-zero-zero	0.26159510016441345	0.28720465302467346
3	V2	sus-minus-minus_dyn-zero-zero	0.18165016174316406	0.22411878407001495
3	V3AB	sus-minus-minus_dyn-zero-zero	0.0579385943710804	0.0931428000330925
3	V3	sus-minus-minus_dyn-zero-zero	0.23166149854660034	0.2662876844406128
3	VO	sus-minus-minus_dyn-zero-zero	0.020187433809041977	0.039775654673576355
3	hV4	sus-minus-minus_dyn-zero-zero	0.037406258285045624	0.06763956695795059
4	LO	sus-minus-minus_dyn-zero-zero	0.04500505328178406	0.09885586053133011
4	TO	sus-minus-minus_dyn-zero-zero	0.006552920676767826	0.019809294492006302
4	V1	sus-minus-minus_dyn-zero-zero	0.32635918259620667	0.3249285817146301
4	V2	sus-minus-minus_dyn-zero-zero	0.28609493374824524	0.28803256154060364
4	V3AB	sus-minus-minus_dyn-zero-zero	0.02344861999154091	0.04008143022656441
4	V3	sus-minus-minus_dyn-zero-zero	0.19549620151519775	0.2130085527896881
4	VO	sus-minus-minus_dyn-zero-zero	0.0055513763800263405	0.01363329030573368
4	hV4	sus-minus-minus_dyn-zero-zero	0.03749184310436249	0.06807681918144226
5	LO	sus-minus-minus_dyn-zero-zero	0.11492012441158295	0.1628371626138687
5	TO	sus-minus-minus_dyn-zero-zero	0.021240904927253723	0.039941880851984024
5	V1	sus-minus-minus_dyn-zero-zero	0.25937360525131226	0.2647368311882019
5	V2	sus-minus-minus_dyn-zero-zero	0.26115724444389343	0.2551574409008026
5	V3AB	sus-minus-minus_dyn-zero-zero	0.044079650193452835	0.060076165944337845
5	V3	sus-minus-minus_dyn-zero-zero	0.19078528881072998	0.22204697132110596
5	VO	sus-minus-minus_dyn-zero-zero	0.015077526681125164	0.02896670624613762
5	hV4	sus-minus-minus_dyn-zero-zero	0.06092776358127594	0.0924416333436966
6	LO	sus-minus-minus_dyn-zero-zero	0.030568396672606468	0.0752391517162323
6	TO	sus-minus-minus_dyn-zero-zero	0.009004291146993637	0.0231651458889246
6	V1	sus-minus-minus_dyn-zero-zero	0.1718733012676239	0.21340075135231018
6	V2	sus-minus-minus_dyn-zero-zero	0.1258462518453598	0.1727157086133957
6	V3AB	sus-minus-minus_dyn-zero-zero	0.006555985193699598	0.012107787653803825
6	V3	sus-minus-minus_dyn-zero-zero	0.1153680607676506	0.14771533012390137
6	VO	sus-minus-minus_dyn-zero-zero	0.006317758001387119	0.011714668944478035
6	hV4	sus-minus-minus_dyn-zero-zero	0.01422358863055706	0.029698029160499573
7	LO	sus-minus-minus_dyn-zero-zero	0.09487079083919525	0.13390229642391205
7	TO	sus-minus-minus_dyn-zero-zero	0.013964734971523285	0.03792053833603859
7	V1	sus-minus-minus_dyn-zero-zero	0.3273639380931854	0.3238483667373657
7	V2	sus-minus-minus_dyn-zero-zero	0.13264250755310059	-0.045675866305828094
7	V3AB	sus-minus-minus_dyn-zero-zero	0.04876546934247017	0.07998885214328766
7	V3	sus-minus-minus_dyn-zero-zero	0.21223624050617218	0.23496972024440765
7	VO	sus-minus-minus_dyn-zero-zero	0.013117299415171146	0.021912923082709312
7	hV4	sus-minus-minus_dyn-zero-zero	0.04790550097823143	0.03408342972397804
8	LO	sus-minus-minus_dyn-zero-zero	0.02178535796701908	0.054955217987298965
8	TO	sus-minus-minus_dyn-zero-zero	0.0059457807801663876	0.013290181756019592
8	V1	sus-minus-minus_dyn-zero-zero	0.25928884744644165	0.279588520526886
8	V2	sus-minus-minus_dyn-zero-zero	0.1878996342420578	0.20799674093723297
8	V3AB	sus-minus-minus_dyn-zero-zero	0.014694089069962502	0.023876097053289413
8	V3	sus-minus-minus_dyn-zero-zero	0.16024793684482574	0.2000821828842163
8	VO	sus-minus-minus_dyn-zero-zero	0.005412398837506771	0.010056010447442532
8	hV4	sus-minus-minus_dyn-zero-zero	0.014880143105983734	0.024871254339814186
9	LO	sus-minus-minus_dyn-zero-zero	0.3193150460720062	0.32183837890625
9	TO	sus-minus-minus_dyn-zero-zero	0.03790448606014252	0.07055418938398361
9	V1	sus-minus-minus_dyn-zero-zero	0.3265228867530823	0.31878894567489624
9	V2	sus-minus-minus_dyn-zero-zero	0.3284778296947479	0.3324700891971588
9	V3AB	sus-minus-minus_dyn-zero-zero	0.09317903220653534	0.11845653504133224
9	V3	sus-minus-minus_dyn-zero-zero	0.2810291647911072	0.30259689688682556
9	VO	sus-minus-minus_dyn-zero-zero	0.030349507927894592	0.049627773463726044
9	hV4	sus-minus-minus_dyn-zero-zero	0.14204370975494385	0.15999338030815125
10	LO	sus-minus-minus_dyn-zero-zero	0.08305338025093079	0.119987852871418
10	TO	sus-minus-minus_dyn-zero-zero	0.025228895246982574	0.04567815363407135
10	V1	sus-minus-minus_dyn-zero-zero	0.30136603116989136	0.31357693672180176
10	V2	sus-minus-minus_dyn-zero-zero	0.2478969842195511	0.25791147351264954
10	V3AB	sus-minus-minus_dyn-zero-zero	0.026866490021348	0.043190840631723404
10	V3	sus-minus-minus_dyn-zero-zero	0.1829092651605606	0.20978732407093048
10	VO	sus-minus-minus_dyn-zero-zero	0.01365884579718113	0.029328839853405952
10	hV4	sus-minus-minus_dyn-zero-zero	0.04064348712563515	0.0716475397348404
11	LO	sus-minus-minus_dyn-zero-zero	0.09337323904037476	0.1494579315185547
11	TO	sus-minus-minus_dyn-zero-zero	0.01340978778898716	0.03348921984434128
11	V1	sus-minus-minus_dyn-zero-zero	0.22450503706932068	0.235403910279274
11	V2	sus-minus-minus_dyn-zero-zero	0.12180370092391968	0.1702633798122406
11	V3AB	sus-minus-minus_dyn-zero-zero	0.01992541365325451	0.041664008051157
11	V3	sus-minus-minus_dyn-zero-zero	0.1419984996318817	0.17983239889144897
11	VO	sus-minus-minus_dyn-zero-zero	0.008704597130417824	0.015160078182816505
11	hV4	sus-minus-minus_dyn-zero-zero	0.02518608793616295	0.06428501754999161
12	LO	sus-minus-minus_dyn-zero-zero	0.19170691072940826	0.23923245072364807
12	TO	sus-minus-minus_dyn-zero-zero	0.09215299785137177	0.11055195331573486
12	V1	sus-minus-minus_dyn-zero-zero	0.14118699729442596	0.1788848489522934
12	V2	sus-minus-minus_dyn-zero-zero	0.1645774096250534	0.19959035515785217
12	V3AB	sus-minus-minus_dyn-zero-zero	0.07011554390192032	0.09791579842567444
12	V3	sus-minus-minus_dyn-zero-zero	0.23499327898025513	0.25498878955841064
12	VO	sus-minus-minus_dyn-zero-zero	0.025076989084482193	0.037001512944698334
12	hV4	sus-minus-minus_dyn-zero-zero	0.08397692441940308	0.12607266008853912
13	LO	sus-minus-minus_dyn-zero-zero	0.06095176935195923	0.12326709926128387
13	TO	sus-minus-minus_dyn-zero-zero	0.04122770205140114	0.07294000685214996
13	V1	sus-minus-minus_dyn-zero-zero	0.2760573923587799	0.29101404547691345
13	V2	sus-minus-minus_dyn-zero-zero	0.19232861697673798	0.23698116838932037
13	V3AB	sus-minus-minus_dyn-zero-zero	0.09839435666799545	0.12497597932815552
13	V3	sus-minus-minus_dyn-zero-zero	0.1889594942331314	0.23771142959594727
13	VO	sus-minus-minus_dyn-zero-zero	0.010320201516151428	0.019367985427379608
13	hV4	sus-minus-minus_dyn-zero-zero	0.03559979796409607	0.06817444413900375
14	LO	sus-minus-minus_dyn-zero-zero	0.06562899053096771	0.1204792857170105
14	TO	sus-minus-minus_dyn-zero-zero	0.01150364987552166	0.021129118278622627
14	V1	sus-minus-minus_dyn-zero-zero	0.26204800605773926	0.270612895488739
14	V2	sus-minus-minus_dyn-zero-zero	0.2730310559272766	0.2829008996486664
