subject	roi	cls	cv_r2_median	cv_r2_mean
9	V2	sus-minus-minus_dyn-minus-minus	0.3282051682472229	0.33149299025535583
9	V3AB	sus-minus-minus_dyn-minus-minus	0.09314428269863129	0.11856111139059067
9	V3	sus-minus-minus_dyn-minus-minus	0.2785431742668152	0.3013192117214203
9	VO	sus-minus-minus_dyn-minus-minus	0.030351953580975533	0.04952627047896385
9	hV4	sus-minus-minus_dyn-minus-minus	0.14073961973190308	0.15883930027484894
10	LO	sus-minus-minus_dyn-minus-minus	0.08164191991090775	0.11867491155862808
10	TO	sus-minus-minus_dyn-minus-minus	0.02512088418006897	0.04502801597118378
10	V1	sus-minus-minus_dyn-minus-minus	0.30180853605270386	0.3136032223701477
10	V2	sus-minus-minus_dyn-minus-minus	0.2477618157863617	0.2579095959663391
10	V3AB	sus-minus-minus_dyn-minus-minus	0.030242782086133957	0.04481062293052673
10	V3	sus-minus-minus_dyn-minus-minus	0.1828330010175705	0.20965898036956787
10	VO	sus-minus-minus_dyn-minus-minus	0.015397272072732449	0.03095707856118679
10	hV4	sus-minus-minus_dyn-minus-minus	0.040852487087249756	0.07103322446346283
11	LO	sus-minus-minus_dyn-minus-minus	0.09344717860221863	0.14978693425655365
11	TO	sus-minus-minus_dyn-minus-minus	0.014529700390994549	0.03376387804746628
11	V1	sus-minus-minus_dyn-minus-minus	0.22448386251926422	0.23549073934555054
11	V2	sus-minus-minus_dyn-minus-minus	0.12167377024888992	0.17020250856876373
11	V3AB	sus-minus-minus_dyn-minus-minus	0.01890970766544342	0.04233114421367645
11	V3	sus-minus-minus_dyn-minus-minus	0.14171525835990906	0.17982517182826996
11	VO	sus-minus-minus_dyn-minus-minus	0.008750144392251968	0.01504907663911581
12	LO	sus-minus-minus_dyn-minus-minus	0.19135507941246033	0.23909227550029755
12	TO	sus-minus-minus_dyn-minus-minus	0.09212096035480499	0.11042162030935287
12	V1	sus-minus-minus_dyn-minus-minus	0.14108547568321228	0.17891016602516174
12	V2	sus-minus-minus_dyn-minus-minus	0.16459837555885315	0.19963915646076202
12	V3	sus-minus-minus_dyn-minus-minus	0.23531171679496765	0.25487661361694336
12	VO	sus-minus-minus_dyn-minus-minus	0.02486296370625496	0.036200206726789474
12	hV4	sus-minus-minus_dyn-minus-minus	0.08404619991779327	0.12601302564144135
13	LO	sus-minus-minus_dyn-minus-minus	0.0607631616294384	0.12303858995437622
13	TO	sus-minus-minus_dyn-minus-minus	0.0410895012319088	0.07289786636829376
13	V1	sus-minus-minus_dyn-minus-minus	0.2759300470352173	0.2907905876636505
13	V2	sus-minus-minus_dyn-minus-minus	0.19219744205474854	0.23698675632476807
13	V3AB	sus-minus-minus_dyn-minus-minus	0.09832312166690826	0.12468647956848145
13	V3	sus-minus-minus_dyn-minus-minus	0.18855291604995728	0.23759721219539642
13	VO	sus-minus-minus_dyn-minus-minus	0.010235912166535854	0.01925794966518879
13	hV4	sus-minus-minus_dyn-minus-minus	0.03562396019697189	0.06792525947093964
14	LO	sus-minus-minus_dyn-minus-minus	0.06448711454868317	0.11974912881851196
14	TO	sus-minus-minus_dyn-minus-minus	0.011460174806416035	0.021208712831139565
14	V1	sus-minus-minus_dyn-minus-minus	0.2614578306674957	0.2702707052230835
14	V2	sus-minus-minus_dyn-minus-minus	0.2734886407852173	0.2825728952884674
14	V3AB	sus-minus-minus_dyn-minus-minus	0.011882232502102852	0.028297435492277145
14	V3	sus-minus-minus_dyn-minus-minus	0.13877448439598083	0.19660860300064087
14	VO	sus-minus-minus_dyn-minus-minus	0.002934850286692381	0.005065585020929575
14	hV4	sus-minus-minus_dyn-minus-minus	0.019830256700515747	0.0383315235376358
15	LO	sus-minus-minus_dyn-minus-minus	0.12196888029575348	0.1734006255865097
15	TO	sus-minus-minus_dyn-minus-minus	0.026682399213314056	0.058056142181158066
15	V1	sus-minus-minus_dyn-minus-minus	0.23479130864143372	0.26216259598731995
15	V2	sus-minus-minus_dyn-minus-minus	0.22578397393226624	0.2599395215511322
15	V3AB	sus-minus-minus_dyn-minus-minus	0.02498340792953968	0.04468739032745361
15	V3	sus-minus-minus_dyn-minus-minus	0.20886152982711792	0.22830215096473694
15	VO	sus-minus-minus_dyn-minus-minus	0.008258308283984661	0.019687209278345108
15	hV4	sus-minus-minus_dyn-minus-minus	0.02551940456032753	0.05946505442261696
16	LO	sus-minus-minus_dyn-minus-minus	0.013182373717427254	0.04034820571541786
16	TO	sus-minus-minus_dyn-minus-minus	0.014168387278914452	0.032775554805994034
16	V1	sus-minus-minus_dyn-minus-minus	0.14753583073616028	0.16780723631381989
16	V2	sus-minus-minus_dyn-minus-minus	0.18119485676288605	0.19476726651191711
16	V3AB	sus-minus-minus_dyn-minus-minus	0.026413023471832275	0.04870714619755745
16	V3	sus-minus-minus_dyn-minus-minus	0.09981782734394073	0.12816371023654938
16	VO	sus-minus-minus_dyn-minus-minus	0.00337359681725502	0.0050529614090919495
16	hV4	sus-minus-minus_dyn-minus-minus	0.019570602104067802	0.037041790783405304
17	LO	sus-minus-minus_dyn-minus-minus	0.1799962818622589	0.21640346944332123
17	TO	sus-minus-minus_dyn-minus-minus	0.02724732831120491	0.05451195314526558
17	V1	sus-minus-minus_dyn-minus-minus	0.2663641571998596	0.2922855615615845
17	V2	sus-minus-minus_dyn-minus-minus	0.25118011236190796	0.2742161750793457
17	V3AB	sus-minus-minus_dyn-minus-minus	0.047163721174001694	0.0671411007642746
17	V3	sus-minus-minus_dyn-minus-minus	0.2236686497926712	0.24966013431549072
17	VO	sus-minus-minus_dyn-minus-minus	0.013689974322915077	0.026488592848181725
17	hV4	sus-minus-minus_dyn-minus-minus	0.054261088371276855	0.0868416279554367
18	LO	sus-minus-minus_dyn-minus-minus	0.028752416372299194	0.06297879666090012
18	TO	sus-minus-minus_dyn-minus-minus	0.019375693053007126	0.03987642005085945
18	V1	sus-minus-minus_dyn-minus-minus	0.15067464113235474	0.18697980046272278
18	V2	sus-minus-minus_dyn-minus-minus	0.13540998101234436	0.17191429436206818
18	V3AB	sus-minus-minus_dyn-minus-minus	0.04853186756372452	0.07880084216594696
18	V3	sus-minus-minus_dyn-minus-minus	0.11155304312705994	0.15570230782032013
18	VO	sus-minus-minus_dyn-minus-minus	0.00518913334235549	0.007831662893295288
18	hV4	sus-minus-minus_dyn-minus-minus	0.017237655818462372	0.029625553637742996
19	TO	sus-minus-minus_dyn-minus-minus	0.012363133020699024	0.025586068630218506
19	V1	sus-minus-minus_dyn-minus-minus	0.056724436581134796	0.12981434166431427
19	V2	sus-minus-minus_dyn-minus-minus	0.14311891794204712	0.18178045749664307
19	V3AB	sus-minus-minus_dyn-minus-minus	0.01080082543194294	0.018204711377620697
19	V3	sus-minus-minus_dyn-minus-minus	0.08551851660013199	0.12818847596645355
19	VO	sus-minus-minus_dyn-minus-minus	0.012524444609880447	0.018203550949692726
20	LO	sus-minus-minus_dyn-minus-minus	0.028710246086120605	0.05473623424768448
20	TO	sus-minus-minus_dyn-minus-minus	0.000673437025398016	0.006060426589101553
20	V1	sus-minus-minus_dyn-minus-minus	0.12066720426082611	0.14495834708213806
20	V2	sus-minus-minus_dyn-minus-minus	0.0778256505727768	0.10643251985311508
20	V3AB	sus-minus-minus_dyn-minus-minus	0.005722111091017723	0.01063521858304739
20	V3	sus-minus-minus_dyn-minus-minus	0.08184988796710968	0.10806714743375778
20	VO	sus-minus-minus_dyn-minus-minus	0.003588323947042227	0.009978420101106167
20	hV4	sus-minus-minus_dyn-minus-minus	0.011055536568164825	0.02424057014286518
21	LO	sus-minus-minus_dyn-minus-minus	0.12675169110298157	0.16464321315288544
21	TO	sus-minus-minus_dyn-minus-minus	0.03048115037381649	0.04706086590886116
21	V1	sus-minus-minus_dyn-minus-minus	0.2219269871711731	0.24159857630729675
21	V2	sus-minus-minus_dyn-minus-minus	0.23615653812885284	0.2480282336473465
21	V3AB	sus-minus-minus_dyn-minus-minus	0.04263832047581673	0.060424111783504486
21	V3	sus-minus-minus_dyn-minus-minus	0.2384023666381836	0.24608923494815826
21	VO	sus-minus-minus_dyn-minus-minus	0.013927134685218334	0.028888674452900887
21	hV4	sus-minus-minus_dyn-minus-minus	0.054239191114902496	0.08376023173332214
22	LO	sus-minus-minus_dyn-minus-minus	0.009713833220303059	0.028032604604959488
22	TO	sus-minus-minus_dyn-minus-minus	0.001611145562492311	0.010828198865056038
22	V1	sus-minus-minus_dyn-minus-minus	0.003274036105722189	0.03472083806991577
22	V2	sus-minus-minus_dyn-minus-minus	0.009750482626259327	0.05428701639175415
22	V3AB	sus-minus-minus_dyn-minus-minus	0.0019940733909606934	0.007811466231942177
22	V3	sus-minus-minus_dyn-minus-minus	0.016636332497000694	0.04773470759391785
22	VO	sus-minus-minus_dyn-minus-minus	0.002711325418204069	0.015539521351456642
22	hV4	sus-minus-minus_dyn-minus-minus	0.02812221832573414	0.06908124685287476
23	LO	sus-minus-minus_dyn-minus-minus	0.09734956175088882	0.12430237978696823
23	TO	sus-minus-minus_dyn-minus-minus	0.025923527777194977	0.04643070325255394
23	V1	sus-minus-minus_dyn-minus-minus	0.1685648262500763	0.21936850249767303
23	V2	sus-minus-minus_dyn-minus-minus	0.2759104371070862	0.2820451259613037
23	V3AB	sus-minus-minus_dyn-minus-minus	0.049185797572135925	0.06789933890104294
23	V3	sus-minus-minus_dyn-minus-minus	0.22376105189323425	0.24121420085430145
23	VO	sus-minus-minus_dyn-minus-minus	0.009678889065980911	0.017897142097353935
23	hV4	sus-minus-minus_dyn-minus-minus	0.05308038741350174	0.09219273179769516
24	LO	sus-minus-minus_dyn-minus-minus	0.13545018434524536	0.1799124777317047
24	TO	sus-minus-minus_dyn-minus-minus	0.03988613188266754	0.06289517134428024
24	V1	sus-minus-minus_dyn-minus-minus	0.21605202555656433	0.2530984580516815
24	V2	sus-minus-minus_dyn-minus-minus	0.1558573842048645	0.20697054266929626
24	V3AB	sus-minus-minus_dyn-minus-minus	0.04660320281982422	0.07494881749153137
24	V3	sus-minus-minus_dyn-minus-minus	0.13487228751182556	0.18235640227794647
24	VO	sus-minus-minus_dyn-minus-minus	0.026993511244654655	0.04033779725432396
24	hV4	sus-minus-minus_dyn-minus-minus	0.04688139632344246	0.07452990114688873
25	LO	sus-minus-minus_dyn-minus-minus	0.0029351641424000263	0.013719765469431877
25	TO	sus-minus-minus_dyn-minus-minus	0.00880415365099907	0.022882862016558647
25	V1	sus-minus-minus_dyn-minus-minus	0.0003570557455532253	0.03668946772813797
25	V2	sus-minus-minus_dyn-minus-minus	0.0012703882530331612	0.018255110830068588
25	V3AB	sus-minus-minus_dyn-minus-minus	0.003113934537395835	0.011653371155261993
25	V3	sus-minus-minus_dyn-minus-minus	0.00433278176933527	0.02871854230761528
25	VO	sus-minus-minus_dyn-minus-minus	0.0017555037047713995	0.003255573334172368
25	hV4	sus-minus-minus_dyn-minus-minus	0.006662022788077593	0.026990482583642006
26	LO	sus-minus-minus_dyn-minus-minus	0.017287209630012512	0.04655240848660469
26	TO	sus-minus-minus_dyn-minus-minus	0.02190418168902397	0.0395398810505867
26	V1	sus-minus-minus_dyn-minus-minus	0.19118782877922058	0.2113867998123169
26	V2	sus-minus-minus_dyn-minus-minus	0.1402847021818161	0.1677321493625641
26	V3AB	sus-minus-minus_dyn-minus-minus	0.008736561983823776	0.017997706308960915
26	V3	sus-minus-minus_dyn-minus-minus	0.08797243982553482	0.1171700656414032
26	VO	sus-minus-minus_dyn-minus-minus	-0.0009274343028664589	-0.003245641477406025
26	hV4	sus-minus-minus_dyn-minus-minus	0.018753737211227417	0.04716947674751282
27	LO	sus-minus-minus_dyn-minus-minus	0.02182529680430889	0.04893181473016739
27	TO	sus-minus-minus_dyn-minus-minus	0.013761774636805058	0.0347287617623806
27	V1	sus-minus-minus_dyn-minus-minus	0.26746535301208496	0.2711908519268036
27	V2	sus-minus-minus_dyn-minus-minus	0.19821606576442719	0.1991385519504547
27	V3AB	sus-minus-minus_dyn-minus-minus	0.017688842490315437	0.03680378943681717
27	V3	sus-minus-minus_dyn-minus-minus	0.12811186909675598	0.1524256020784378
27	VO	sus-minus-minus_dyn-minus-minus	0.005472332239151001	0.007506210822612047
27	hV4	sus-minus-minus_dyn-minus-minus	0.018468037247657776	0.03407911956310272
28	LO	sus-minus-minus_dyn-minus-minus	0.008968447335064411	0.018467877060174942
28	TO	sus-minus-minus_dyn-minus-minus	0.012650168500840664	0.03897423297166824
28	V1	sus-minus-minus_dyn-minus-minus	0.030611984431743622	0.08595845848321915
28	V2	sus-minus-minus_dyn-minus-minus	0.0712665468454361	0.10586138814687729
28	V3AB	sus-minus-minus_dyn-minus-minus	0.01136285625398159	0.02485402300953865
28	V3	sus-minus-minus_dyn-minus-minus	0.01244961004704237	0.03421994298696518
28	VO	sus-minus-minus_dyn-minus-minus	0.0057289679534733295	0.01808904856443405
28	hV4	sus-minus-minus_dyn-minus-minus	0.010550742037594318	0.02045583166182041
29	LO	sus-minus-minus_dyn-minus-minus	0.050773996859788895	0.09279083460569382
29	TO	sus-minus-minus_dyn-minus-minus	0.02323748730123043	0.04269801452755928
29	V1	sus-minus-minus_dyn-minus-minus	0.07996488362550735	0.1448165476322174
29	V2	sus-minus-minus_dyn-minus-minus	0.1417510211467743	0.17745158076286316
29	V3AB	sus-minus-minus_dyn-minus-minus	0.009906130842864513	0.018067577853798866
29	V3	sus-minus-minus_dyn-minus-minus	0.13012082874774933	0.17024902999401093
29	VO	sus-minus-minus_dyn-minus-minus	0.006939014419913292	0.014528726227581501
29	hV4	sus-minus-minus_dyn-minus-minus	0.018423696979880333	0.033420298248529434
30	LO	sus-minus-minus_dyn-minus-minus	0.1286579668521881	0.15880706906318665
30	TO	sus-minus-minus_dyn-minus-minus	0.022701725363731384	0.03953588008880615
30	V1	sus-minus-minus_dyn-minus-minus	0.22532638907432556	0.252726286649704
30	V2	sus-minus-minus_dyn-minus-minus	0.20394167304039001	0.23432587087154388
30	V3AB	sus-minus-minus_dyn-minus-minus	0.02428472228348255	0.04056357592344284
30	V3	sus-minus-minus_dyn-minus-minus	0.15166865289211273	0.20445987582206726
30	VO	sus-minus-minus_dyn-minus-minus	0.015766428783535957	0.022659465670585632
30	hV4	sus-minus-minus_dyn-minus-minus	0.045173294842243195	0.0678558349609375
1	LO	sus-minus-minus_dyn-minus-zero	0.12656594812870026	0.15860730409622192
1	TO	sus-minus-minus_dyn-minus-zero	0.03763151168823242	0.05762055143713951
1	V1	sus-minus-minus_dyn-minus-zero	0.3862195611000061	0.37770411372184753
1	V2	sus-minus-minus_dyn-minus-zero	0.3040623664855957	0.3083430528640747
1	V3AB	sus-minus-minus_dyn-minus-zero	0.06881734728813171	0.08731035143136978
1	V3	sus-minus-minus_dyn-minus-zero	0.2760956585407257	0.2917761206626892
1	VO	sus-minus-minus_dyn-minus-zero	0.011785194277763367	0.01997482217848301
1	hV4	sus-minus-minus_dyn-minus-zero	0.04065132886171341	0.06417901813983917
2	LO	sus-minus-minus_dyn-minus-zero	0.09430116415023804	0.13930951058864594
2	TO	sus-minus-minus_dyn-minus-zero	0.01320293266326189	0.02821851335465908
2	V1	sus-minus-minus_dyn-minus-zero	0.09266713261604309	0.1688634753227234
2	V2	sus-minus-minus_dyn-minus-zero	0.15637415647506714	0.20497030019760132
2	V3AB	sus-minus-minus_dyn-minus-zero	0.02364390715956688	0.039181504398584366
2	V3	sus-minus-minus_dyn-minus-zero	0.11098283529281616	0.15715408325195312
2	VO	sus-minus-minus_dyn-minus-zero	0.007315125782042742	0.01357819139957428
2	hV4	sus-minus-minus_dyn-minus-zero	0.021764108911156654	0.04109389707446098
3	LO	sus-minus-minus_dyn-minus-zero	0.1541653573513031	0.19693955779075623
3	TO	sus-minus-minus_dyn-minus-zero	0.04141642898321152	0.0659153163433075
