subject	roi	sigma_AF	sigma_dyn	g_HP	g_LP	g_HP_dyn	g_LP_dyn
1	LO	2.535346031188965	0.9128838777542114	1.2735652923583984	1.596839427947998	-3.3371329307556152	-3.311666488647461
1	TO	1.9021044969558716	0.5363649129867554	4.222988605499268	4.671363353729248	-8.506807327270508	-7.3615288734436035
1	V1	4.320270538330078	0.4811215102672577	0.8039787411689758	0.5936331152915955	-5.499831199645996	-5.207362174987793
1	V2	1.7180061340332031	0.4832746386528015	3.040111780166626	3.0352251529693604	-7.802830696105957	-7.755276679992676
1	V3AB	2.2898216247558594	0.5731787085533142	3.2873482704162598	2.868110418319702	-7.881175518035889	-3.6462509632110596
1	V3	1.6467525959014893	0.698250412940979	2.198733329772949	2.3832027912139893	-5.080211162567139	-5.9001078605651855
1	VO	1.0470235347747803	8.54982852935791	5.502284526824951	7.298069953918457	3.3621697425842285	7.191934585571289
1	hV4	1.8452986478805542	1.1903494596481323	3.5512661933898926	3.276550531387329	-5.620983600616455	-0.8465858101844788
2	LO	4.438480377197266	0.5533074736595154	2.176453113555908	1.771308183670044	-11.334754943847656	-9.950358390808105
2	TO	1.948848009109497	0.5078051686286926	3.889209508895874	3.5477492809295654	-8.075078964233398	2.480191707611084
2	V1	1.5623810291290283	0.4952074885368347	0.9496972560882568	1.0229535102844238	-3.4638588428497314	-3.6928136348724365
2	V2	1.9220019578933716	0.5142282843589783	0.38398364186286926	0.4147144854068756	-3.006235122680664	-2.8422839641571045
2	V3AB	2.104522466659546	0.6561943292617798	4.455122947692871	4.083599090576172	-7.2676286697387695	-0.023046229034662247
2	V3	2.108940362930298	0.3799660801887512	0.49216142296791077	0.6139550805091858	-3.401573657989502	-3.3796536922454834
2	VO	0.6697420477867126	8.313118934631348	1.97216796875	4.371060371398926	2.198512315750122	1.7842435836791992
2	hV4	4.9276885986328125	0.4609657824039459	2.5753307342529297	4.133099555969238	-6.994972229003906	-6.617922782897949
3	LO	2.927910566329956	0.9062011241912842	0.08258237689733505	-8.066429290920496e-05	2.0792927742004395	1.8363237380981445
3	TO	3.9868829250335693	0.5325675010681152	0.8314504623413086	0.7971966862678528	-6.721761226654053	-11.863927841186523
3	V1	3.5621225833892822	0.4955296218395233	0.17184044420719147	0.18064312636852264	-2.941530466079712	-2.7490360736846924
3	V2	2.7434842586517334	0.21250475943088531	0.07598752528429031	0.18707233667373657	-2.1254758834838867	-1.8043938875198364
3	V3AB	4.263806343078613	0.7044567465782166	0.47370755672454834	0.3773055374622345	-3.164285898208618	-3.249250650405884
3	V3	2.4380719661712646	0.25106656551361084	0.08217000216245651	0.09374255686998367	-0.47179579734802246	-2.0007221698760986
3	VO	6.101995468139648	0.6022940278053284	0.31659621000289917	-0.14267157018184662	-14.089018821716309	-16.042354583740234
3	hV4	1.815365195274353	0.26076579093933105	0.4377192556858063	0.6433391571044922	-0.9467986226081848	-1.5694972276687622
4	LO	2.9307146072387695	1.299311876296997	-0.07606098055839539	0.09797954559326172	-0.4467508792877197	0.9910775423049927
4	TO	3.9852583408355713	0.8731318116188049	1.1070786714553833	0.7086781859397888	-12.22805118560791	-6.097296714782715
4	V1	8.10845947265625	1.09556245803833	-3.9038736820220947	1.4610649347305298	0.44096437096595764	10.430303573608398
4	V2	2.2171688079833984	0.3157581090927124	0.14612460136413574	0.18113192915916443	-2.7099552154541016	-1.8220579624176025
4	V3AB	9.019213676452637	0.31570783257484436	-0.3643324673175812	0.15724262595176697	5.062386512756348	6.227022171020508
4	V3	6.470606327056885	0.28165242075920105	-0.14576047658920288	0.09088701009750366	-1.1173590421676636	-1.8649144172668457
4	VO	0.9244720339775085	8.263508796691895	-2.663395404815674	-5.405081748962402	3.016552448272705	3.0081982612609863
4	hV4	4.0301923751831055	1.4121161699295044	0.11520944535732269	0.08008359372615814	0.45537200570106506	1.291345477104187
5	LO	2.9639055728912354	0.773492157459259	-0.006785046774893999	0.13593503832817078	0.016983982175588608	2.1965126991271973
5	TO	5.501833915710449	5.774411201477051	1.0772919654846191	2.610654830932617	-1.4225090742111206	-1.6862788200378418
5	V1	1.5367259979248047	0.49528688192367554	2.520871877670288	2.764632225036621	-6.3519134521484375	-6.964339733123779
5	V2	1.663383960723877	2.204347610473633	2.231738805770874	2.5880208015441895	1.3301559686660767	-1.1120140552520752
5	V3AB	7.275572776794434	9.738518714904785	-0.15490871667861938	2.164112091064453	6.735283374786377	5.075552463531494
5	V3	1.7547953128814697	2.0390825271606445	0.4007628262042999	1.0127830505371094	1.1365888118743896	-0.13577263057231903
5	VO	9.132891654968262	0.434917151927948	1.4502097368240356	4.8019819259643555	4.635080337524414	4.1665496826171875
5	hV4	3.5992164611816406	0.5742180943489075	-0.04344293847680092	0.06857908517122269	-2.1489081382751465	-2.5529940128326416
6	LO	3.477447032928467	0.6745981574058533	0.13288432359695435	0.03328549116849899	-0.32936376333236694	10.412951469421387
