subject	roi	sigma_AF	g_HP	g_LP	sigma_dyn	g_HP_dyn	g_LP_dyn	g_T_dyn	sigma_T_dyn
1	LO	3.042299747467041	0.25948163866996765	0.55404132604599	6.419374465942383	-0.5940408110618591	0.1579626053571701	1.5412635803222656	6.419374465942383
1	TO	1.1672632694244385	2.6132140159606934	3.7483198642730713	6.2297234535217285	-1.4262456893920898	-0.6117730736732483	5.118330001831055	6.2297234535217285
1	V1	4.56483793258667	0.36130139231681824	0.24620069563388824	6.843552112579346	-0.37710195779800415	-0.21780619025230408	0.6026129126548767	6.843552112579346
1	V2	1.6518659591674805	2.1403133869171143	2.1279137134552	6.0316691398620605	0.15436331927776337	-0.10799598693847656	0.31737521290779114	6.0316691398620605
1	V3AB	0.26958921551704407	-1.2240339517593384	-0.5903448462486267	7.793948173522949	-0.6813154816627502	-0.17683570086956024	2.7712771892547607	7.793948173522949
1	V3	1.5782924890518188	1.135959267616272	1.369158148765564	6.965975284576416	-0.0023340967018157244	0.1045156717300415	0.3410768210887909	6.965975284576416
1	VO	0.6530542969703674	5.744183540344238	8.54570484161377	9.689620971679688	-3.6431243419647217	-0.36946341395378113	9.396944046020508	9.689620971679688
1	hV4	1.9516024589538574	2.6489474773406982	2.497023820877075	1.413087248802185	-3.3640425205230713	0.7654133439064026	3.5980594158172607	1.413087248802185
2	LO	4.134906768798828	1.10679030418396	0.8896311521530151	5.924408912658691	-0.4213851988315582	-1.619932770729065	5.04283332824707	5.924408912658691
2	TO	0.6482407450675964	-0.44541895389556885	4.210947513580322	8.699474334716797	-1.2631564140319824	-2.377652168273926	5.459743976593018	8.699474334716797
2	V1	1.461696743965149	0.8295926451683044	0.9280884265899658	8.959421157836914	-0.0956520140171051	-0.24007301032543182	0.47960126399993896	8.959421157836914
2	V2	0.352853924036026	-1.6810160875320435	-1.1875267028808594	9.042130470275879	-0.11489920318126678	-0.21026082336902618	0.5618230104446411	9.042130470275879
2	V3AB	0.45229747891426086	-0.5819252133369446	2.674424171447754	7.345231056213379	-0.6540929675102234	-1.584295392036438	5.432918071746826	7.345231056213379
2	V3	0.5679313540458679	-1.6278208494186401	-0.7580073475837708	7.785070896148682	-0.02919335849583149	-0.17741581797599792	0.6412078738212585	7.785070896148682
2	VO	3.6183786392211914	0.03029143437743187	-0.20364806056022644	9.8153657913208	-0.7972711324691772	-1.3374476432800293	6.5380778312683105	9.8153657913208
2	hV4	3.926102876663208	1.0176869630813599	2.2944374084472656	3.5871386528015137	4.0165629386901855	2.538433313369751	4.709990978240967	3.5871386528015137
3	LO	3.7917051315307617	0.16020913422107697	0.015093466266989708	7.474982738494873	-0.15355928242206573	-0.1927870810031891	-0.22220951318740845	7.474982738494873
3	TO	3.9984793663024902	1.2062817811965942	0.8708620071411133	2.8941338062286377	-2.864183187484741	-0.6965435743331909	3.069948196411133	2.8941338062286377
3	V1	3.963984727859497	0.10478564351797104	0.1692371666431427	3.216139316558838	0.46890053153038025	0.24224281311035156	-0.18082381784915924	3.216139316558838
3	V2	2.5706982612609863	0.1481151133775711	0.2537534534931183	6.0202765464782715	0.021772824227809906	-0.27646610140800476	-0.25817570090293884	6.0202765464782715
3	V3AB	0.9869891405105591	-1.5435634851455688	-1.5278120040893555	6.2617669105529785	-0.23880666494369507	-0.03644569218158722	2.124058246612549	6.2617669105529785
3	V3	2.001573324203491	0.255966454744339	0.24788355827331543	5.173041343688965	-0.16466258466243744	-0.2539646327495575	-0.23963767290115356	5.173041343688965
3	VO	0.9619936347007751	-5.8494672775268555	-6.423038005828857	6.403327465057373	-0.898502767086029	-0.0964263454079628	4.623353481292725	6.403327465057373
3	hV4	1.8376644849777222	0.10967662185430527	0.31808528304100037	1.6072081327438354	0.4302378296852112	0.7195391058921814	2.1164424419403076	1.6072081327438354
4	LO	2.7149269580841064	-0.13661497831344604	0.09511977434158325	1.302390694618225	0.22130489349365234	1.7772058248519897	3.955709934234619	1.302390694618225
4	TO	0.9330269694328308	-4.840875148773193	-5.7595648765563965	6.2086310386657715	0.4379670321941376	-0.23287232220172882	1.4571802616119385	6.2086310386657715
4	V1	2.031810760498047	0.42897117137908936	0.4019121825695038	9.647565841674805	-0.001275037182494998	-0.18052208423614502	-0.40402501821517944	9.647565841674805
4	V2	2.0305745601654053	0.3114856481552124	0.3741416037082672	9.319462776184082	0.13031750917434692	0.08630160242319107	-0.5452606678009033	9.319462776184082
4	V3AB	8.215187072753906	-0.3714800477027893	0.10648409277200699	3.6367571353912354	0.3575817346572876	-0.05200996994972229	0.8879298567771912	3.6367571353912354
4	V3	4.5538763999938965	-0.04269151762127876	0.08572737127542496	11.055863380432129	0.09294188767671585	-0.1850380003452301	-0.25519266724586487	11.055863380432129
4	VO	1.3466428518295288	-3.5814406871795654	-6.729302883148193	6.5138325691223145	1.2534726858139038	1.39556884765625	4.969944477081299	6.5138325691223145
4	hV4	1.0978271961212158	-1.0323855876922607	-0.8303601145744324	1.7264987230300903	1.4985017776489258	1.4369888305664062	1.9480602741241455	1.7264987230300903
5	V1	1.5154017210006714	2.480677604675293	2.953547477722168	2.3105649948120117	1.0849313735961914	-0.350868821144104	0.14938977360725403	2.3105649948120117
5	V2	1.6084506511688232	2.4116621017456055	2.7777860164642334	2.138805627822876	1.466221570968628	-1.0675089359283447	0.03920486941933632	2.138805627822876
5	V3AB	0.9238649606704712	-6.812536239624023	-5.859343528747559	8.22095012664795	0.11569301038980484	0.05549617484211922	4.652805328369141	8.22095012664795
5	V3	1.7270983457565308	0.33094510436058044	0.9540113806724548	1.3276127576828003	2.0343289375305176	-0.8736485838890076	1.7109347581863403	1.3276127576828003
5	hV4	0.8071976900100708	-3.5195088386535645	-2.5992629528045654	8.82056713104248	0.0337490476667881	0.1651669293642044	1.056557536125183	8.82056713104248
7	LO	1.1864062547683716	3.0362136363983154	-1.3212372064590454	1.1657837629318237	-6.897486686706543	3.2916433811187744	4.56389045715332	1.1657837629318237
7	TO	4.250791549682617	4.527740001678467	0.8827108144760132	5.4681525230407715	-1.5380228757858276	-3.048722743988037	3.5340001583099365	5.4681525230407715
7	V1	5.590363502502441	0.3905356526374817	0.059590160846710205	0.7275890707969666	-2.5761606693267822	-0.7428584694862366	-3.118842601776123	0.7275890707969666
7	V2	1.311757206916809	-4.817380428314209	1.4667567014694214	2.6708030700683594	2.347959041595459	-2.9622817039489746	1.966604471206665	2.6708030700683594
7	V3AB	1.2088829278945923	-0.4451428949832916	-0.9346466064453125	8.509489059448242	-0.44494369626045227	-0.48048269748687744	1.6219394207000732	8.509489059448242
7	V3	3.7989184856414795	0.0054926262237131596	0.05599471554160118	7.503617286682129	-0.5885697603225708	-0.3669187128543854	0.6477964520454407	7.503617286682129
7	VO	1.3457410335540771	-8.527196884155273	-5.225662708282471	9.616878509521484	-0.4322153627872467	0.2906923294067383	7.479007244110107	9.616878509521484
7	hV4	5.017183780670166	-8.865472793579102	2.6287386417388916	2.1998560428619385	1.6690412759780884	-5.606451034545898	3.0067362785339355	2.1998560428619385
8	LO	1.089802622795105	-0.7641045451164246	-1.145237922668457	2.448273181915283	-0.17649251222610474	1.1415106058120728	0.7447772026062012	2.448273181915283
8	TO	4.401102066040039	0.6444653868675232	-0.06809230893850327	2.6233417987823486	-0.3013392984867096	1.3401360511779785	1.3190913200378418	2.6233417987823486
8	V1	1.5756008625030518	4.038697242736816	4.023824214935303	5.188777446746826	-0.46951937675476074	0.44897881150245667	-0.6474144458770752	5.188777446746826
8	V2	2.788937568664551	0.8113042116165161	1.1503276824951172	8.62862491607666	-0.22631795704364777	0.41957521438598633	-1.0019406080245972	8.62862491607666
8	V3AB	0.9977537989616394	-2.201141595840454	-1.8719640970230103	8.135793685913086	-0.2905963361263275	0.5195568799972534	4.889429092407227	8.135793685913086
8	V3	1.7800272703170776	0.5184345841407776	0.5515871644020081	7.565550327301025	-0.1710120290517807	0.13780377805233002	-0.4074620306491852	7.565550327301025
8	VO	3.5876526832580566	-0.6591129302978516	-0.30786406993865967	8.978021621704102	-0.4874681234359741	-0.5618999004364014	6.5662617683410645	8.978021621704102
8	hV4	2.1981749534606934	1.3315300941467285	1.4708644151687622	0.7893466949462891	2.1675312519073486	-0.21205084025859833	-9.752843856811523	0.7893466949462891
9	LO	2.616643190383911	0.06537456065416336	0.03416752070188522	2.009383201599121	-0.5223889350891113	-1.4194391965866089	0.1955072283744812	2.009383201599121
9	TO	1.2792524099349976	-0.5421355962753296	-0.5265190601348877	5.256446361541748	-0.5983905792236328	-0.9415817856788635	0.44222116470336914	5.256446361541748
9	V1	8.055513381958008	0.6105785369873047	0.0779932364821434	7.853894233703613	0.08370047062635422	-0.7520332932472229	0.39348307251930237	7.853894233703613
9	V2	1.6436474323272705	0.4335152208805084	0.41442838311195374	3.5699567794799805	-0.034684713929891586	-0.50872802734375	-0.15054583549499512	3.5699567794799805
9	V3AB	4.695763111114502	0.7893355488777161	0.2214677631855011	7.903799533843994	-0.0881882980465889	-0.1423293948173523	2.705960512161255	7.903799533843994
9	V3	2.801893949508667	0.13874699175357819	0.09262372553348541	3.325377941131592	-0.003589254803955555	-0.5581418871879578	-0.21567480266094208	3.325377941131592
9	VO	4.472428321838379	1.3975449800491333	0.12203739583492279	2.1079635620117188	-2.8200619220733643	-1.2301915884017944	3.6641108989715576	2.1079635620117188
9	hV4	4.370823860168457	0.6792467832565308	0.4389825463294983	2.531843662261963	-1.1936821937561035	-2.5780229568481445	0.3877461850643158	2.531843662261963
10	LO	3.3683485984802246	0.06093462556600571	0.02778286300599575	6.6038289070129395	-0.5424339175224304	-0.5230013728141785	0.6201470494270325	6.6038289070129395
10	TO	0.7708819508552551	-0.42602232098579407	0.691550076007843	7.840249061584473	-1.0681838989257812	-0.595303475856781	1.425553798675537	7.840249061584473
10	V1	3.6842377185821533	0.1550748497247696	0.13413222134113312	6.729732513427734	0.06857305020093918	-0.08257129788398743	-0.051135335117578506	6.729732513427734
10	V2	3.7019174098968506	-0.009821589104831219	0.13718321919441223	0.7805614471435547	3.2333579063415527	4.636203289031982	0.5545847415924072	0.7805614471435547
10	V3AB	1.3442556858062744	-6.939761161804199	-5.955121040344238	9.630558013916016	-0.5763345956802368	0.0262420903891325	5.597389221191406	9.630558013916016
