subject	roi	sigma_AF	g_HP	g_LP	g_HP_dyn	g_LP_dyn	g_diff_sus	g_diff_dyn	r2_mean
5	V3AB	9.274164199829102	-0.34611910581588745	0.15884269773960114	1.879556655883789	1.6805098056793213	-0.5049618035554886	0.19904685020446777	0.04274718835949898
5	V3	1.7134768962860107	-0.25408729910850525	0.28732946515083313	1.43074369430542	-0.1593468189239502	-0.5414167642593384	1.5900905132293701	0.1483718454837799
5	VO	10.627898216247559	-0.6034961938858032	0.2250804603099823	3.0738747119903564	3.137587308883667	-0.8285766541957855	-0.06371259689331055	0.042398370802402496
5	hV4	4.4073896408081055	-0.1693558543920517	0.06509658694267273	0.5809029340744019	0.8776974678039551	-0.23445244133472443	-0.2967945337295532	0.09217313677072525
6	LO	3.0185418128967285	0.3431832790374756	0.05821828544139862	-0.576010525226593	-1.181957483291626	0.28496499359607697	0.605946958065033	0.07738164067268372
6	TO	2.312046766281128	0.044749122112989426	0.27955588698387146	0.12972025573253632	-1.5204999446868896	-0.23480676487088203	1.650220200419426	0.027649322524666786
6	V1	1.4303897619247437	0.9268563985824585	0.42280030250549316	-1.1075308322906494	-0.3298986554145813	0.5040560960769653	-0.7776321768760681	0.1279033124446869
6	V2	2.3459713459014893	0.13181300461292267	0.15919123589992523	-0.41331133246421814	-0.491582453250885	-0.027378231287002563	0.07827112078666687	0.11257050186395645
6	V3AB	5.474433898925781	-0.07148437947034836	-0.08005934208631516	2.2949726581573486	1.448787808418274	0.008574962615966797	0.8461848497390747	0.01737230084836483
6	V3	2.594106435775757	0.11190161854028702	0.12406839430332184	-0.5077222585678101	-0.31366193294525146	-0.01216677576303482	-0.1940603256225586	0.1028270497918129
6	VO	11.308002471923828	-0.8657847046852112	0.45263671875	6.562745094299316	5.240148544311523	-1.3184214234352112	1.322596549987793	0.017190132290124893
6	hV4	8.519042015075684	1.5935910940170288	-0.5365663766860962	0.30487778782844543	0.46214964985847473	2.130157470703125	-0.1572718620300293	0.03615790978074074
7	LO	1.5072919130325317	1.2009859085083008	-0.06661109626293182	-0.249373197555542	0.7905663251876831	1.2675970047712326	-1.039939522743225	0.08488313853740692
7	TO	1.1900558471679688	2.140316963195801	1.9648419618606567	0.7162885069847107	-1.6330535411834717	0.17547500133514404	2.3493420481681824	0.04117315262556076
7	V1	1.673431396484375	-0.536043643951416	0.4942699372768402	0.24950680136680603	2.7193994522094727	-1.0303135812282562	-2.4698926508426666	0.18074358999729156
7	V2	1.189479112625122	-4.574141979217529	2.284353017807007	1.4366772174835205	7.543858528137207	-6.858494997024536	-6.1071813106536865	0.1242000013589859
7	V3AB	2.0558505058288574	-4.236758708953857	1.414610505104065	0.2217911332845688	2.4284491539001465	-5.651369214057922	-2.2066580206155777	0.03707372024655342
7	V3	1.6143850088119507	-0.6613748073577881	0.8004879355430603	-0.07671386003494263	-2.151202440261841	-1.4618627429008484	2.074488580226898	0.13147209584712982
7	VO	5.9339470863342285	-0.45282867550849915	0.07465983182191849	2.316044807434082	2.852654218673706	-0.5274885073304176	-0.536609411239624	0.026628796011209488
7	hV4	1.5486479997634888	0.7381739020347595	-1.9867910146713257	10.94308853149414	-1.681382179260254	2.724964916706085	12.624470710754395	0.043374624103307724
8	LO	4.716524600982666	-0.002206201897934079	0.01373970229178667	0.09990103542804718	0.5404500961303711	-0.01594590418972075	-0.4405490607023239	0.050775397568941116
8	TO	4.4866204261779785	0.5778184533119202	-0.1904822140932083	0.07728227227926254	0.39246708154678345	0.7683006674051285	-0.3151848092675209	0.020251918584108353
8	V1	0.9388546347618103	2.0087692737579346	1.8048925399780273	-2.174290895462036	-1.885045051574707	0.20387673377990723	-0.2892458438873291	0.11104097217321396
8	V2	1.043637752532959	0.7798089981079102	1.2990696430206299	-1.0241128206253052	-2.7485034465789795	-0.5192606449127197	1.7243906259536743	0.10582619160413742
8	V3AB	8.514607429504395	0.05749387666583061	0.020246028900146484	1.4420406818389893	2.1402673721313477	0.03724784776568413	-0.6982266902923584	0.022989535704255104
8	V3	5.579216957092285	-0.013118788599967957	0.04749865084886551	-0.3679317533969879	-0.10717611014842987	-0.060617439448833466	-0.26075564324855804	0.11617985367774963
8	VO	8.99796199798584	-1.1011006832122803	0.5769455432891846	2.6562347412109375	2.5428414344787598	-1.6780462265014648	0.11339330673217773	0.015992963686585426
8	hV4	1.4877395629882812	0.6616784334182739	1.1783714294433594	1.972047209739685	-0.8973616361618042	-0.5166929960250854	2.8694088459014893	0.028251320123672485
9	LO	1.9017630815505981	0.08577275276184082	0.014146246016025543	-0.5910950899124146	-1.4524492025375366	0.07162650674581528	0.8613541126251221	0.18916800618171692
9	TO	5.389597415924072	-0.014520537108182907	0.056683413684368134	-0.5722429156303406	-0.8978380560874939	-0.07120395079255104	0.3255951404571533	0.06758284568786621
9	V1	7.889028072357178	0.22235502302646637	-0.06332189589738846	0.16749954223632812	-0.29903796315193176	0.28567691892385483	0.4665375053882599	0.1765078455209732
9	V2	3.9213006496429443	0.029159704223275185	0.018140189349651337	-0.04715830460190773	-0.4558461308479309	0.011019514873623848	0.4086878262460232	0.22530166804790497
9	V3AB	8.47806167602539	0.4767412543296814	-0.14931783080101013	0.5914561748504639	0.5741243958473206	0.6260590851306915	0.01733177900314331	0.07071367651224136
9	V3	3.772238254547119	0.0721140056848526	0.026722924783825874	-0.04453115165233612	-0.49646568298339844	0.045391080901026726	0.4519345313310623	0.17371957004070282
9	VO	0.8861365914344788	1.375619888305664	-0.9415014982223511	-5.2392191886901855	-1.030609369277954	2.317121386528015	-4.2086098194122314	0.052132945507764816
9	hV4	4.335033416748047	0.8325547575950623	-0.1915591061115265	-0.8054364919662476	-1.373212218284607	1.0241138637065887	0.5677757263183594	0.12550559639930725
10	LO	2.1486361026763916	0.22148831188678741	0.22274376451969147	0.16737578809261322	0.3808820843696594	-0.0012554526329040527	-0.2135062962770462	0.09426174312829971
10	TO	1.9184651374816895	0.07628234475851059	0.29146111011505127	-0.3074905276298523	1.907686471939087	-0.21517876535654068	-2.215176999568939	0.04014316573739052
10	V1	4.226444244384766	0.1716317981481552	0.11431343108415604	0.05651359260082245	-0.09728705137968063	0.057318367063999176	0.15380064398050308	0.17356224358081818
10	V2	4.391202449798584	0.02477620542049408	0.16178178787231445	-0.15185651183128357	-0.2598421275615692	-0.13700558245182037	0.10798561573028564	0.17018838226795197
10	V3AB	8.996455192565918	-0.5209406614303589	0.14950725436210632	1.288970947265625	1.9972400665283203	-0.6704479157924652	-0.7082691192626953	0.04073728993535042
10	V3	6.605083465576172	-0.5751867294311523	0.2772548198699951	-0.08234097808599472	-0.17207615077495575	-0.8524415493011475	0.08973517268896103	0.1448611617088318
10	VO	5.771971225738525	-0.3384012281894684	0.026613589376211166	2.3361525535583496	2.720553398132324	-0.36501481756567955	-0.3844008445739746	0.033795543015003204
10	hV4	9.217883110046387	0.02360702119767666	0.010955052450299263	0.4532237946987152	0.5604413151741028	0.012651968747377396	-0.10721752047538757	0.06726954132318497
11	LO	5.6318254470825195	-0.28866884112358093	0.19387030601501465	-0.4446951150894165	-0.1562766432762146	-0.4825391471385956	-0.2884184718132019	0.1328919529914856
11	TO	4.809023380279541	-0.4424341022968292	0.274875670671463	-0.6954014301300049	-0.09709040075540543	-0.7173097729682922	-0.5983110293745995	0.04026959836483002
11	V1	7.900493621826172	-0.17820605635643005	0.1569507122039795	-0.36638492345809937	-0.12362294644117355	-0.33515676856040955	-0.2427619770169258	0.16528359055519104
11	V2	7.3318562507629395	0.021971501410007477	0.0703728049993515	-0.1618422269821167	-0.25960567593574524	-0.048401303589344025	0.09776344895362854	0.15783759951591492
11	V3AB	2.980689764022827	0.19421356916427612	0.26374325156211853	-0.8353744149208069	-0.08249320834875107	-0.06952968239784241	-0.7528812065720558	0.0480177104473114
11	V3	2.55618953704834	-0.017335427924990654	0.22113104164600372	-0.20189613103866577	-0.2685428261756897	-0.23846646957099438	0.06664669513702393	0.15059591829776764
11	VO	3.6203360557556152	-0.2880757749080658	0.3584011197090149	-0.7867341637611389	-0.4116833806037903	-0.6464768946170807	-0.37505078315734863	0.02248746156692505
11	hV4	1.9441667795181274	0.48416727781295776	0.15511424839496613	-1.7045607566833496	-0.8565723896026611	0.32905302941799164	-0.8479883670806885	0.0827985480427742
12	LO	9.77098274230957	0.15217521786689758	-0.02212044969201088	0.3494144678115845	0.18189924955368042	0.17429566755890846	0.16751521825790405	0.13490228354930878
12	TO	8.975415229797363	0.2664217948913574	-0.06935971230268478	0.9229707717895508	0.6352298259735107	0.3357815071940422	0.28774094581604004	0.07915004342794418
12	V1	2.205034017562866	0.4150661826133728	0.21731449663639069	0.6277674436569214	-0.33486583828926086	0.19775168597698212	0.9626332819461823	0.13754622638225555
12	V2	2.6090290546417236	0.4220229983329773	0.05515795201063156	-0.3950760066509247	0.7382827401161194	0.36686504632234573	-1.133358746767044	0.14725930988788605
12	V3AB	9.441290855407715	0.07227498292922974	8.422745304415002e-05	0.8861559629440308	0.9611974954605103	0.07219075547618559	-0.07504153251647949	0.058323655277490616
12	V3	2.463806629180908	0.21052272617816925	0.05834423378109932	0.17651425302028656	-0.11262061446905136	0.15217849239706993	0.2891348674893379	0.19284677505493164
12	VO	9.46433162689209	-0.4238528609275818	0.06587018817663193	3.255856513977051	3.364469528198242	-0.4897230491042137	-0.1086130142211914	0.03906314820051193
12	hV4	9.164238929748535	0.38443416357040405	-0.10663149505853653	0.35672828555107117	0.2516014277935028	0.4910656586289406	0.10512685775756836	0.11469075083732605
13	LO	4.741405487060547	0.15358655154705048	-0.016733665019273758	0.34401819109916687	0.27970412373542786	0.17032021656632423	0.06431406736373901	0.09445125609636307
13	TO	2.8101961612701416	-0.14229360222816467	0.08578058332204819	0.25223997235298157	0.663399875164032	-0.22807418555021286	-0.4111599028110504	0.07089623063802719
13	V1	6.783204555511475	-0.048553042113780975	0.06297239661216736	0.3154900074005127	0.08082333207130432	-0.11152543872594833	0.23466667532920837	0.10260404646396637
13	V2	1.5627261400222778	0.1956859678030014	0.5160295367240906	-0.3169492483139038	-1.2033462524414062	-0.3203435689210892	0.8863970041275024	0.12214800715446472
13	V3AB	8.716938972473145	-0.28404390811920166	0.1555342972278595	0.5545393228530884	0.35158008337020874	-0.43957820534706116	0.20295923948287964	0.06614735722541809
13	V3	1.6632180213928223	0.06600025296211243	0.39906930923461914	0.5979040265083313	-0.8934246897697449	-0.3330690562725067	1.4913287162780762	0.13572318851947784
13	VO	6.955174446105957	-1.3055216073989868	0.4178638160228729	3.2400383949279785	2.9482128620147705	-1.7233854234218597	0.291825532913208	0.026455938816070557
13	hV4	9.513230323791504	-0.33833572268486023	0.13434116542339325	0.22337543964385986	0.38940802216529846	-0.4726768881082535	-0.1660325825214386	0.06235266849398613
14	LO	2.6032350063323975	-0.18127474188804626	0.22653381526470184	-1.063693881034851	-0.7511472702026367	-0.4078085571527481	-0.31254661083221436	0.12452315539121628
14	TO	1.8506556749343872	0.4137003421783447	0.944120466709137	2.421739101409912	0.7998690605163574	-0.5304201245307922	1.6218700408935547	0.02567460760474205
14	V1	3.491501569747925	0.2089412957429886	-0.009368225000798702	0.17489436268806458	-1.371899962425232	0.2183095207437873	1.5467943251132965	0.13422967493534088
14	V2	3.0092334747314453	0.14890313148498535	0.10023950785398483	-0.48938649892807007	-0.9463707804679871	0.04866362363100052	0.456984281539917	0.1502419412136078
14	V3AB	1.6319831609725952	0.5835808515548706	1.184349536895752	2.404552936553955	1.2032182216644287	-0.6007686853408813	1.2013347148895264	0.02966487966477871
14	V3	4.16106653213501	0.060326866805553436	0.11577294021844864	-0.6464390754699707	-0.7044916749000549	-0.0554460734128952	0.05805259943008423	0.12257564067840576
14	VO	11.102826118469238	-2.2484750747680664	0.6187214255332947	4.6436920166015625	3.759432554244995	-2.867196500301361	0.8842594623565674	0.019513364881277084
14	hV4	1.4252301454544067	1.8915252685546875	2.1762828826904297	-0.7674900889396667	-1.8902325630187988	-0.2847576141357422	1.122742474079132	0.04509320482611656
15	LO	2.09189510345459	0.20880597829818726	0.08047924190759659	0.4036947190761566	0.6434133648872375	0.12832673639059067	-0.23971864581108093	0.127690851688385
15	TO	5.928169250488281	-0.3605425953865051	0.10624929517507553	0.6474194526672363	0.7872841954231262	-0.46679189056158066	-0.1398647427558899	0.05931234359741211
15	V1	1.9271650314331055	0.22319689393043518	0.2011016309261322	0.38470733165740967	0.19429028034210205	0.02209526300430298	0.19041705131530762	0.119005486369133
15	V2	1.8565503358840942	0.02935643121600151	0.38629624247550964	0.0979243665933609	-0.3710397779941559	-0.35693981125950813	0.4689641445875168	0.14446280896663666
15	V3AB	9.516481399536133	-0.7315456867218018	0.19988971948623657	2.2562973499298096	2.7362818717956543	-0.9314354062080383	-0.4799845218658447	0.03879870846867561
15	V3	1.5566149950027466	0.38745707273483276	0.5677939057350159	0.4355873167514801	0.08489786088466644	-0.1803368330001831	0.35068945586681366	0.1553967148065567
15	VO	9.970083236694336	-0.6211647391319275	0.13631215691566467	2.7330970764160156	3.1367242336273193	-0.7574768960475922	-0.4036271572113037	0.03220390900969505
15	hV4	9.311542510986328	-0.2977937161922455	0.1348794400691986	1.4260379076004028	1.6620755195617676	-0.4326731562614441	-0.23603761196136475	0.06510645151138306
16	LO	6.370050430297852	0.44477248191833496	-0.10296731442213058	0.24957257509231567	-0.26397138833999634	0.5477397963404655	0.513543963432312	0.045917656272649765
16	TO	7.142630100250244	0.5884093642234802	-0.15248869359493256	-0.27653977274894714	-1.0344537496566772	0.7408980578184128	0.7579139769077301	0.03862866014242172
16	V1	2.111555337905884	-0.061676274985075	0.47761446237564087	0.4168747663497925	-0.822566032409668	-0.5392907373607159	1.2394407987594604	0.11580446362495422
16	V2	4.6708831787109375	-0.13486473262310028	0.07812319695949554	0.12340977787971497	0.11734752357006073	-0.21298792958259583	0.006062254309654236	0.14185494184494019
16	V3AB	7.905977249145508	-0.5356257557868958	0.1142759770154953	1.672541856765747	1.1946333646774292	-0.649901732802391	0.47790849208831787	0.04043569788336754
16	V3	6.780276775360107	0.05292325094342232	0.023727474734187126	0.24155934154987335	-0.17557670176029205	0.02919577620923519	0.4171360433101654	0.09034355729818344
16	VO	5.462843894958496	-0.35776466131210327	-0.00831342488527298	3.2969443798065186	1.2940062284469604	-0.3494512364268303	2.002938151359558	0.014303922653198242
16	hV4	4.445230484008789	-0.43461722135543823	0.16759906709194183	0.9585341215133667	0.48616498708724976	-0.6022162884473801	0.47236913442611694	0.04626397415995598
17	LO	3.947859525680542	0.234281986951828	0.021829774603247643	-0.04540039226412773	-0.59710294008255	0.21245221234858036	0.5517025478184223	0.1511448323726654
17	TO	9.420673370361328	0.20791296660900116	0.038677532225847244	0.2843332886695862	-0.4290041923522949	0.16923543438315392	0.7133374810218811	0.05771314725279808
17	V1	1.4879636764526367	0.34410393238067627	0.3082410395145416	-0.5092262625694275	0.0254104882478714	0.035862892866134644	-0.5346367508172989	0.13113634288311005
17	V2	2.3451085090637207	0.03950715810060501	0.17363861203193665	-0.6622172594070435	-0.6726834177970886	-0.13413145393133163	0.010466158390045166	0.1676684319972992
17	V3AB	9.579011917114258	-0.29711785912513733	0.07333630323410034	1.250902771949768	1.116855263710022	-0.37045416235923767	0.1340475082397461	0.0526217520236969
17	V3	2.306741952896118	-0.07724853605031967	0.19042949378490448	-0.21768322587013245	-0.03970414027571678	-0.26767802983522415	-0.17797908559441566	0.16494904458522797
17	VO	9.145515441894531	-0.7754052877426147	0.20094530284404755	2.355985164642334	2.174412727355957	-0.9763505905866623	0.18157243728637695	0.028138214722275734
17	hV4	8.275907516479492	-0.9558675289154053	0.3448723554611206	0.29127752780914307	0.36216282844543457	-1.3007398843765259	-0.0708853006362915	0.08225308358669281
18	LO	3.394253969192505	-0.15608817338943481	0.1267511546611786	0.37006834149360657	-0.6870293021202087	-0.2828393280506134	1.0570976436138153	0.0504499115049839
18	TO	9.731110572814941	-0.37847602367401123	0.1690918207168579	0.19508950412273407	0.08350042998790741	-0.5475678443908691	0.11158907413482666	0.040452178567647934
18	V1	1.0630803108215332	1.2675622701644897	1.3849523067474365	-1.3929443359375	-1.9647256135940552	-0.11739003658294678	0.5717812776565552	0.11005307734012604
18	V2	1.389495849609375	0.5578237175941467	1.0975656509399414	-0.5934274792671204	1.0943692922592163	-0.5397419333457947	-1.6877967715263367	0.10034273564815521
18	V3AB	8.041664123535156	-0.20137767493724823	0.13443458080291748	0.45639970898628235	0.1476239264011383	-0.3358122557401657	0.30877578258514404	0.04775116592645645
18	V3	2.997448205947876	0.10599883645772934	0.12712545692920685	-0.21755115687847137	-0.9152523279190063	-0.02112662047147751	0.697701171040535	0.10382828116416931
18	VO	6.63839054107666	-0.7428884506225586	0.07541568577289581	3.3959295749664307	2.8248064517974854	-0.8183041363954544	0.5711231231689453	0.02591709978878498
18	hV4	2.171833038330078	0.33905595541000366	0.481025367975235	1.3207396268844604	0.6326038837432861	-0.14196941256523132	0.6881357431411743	0.031817641109228134
19	LO	5.593729496002197	0.3185860216617584	-0.007982317358255386	-0.3580020070075989	0.44705820083618164	0.3265683390200138	-0.8050602078437805	0.054954107850790024
19	TO	8.923784255981445	0.2020842730998993	-0.027725353837013245	0.6491989493370056	1.1830278635025024	0.22980962693691254	-0.5338289141654968	0.03156211972236633
19	V1	6.964905738830566	-0.057622287422418594	0.10899119824171066	-0.1644141674041748	-0.19535638391971588	-0.16661348566412926	0.030942216515541077	0.13506494462490082
19	V2	2.1541149616241455	0.3079617917537689	0.3421330153942108	-0.5082733035087585	-0.47055912017822266	-0.034171223640441895	-0.03771418333053589	0.1297411322593689
19	V3AB	8.88902759552002	-0.9332883358001709	0.21932539343833923	1.9437297582626343	2.6578190326690674	-1.1526137292385101	-0.7140892744064331	0.024507183581590652
19	V3	2.6420793533325195	0.11376705020666122	0.15891443192958832	-0.0456300750374794	0.4165285527706146	-0.045147381722927094	-0.462158627808094	0.09562809765338898
19	VO	9.002079963684082	-0.3766041398048401	-0.018362628296017647	2.7599446773529053	3.791698694229126	-0.35824151150882244	-1.0317540168762207	0.025325169786810875
19	hV4	8.701911926269531	0.043509576469659805	0.0031301770359277725	0.5242132544517517	0.6908161044120789	0.04037939943373203	-0.16660284996032715	0.05758528411388397
20	LO	1.447324275970459	0.8335332870483398	-0.2888023257255554	0.9482179284095764	1.0565732717514038	1.1223356127738953	-0.10835534334182739	0.04722904786467552
20	TO	0.9247233867645264	1.3051749467849731	-1.983025312423706	6.711715221405029	6.229874610900879	3.288200259208679	0.4818406105041504	0.01729544810950756
20	V1	6.554502487182617	0.1495676040649414	-0.031231766566634178	0.08560766279697418	-0.03819125145673752	0.18079937063157558	0.1237989142537117	0.055864766240119934
20	V2	2.445068120956421	0.21462677419185638	0.053786903619766235	-0.8459093570709229	-0.37547534704208374	0.16083987057209015	-0.4704340100288391	0.05622013658285141
20	V3AB	8.100993156433105	1.2439368963241577	-0.4236220717430115	1.7584701776504517	2.282457113265991	1.6675589680671692	-0.5239869356155396	0.017662614583969116
20	V3	5.531764507293701	0.12180373072624207	0.007434376981109381	-0.32592326402664185	-0.18536590039730072	0.11436935374513268	-0.14055736362934113	0.062321268022060394
20	VO	1.2936592102050781	1.8268873691558838	-0.4630214273929596	3.2082464694976807	5.950967311859131	2.2899087965488434	-2.74272084236145	0.020757662132382393
20	hV4	1.9894732236862183	0.7981757521629333	0.14330945909023285	-1.1140998601913452	-0.29212522506713867	0.6548662930727005	-0.8219746351242065	0.029971420764923096
21	LO	2.3565332889556885	-0.0443076528608799	0.18498431146144867	-0.05433032289147377	-0.31606531143188477	-0.22929196432232857	0.261734988540411	0.12382743507623672
21	TO	9.886967658996582	-0.6098693013191223	0.18671029806137085	0.5204376578330994	0.5954750180244446	-0.7965795993804932	-0.07503736019134521	0.04207765683531761
21	V1	2.326277017593384	0.05087641626596451	0.22569699585437775	-0.251987487077713	-0.4449216425418854	-0.17482057958841324	0.19293415546417236	0.14533978700637817
21	V2	2.3879950046539307	0.11289317905902863	0.23827007412910461	0.11803487688302994	-0.40653514862060547	-0.125376895070076	0.5245700255036354	0.18895989656448364
21	V3AB	1.6699203252792358	-0.02121560461819172	0.3063511252403259	-0.6059525609016418	-0.7564202547073364	-0.32756672985851765	0.15046769380569458	0.051692649722099304
21	V3	2.345390558242798	-0.016566522419452667	0.2036970555782318	0.35212844610214233	-0.12944941222667694	-0.22026357799768448	0.4815778583288193	0.17766648530960083
21	VO	10.420437812805176	-1.8841679096221924	0.7507392168045044	0.7270939946174622	1.0129265785217285	-2.6349071264266968	-0.28583258390426636	0.0379643589258194
21	hV4	1.5661897659301758	0.23073053359985352	0.9410830140113831	-0.7607280015945435	-1.064049243927002	-0.7103524804115295	0.3033212423324585	0.08544363081455231
22	LO	9.315885543823242	0.13507011532783508	-0.06221460551023483	0.21213600039482117	0.40702444314956665	0.19728472083806992	-0.19488844275474548	0.03535399213433266
22	TO	7.517300128936768	1.6734035015106201	-0.4899671971797943	0.6393671631813049	0.13351130485534668	2.1633706986904144	0.5058558583259583	0.02050625905394554
22	V1	1.3486542701721191	0.23610623180866241	0.550606369972229	-1.4321880340576172	2.833669900894165	-0.3145001381635666	-4.265857934951782	0.041967689990997314
22	V2	1.0029959678649902	-0.005363008473068476	0.40935349464416504	-1.304634690284729	-1.3762675523757935	-0.4147165031172335	0.07163286209106445	0.05740724131464958
22	V3AB	9.096283912658691	-0.2539314329624176	0.05234818905591965	0.5262628793716431	1.3799030780792236	-0.30627962201833725	-0.8536401987075806	0.01825234666466713
22	V3	3.6531174182891846	-0.10457398742437363	0.0928134173154831	-1.037506103515625	-0.010822873562574387	-0.19738740473985672	-1.0266832299530506	0.049676477909088135
22	VO	10.194623947143555	0.29335400462150574	-0.07650298625230789	1.3909010887145996	0.8411449193954468	0.36985699087381363	0.5497561693191528	0.02869022637605667
22	hV4	2.2022645473480225	0.21736183762550354	0.22834078967571259	0.011301575228571892	-0.9132753610610962	-0.010978952050209045	0.9245769362896681	0.0698285847902298
