subject	roi	sigma_AF	g_HP	g_LP	sigma_dyn	g_HP_dyn	g_LP_dyn	g_T_dyn	sigma_T_dyn	g_HP_pos0	g_HP_pos1	g_HP_pos2	g_LP_pos0	g_LP_pos1	g_LP_pos2
1	LO	3.271913528442383	0.0	0.0	7.828462600708008	-0.532072126865387	0.16932006180286407	1.3465083837509155	7.828462600708008	0.09776578098535538	0.26226839423179626	-0.1624399721622467	0.5416929721832275	0.3167574405670166	0.43530404567718506
1	TO	7.82798957824707	0.0	0.0	7.355531692504883	-1.2754957675933838	-0.3914998173713684	5.01671028137207	7.355531692504883	-2.052837610244751	-0.38232165575027466	-0.06733661144971848	1.0689780712127686	0.43429017066955566	0.36649665236473083
1	V1	7.02905797958374	0.0	0.0	7.030093193054199	-0.35185152292251587	-0.18359777331352234	0.5654585957527161	7.030093193054199	0.39213109016418457	-0.031724411994218826	0.5563826560974121	0.14779797196388245	0.2592349350452423	0.05949631705880165
1	V2	7.6091389656066895	0.0	0.0	9.7783203125	0.018335342407226562	-0.19399216771125793	0.36458054184913635	9.7783203125	-0.1247524544596672	-0.1795741319656372	1.0679978132247925	0.45289069414138794	0.44534409046173096	0.05675632134079933
1	V3AB	7.666449069976807	0.0	0.0	6.959619998931885	-1.0922712087631226	-0.30051177740097046	3.5932576656341553	6.959619998931885	0.5596449375152588	0.744499146938324	-0.12586811184883118	0.09361737966537476	-0.02101399004459381	0.1942281723022461
1	V3	1.8244571685791016	0.0	0.0	10.8169527053833	-0.056202955543994904	0.056944381445646286	0.3171337842941284	10.8169527053833	0.6471046805381775	0.6508047580718994	0.20004983246326447	0.7250902652740479	0.5061182379722595	0.5883148312568665
1	VO	3.7609972953796387	0.0	0.0	13.190524101257324	-1.7493699789047241	-0.15880538523197174	6.069796562194824	13.190524101257324	-0.6160192489624023	-0.4383656680583954	-0.2100997269153595	-0.3296370506286621	-0.46495598554611206	-0.468989759683609
1	hV4	9.45661449432373	0.0	0.0	1.6062207221984863	-2.6525607109069824	1.0040918588638306	3.1240525245666504	1.6062207221984863	1.092705249786377	1.1405162811279297	1.1667218208312988	0.48936590552330017	0.34579411149024963	0.37900567054748535
2	LO	4.6685614585876465	0.0	0.0	6.217522144317627	-0.34113678336143494	-1.2951979637145996	4.161413192749023	6.217522144317627	1.1203886270523071	0.15550751984119415	1.0226657390594482	0.5727790594100952	0.8721917867660522	0.5273205041885376
2	TO	7.541658878326416	0.0	0.0	11.414459228515625	-1.311893343925476	-1.88692045211792	5.2765727043151855	11.414459228515625	1.2271815538406372	-1.5734996795654297	0.14983680844306946	-0.3292408883571625	0.6558255553245544	0.09825250506401062
2	V1	3.1196980476379395	0.0	0.0	13.344757080078125	-0.13122262060642242	-0.25155627727508545	0.4811769723892212	13.344757080078125	0.18253500759601593	-0.21184273064136505	0.2978023588657379	0.14227376878261566	0.23408930003643036	0.01580801233649254
