subject	roi	sigma_AF	g_HP	g_LP	sigma_dyn	g_HP_dyn	g_LP_dyn	g_T_dyn	sigma_T_dyn
1	LO	3.123166561126709	0.3481963872909546	0.5152465105056763	2.9310033321380615	-1.2896028757095337	0.25514277815818787	1.4979374408721924	7.307601451873779
1	TO	1.083155632019043	3.4653379917144775	3.8627355098724365	2.440469980239868	-3.2040610313415527	-1.1440017223358154	4.46314811706543	7.023232460021973
1	V1	2.601471185684204	1.0500967502593994	0.9351564049720764	0.5426151752471924	-5.085756778717041	-4.960258483886719	0.49881717562675476	6.355029106140137
1	V2	1.648887276649475	1.9345347881317139	1.9556232690811157	3.0908560752868652	0.2966097891330719	-0.18806032836437225	0.29489952325820923	6.521220684051514
1	V3AB	0.26977214217185974	-1.224574327468872	-0.5769556760787964	8.218233108520508	-0.6682742238044739	-0.17348331212997437	2.777556896209717	7.6789045333862305
1	V3	1.5779491662979126	1.1431118249893188	1.3737232685089111	4.581821441650391	-0.018878521397709846	0.11852265149354935	0.3466624915599823	7.347268104553223
1	VO	0.6685516834259033	8.222752571105957	8.02672004699707	4.019444465637207	-5.260607719421387	0.8975096344947815	9.23356819152832	10.389986038208008
1	hV4	1.9447216987609863	2.7084217071533203	2.556321382522583	1.3549710512161255	-3.553983449935913	0.6400753855705261	3.2356021404266357	1.548567295074463
2	LO	4.2179107666015625	1.0675493478775024	0.9494142532348633	3.3683834075927734	0.04956519231200218	-2.0730645656585693	4.868973255157471	5.9125518798828125
2	TO	0.6334800124168396	-0.15567970275878906	5.185619354248047	4.673491477966309	-1.4758085012435913	-3.1346421241760254	5.3186936378479	9.430505752563477
2	V1	1.3208415508270264	1.1308337450027466	1.4735933542251587	1.5140749216079712	1.094367265701294	-0.5733745098114014	0.3387506902217865	7.5213141441345215
2	V2	0.5550961494445801	-2.981873035430908	-0.7037715315818787	1.8736573457717896	0.35725441575050354	-0.2241327166557312	0.43163710832595825	7.724855899810791
2	V3AB	0.4666106104850769	0.11571265757083893	4.872262001037598	3.0649642944335938	-1.535059928894043	-3.9496798515319824	6.104186058044434	8.575139999389648
2	V3	0.570665717124939	-1.6442266702651978	-0.747552752494812	6.602177619934082	-0.022971613332629204	-0.1769130825996399	0.6342886090278625	7.753479957580566
2	VO	3.6170005798339844	0.04028134420514107	-0.20983272790908813	6.475147247314453	-0.8000039458274841	-1.3821896314620972	6.4435648918151855	10.027950286865234
2	hV4	3.6138994693756104	0.6888211369514465	2.3315794467926025	1.9465183019638062	6.908881664276123	1.0089839696884155	5.527607440948486	4.191855430603027
3	LO	3.908566474914551	0.15949980914592743	-0.012453598901629448	5.205288887023926	-0.34494855999946594	-0.3752765953540802	2.1172773838043213	1.448778748512268
3	TO	4.015979766845703	1.088438630104065	0.9129936099052429	4.087759494781494	-2.0622434616088867	-0.6329407095909119	3.3921356201171875	2.7683722972869873
3	V1	3.678767442703247	0.053055889904499054	0.10538612306118011	3.271482229232788	0.4188553988933563	0.21920421719551086	-0.1665799617767334	3.21419358253479
3	V2	2.814648389816284	0.0888499915599823	0.198379784822464	7.14615535736084	-0.08884336054325104	-0.37480428814888	3.6867518424987793	0.7819159626960754
3	V3AB	0.9877985119819641	-1.560913324356079	-1.4989975690841675	0.35519900918006897	0.003691922640427947	-0.1872350424528122	2.036072015762329	5.913177967071533
3	V3	2.000910758972168	0.2563522160053253	0.24815629422664642	5.129715919494629	-0.1650460958480835	-0.25477495789527893	-0.23965898156166077	5.193364143371582
3	VO	0.9557021260261536	-4.8365936279296875	-6.62523078918457	3.6589865684509277	-1.2979223728179932	-0.1715748906135559	4.56425666809082	6.701158046722412
3	hV4	1.1354002952575684	-1.2104942798614502	-0.7571910619735718	0.2290848046541214	0.8583472967147827	-0.2750052809715271	1.829677939414978	11.93446159362793
4	LO	2.70072340965271	-0.13991603255271912	0.09493016451597214	1.2311456203460693	0.31204038858413696	1.9648430347442627	3.753040075302124	1.3312369585037231
4	TO	0.9287452101707458	-4.881527423858643	-5.8607378005981445	6.595235824584961	0.43782657384872437	-0.2157578319311142	1.4574273824691772	6.02831506729126
4	V1	2.0314455032348633	0.42960843443870544	0.4026678502559662	8.965751647949219	-0.0004689498455263674	-0.17969603836536407	-0.4045809805393219	9.937297821044922
4	V2	2.0100350379943848	0.30818048119544983	0.3898507356643677	2.298928737640381	0.26157209277153015	0.4024520814418793	-0.5133811235427856	9.352081298828125
4	V3AB	8.235620498657227	-0.3044535517692566	0.08948255330324173	7.537087917327881	0.2939341962337494	-0.012970448471605778	0.9103273749351501	3.049548864364624
4	V3	4.873409748077393	-0.0659046322107315	0.07844904810190201	7.542829513549805	-0.05748441070318222	-0.34274932742118835	1.331621527671814	1.340813159942627
4	VO	1.3369277715682983	-4.012619495391846	-6.990100860595703	4.266907691955566	1.4128012657165527	1.6250184774398804	4.922692775726318	6.487968444824219
4	hV4	0.9704644083976746	-1.4539334774017334	-1.4202684164047241	0.43040019273757935	4.516908168792725	6.820862770080566	1.2604076862335205	3.271138906478882
5	LO	2.2815427780151367	-0.144994854927063	0.14627280831336975	2.103330373764038	1.2691161632537842	0.4189319312572479	3.0092053413391113	0.9380573034286499
5	TO	5.42657995223999	0.866760790348053	2.3365068435668945	9.455288887023926	-2.893711566925049	-3.104599952697754	5.274990081787109	4.4054951667785645
