subject	roi	mode	n_voxels	sigma_AF	g_HP	g_LP	g_diff	g_avg	log_ratio	r2_mean	r2_med
16	LO	signed	422	6.4765305519104	0.5160188674926758	-0.1239134669303894	0.6399323344230652	0.1960527002811432	0.5483781435998138	0.04580379277467728	0.01635989546775818
17	LO	signed	789	4.314908981323242	0.24352994561195374	-0.0021871626377105713	0.2457171082496643	0.12067139148712158	0.22014362365704646	0.15101386606693268	0.09539377689361572
18	LO	signed	662	2.846214771270752	-0.05924474820494652	0.126789391040802	-0.18603413924574852	0.03377232141792774	-0.18044460881632923	0.05041803419589996	0.02030014991760254
19	LO	signed	653	2.125678777694702	0.39650556445121765	0.3080969750881195	0.08840858936309814	0.3523012697696686	0.06539970070219099	0.05478820204734802	0.02278304100036621
20	LO	signed	705	1.4860981702804565	0.9367308616638184	-0.22230097651481628	1.1590318381786346	0.35721494257450104	0.9124171177315951	0.04717960208654404	0.019165754318237305
21	LO	signed	740	2.489423990249634	-0.05931716412305832	0.16281923651695251	-0.22213640064001083	0.0517510361969471	-0.21199667912651865	0.12379474937915802	0.07348167896270752
22	LO	signed	479	1.2128978967666626	-0.4759448766708374	-0.4278859496116638	-0.048058927059173584	-0.4519154131412506	-0.08774148431402846	0.03523953631520271	0.016647517681121826
23	LO	signed	688	4.142242908477783	0.003703502006828785	0.07377884536981583	-0.07007534336298704	0.038741173688322306	-0.06748739716631935	0.10313444584608078	0.05857357382774353
24	LO	signed	647	4.428156852722168	0.15523338317871094	-0.014917773194611073	0.170151156373322	0.07015780499204993	0.15933254922388004	0.15069200098514557	0.08166658878326416
25	LO	signed	364	2.5458900928497314	0.16877713799476624	0.21984291076660156	-0.05106577277183533	0.1943100243806839	-0.04276406776209658	0.02068082056939602	0.00899273157119751
26	LO	signed	483	1.4942374229431152	0.9431470036506653	0.8232018351554871	0.11994516849517822	0.8831744194030762	0.06371462010775517	0.059275705367326736	0.025272071361541748
27	LO	signed	501	7.93966007232666	0.34320560097694397	-0.06713321805000305	0.410338819026947	0.13803619146347046	0.3645518695971261	0.04848012328147888	0.02273869514465332
28	LO	signed	604	2.2119140625	0.40140125155448914	0.9061367511749268	-0.5047354996204376	0.653769001364708	-0.3076059203607611	0.02146228961646557	0.011956840753555298
29	LO	signed	535	4.703382968902588	0.30487751960754395	-0.008545933291316032	0.31342345289886	0.14816579315811396	0.27469184083000664	0.0989321693778038	0.050531089305877686
30	LO	signed	584	3.2922348976135254	0.1270138919353485	0.10998594015836716	0.017027951776981354	0.11849991604685783	0.01522421273488707	0.13937456905841827	0.09085378050804138
1	TO	signed	525	0.944485604763031	3.544301748275757	4.638791084289551	-1.094489336013794	4.091546416282654	-0.2157956106926232	0.060485824942588806	0.03845512866973877
2	TO	signed	331	1.5706747770309448	2.7656545639038086	2.687955856323242	0.0776987075805664	2.7268052101135254	0.020849365016244122	0.0321674570441246	0.01763099431991577
3	TO	signed	646	3.92938232421875	0.049946147948503494	0.016612153500318527	0.03333399444818497	0.03327915072441101	0.03226319418033266	0.057276852428913116	0.034779250621795654
4	TO	signed	481	1.0310556888580322	-0.3733481764793396	-1.6474757194519043	1.2741275429725647	-1.010411947965622	2.528368075575938	0.02997026965022087	0.013516902923583984
5	TO	signed	588	2.8160319328308105	0.20129279792308807	0.29470232129096985	-0.09340952336788177	0.24799755960702896	-0.07488249250758466	0.039786599576473236	0.021797746419906616
6	TO	signed	380	4.294900417327881	-0.07214443385601044	0.12046932429075241	-0.19261375814676285	0.024162445217370987	-0.1886268353199	0.02759692259132862	0.013230860233306885
7	TO	signed	536	1.197758436203003	2.1842799186706543	1.8784449100494385	0.3058350086212158	2.0313624143600464	0.10097599174566943	0.04115058481693268	0.015772491693496704
8	TO	signed	451	5.000832557678223	0.6883895397186279	-0.21376128494739532	0.9021508246660233	0.2373141273856163	0.7642699634707217	0.020239481702446938	0.012028098106384277
9	TO	signed	576	3.119086265563965	-0.05703505873680115	0.027287114411592484	-0.08432217314839363	-0.014873972162604332	-0.08564763291678998	0.06712475419044495	0.033665746450424194
10	TO	signed	640	2.3523998260498047	-0.0417926050722599	0.22631388902664185	-0.26810649409890175	0.09226064197719097	-0.24670386872606528	0.04013300687074661	0.019258767366409302
11	TO	signed	323	5.750762939453125	-0.7180771827697754	0.32602831721305847	-1.0441054999828339	-0.19602443277835846	-1.548310190171199	0.04014407470822334	0.019032180309295654
12	TO	signed	830	8.653098106384277	0.4148233234882355	-0.06199515238404274	0.4768184758722782	0.17641408555209637	0.41100482552914497	0.07812655717134476	0.0478518009185791
13	TO	signed	581	1.2693394422531128	-0.7755755186080933	-0.3338128328323364	-0.44176268577575684	-0.5546941757202148	-1.0880313980318652	0.07089883089065552	0.03623056411743164
14	TO	signed	230	1.6385995149612427	1.0940234661102295	1.4012560844421387	-0.3072326183319092	1.247639775276184	-0.1369046502200025	0.02558382973074913	0.015265345573425293
15	TO	signed	566	2.6855313777923584	-0.12567749619483948	0.10897243022918701	-0.2346499264240265	-0.008352532982826233	-0.23773982193212	0.05861736461520195	0.027825623750686646
16	TO	signed	423	2.0432660579681396	0.38019660115242004	-0.09472354501485825	0.4749201461672783	0.1427365280687809	0.42174086043373105	0.037918563932180405	0.019715428352355957
17	TO	signed	527	2.257859945297241	0.35073646903038025	0.31410300731658936	0.036633461713790894	0.3324197381734848	0.027495667152735832	0.057452570647001266	0.03000694513320923
18	TO	signed	561	1.2474409341812134	-0.14283612370491028	-0.23150236904621124	0.08866624534130096	-0.18716924637556076	0.10919164091321207	0.04038771986961365	0.019390523433685303
19	TO	signed	399	2.3254997730255127	0.2943291664123535	0.271915465593338	0.022413700819015503	0.28312231600284576	0.017468537876677542	0.03107769414782524	0.01790684461593628
20	TO	signed	431	1.0320796966552734	1.9807380437850952	-1.083756685256958	3.0644947290420532	0.4484906792640686	4.087903209106914	0.01714935153722763	0.010315537452697754
21	TO	signed	668	3.1328752040863037	-0.12653939425945282	0.056485164910554886	-0.1830245591700077	-0.03502711467444897	-0.1902397659927399	0.04201910272240639	0.02538830041885376
22	TO	signed	296	5.941146373748779	1.2218068838119507	-0.3154207468032837	1.5372276306152344	0.4531930685043335	1.177271634810413	0.020363979041576385	0.010459184646606445
23	TO	signed	647	4.726796627044678	-0.06820548325777054	0.05251844972372055	-0.12072393298149109	-0.007843516767024994	-0.12182878005280377	0.044631484895944595	0.022720277309417725
24	TO	signed	594	7.578411102294922	0.10567639023065567	0.04323846474289894	0.06243792548775673	0.0744574274867773	0.05812748216951521	0.06076459586620331	0.03763538599014282
25	TO	signed	506	8.772806167602539	0.5950888991355896	-0.08663230389356613	0.6817212030291557	0.25422829762101173	0.5575462163204515	0.029871534556150436	0.013981223106384277
26	TO	signed	483	2.0487186908721924	0.4389331340789795	0.013101546093821526	0.42583158798515797	0.2260173400864005	0.35088549671131136	0.04362546280026436	0.022154569625854492
27	TO	signed	359	1.0047376155853271	-2.55355167388916	-1.5789686441421509	-0.9745830297470093	-2.0662601590156555	0.0	0.034016821533441544	0.01669532060623169
28	TO	signed	424	2.44816517829895	0.023005783557891846	0.3079971373081207	-0.2849913537502289	0.1655014604330063	-0.2457519239499735	0.045004721730947495	0.018302053213119507
29	TO	signed	467	8.04192066192627	0.20980288088321686	-0.014641450718045235	0.2244443316012621	0.09758071508258581	0.2052071325987644	0.0493365116417408	0.028377234935760498
30	TO	signed	284	4.718969345092773	-0.06197069212794304	0.20093020796775818	-0.2629009000957012	0.06947975791990757	-0.2470705152066381	0.04591123014688492	0.025885671377182007
1	VO	signed	344	0.8953070640563965	5.271984577178955	7.859847068786621	-2.587862491607666	6.565915822982788	-0.34543667955934027	0.026209957897663116	0.015551477670669556
2	VO	signed	286	0.6163951754570007	5.574466705322266	6.333307266235352	-0.7588405609130859	5.953886985778809	-0.1092331447620295	0.019461454823613167	0.013362407684326172
3	VO	signed	457	5.6699700355529785	0.19230350852012634	-0.010152077302336693	0.20245558582246304	0.09107571560889482	0.18609111856434546	0.04743561893701553	0.026602864265441895
4	VO	signed	456	2.5415821075439453	0.5830309987068176	0.10197295248508453	0.4810580462217331	0.3425019755959511	0.36223919655525755	0.020496660843491554	0.01139521598815918
5	VO	signed	473	2.2666361331939697	0.7529622316360474	0.9113211631774902	-0.15835893154144287	0.8321416974067688	-0.08648765068937886	0.0395665168762207	0.024364173412322998
6	VO	signed	178	8.180173873901367	4.444717884063721	5.968673229217529	-1.5239553451538086	5.206695556640625	-0.24677890904777333	0.01615658588707447	0.011250466108322144
7	VO	signed	408	0.49574342370033264	7.171359062194824	8.138729095458984	-0.9673700332641602	7.655044078826904	-0.11188608424152792	0.02696758694946766	0.016803056001663208
8	VO	signed	238	2.378140687942505	0.7561659812927246	1.0772751569747925	-0.32110917568206787	0.9167205691337585	-0.1679240010785632	0.015169261954724789	0.009630322456359863
9	VO	signed	589	5.5299391746521	0.5007862448692322	-0.1492985188961029	0.6500847637653351	0.17574386298656464	0.5676831319891898	0.05174826458096504	0.031995415687561035
10	VO	signed	367	1.9656175374984741	0.5328203439712524	0.6158382892608643	-0.08301794528961182	0.5743293166160583	-0.05274448599480666	0.03299092501401901	0.01710301637649536
11	VO	signed	328	4.270277976989746	-0.5239540338516235	0.343192458152771	-0.8671464920043945	-0.09038078784942627	-1.0372900738042485	0.022481411695480347	0.014807134866714478
12	VO	signed	589	2.299561023712158	0.7327095866203308	0.7332268953323364	-0.0005173087120056152	0.7329682409763336	-0.0002985102113328135	0.0361701063811779	0.0227319598197937
13	VO	signed	339	7.961438179016113	-1.4618148803710938	1.1153491735458374	-2.577164053916931	-0.17323285341262817	-3.7449521663008385	0.025282463058829308	0.015442430973052979
14	VO	signed	157	1.8400557041168213	2.0529892444610596	2.2773542404174805	-0.2243649959564209	2.16517174243927	-0.07091527206720434	0.017009936273097992	0.011091530323028564
15	VO	signed	323	2.4045486450195312	0.2867166996002197	0.4831276834011078	-0.19641098380088806	0.38492219150066376	-0.1420593777425692	0.02916491962969303	0.01548093557357788
16	VO	signed	308	1.1336530447006226	2.8591039180755615	3.429410457611084	-0.5703065395355225	3.1442571878433228	-0.1378314847046402	0.013550919480621815	0.00975877046585083
17	VO	signed	470	6.6182756423950195	-0.08666615188121796	0.11211647093296051	-0.19878262281417847	0.012725159525871277	-0.1969187350257479	0.02618456445634365	0.014484047889709473
18	VO	signed	427	2.022029161453247	0.45974743366241455	0.7778915762901306	-0.31814414262771606	0.6188195049762726	-0.19716472440464491	0.02590627409517765	0.016466915607452393
19	VO	signed	530	2.485633611679077	0.6478469371795654	0.7103791832923889	-0.06253224611282349	0.6791130602359772	-0.03724554129945982	0.022517163306474686	0.016788005828857422
20	VO	signed	496	1.475499153137207	1.4400112628936768	-0.16187232732772827	1.601883590221405	0.6390694677829742	1.0685874913150477	0.02063605934381485	0.013000309467315674
21	VO	signed	368	7.569592475891113	-1.0248019695281982	0.5611570477485657	-1.585959017276764	-0.23182246088981628	-3.441159517168665	0.03793168440461159	0.022852271795272827
22	VO	signed	178	2.0522239208221436	0.48554569482803345	0.42137908935546875	0.0641666054725647	0.4534623920917511	0.04415458601776463	0.028352169319987297	0.01092180609703064
23	VO	signed	394	1.9453556537628174	0.17792338132858276	0.5702115893363953	-0.3922882080078125	0.374067485332489	-0.2874573387603531	0.023920059204101562	0.013721346855163574
24	VO	signed	344	2.067899703979492	0.13131044805049896	0.3404962122440338	-0.20918576419353485	0.2359033301472664	-0.16966320371548077	0.04730001837015152	0.03165522217750549
25	VO	signed	113	2.0786943435668945	1.0151610374450684	1.0960516929626465	-0.08089065551757812	1.0556063652038574	-0.03935631729485103	0.010023091919720173	0.007391095161437988
26	VO	signed	123	5.250961780548096	-2.6952648162841797	1.0172783136367798	-3.7125431299209595	-0.8389932513237	-3.6974815069619296	0.008706430904567242	0.0072748661041259766
27	VO	signed	167	2.372671127319336	0.9759482145309448	1.5897265672683716	-0.6137783527374268	1.2828373908996582	-0.27050390589394624	0.01303296908736229	0.010270535945892334
28	VO	signed	267	7.466739177703857	-0.25315290689468384	0.2903645634651184	-0.5435174703598022	0.018605828285217285	-0.546819595225208	0.024820534512400627	0.012513399124145508
29	VO	signed	268	9.505402565002441	1.172102928161621	0.049303796142339706	1.1227991320192814	0.6107033621519804	0.7275688966445474	0.021046960726380348	0.013407409191131592
30	VO	signed	270	1.7241041660308838	1.2080038785934448	1.4686177968978882	-0.26061391830444336	1.3383108377456665	-0.11156951258711278	0.027404533699154854	0.01868298649787903
