subject	roi	mode	n_voxels	sigma_AF	g_HP	g_LP	g_diff	g_avg	log_ratio	r2_mean	r2_med
25	V2	signed	367	1.040755271911621	0.6117270588874817	1.9237258434295654	-1.3119987845420837	1.2677264511585236	-0.5955524652542517	0.03157566115260124	0.00868535041809082
26	V2	signed	813	3.8933353424072266	-0.1865941882133484	0.15729926526546478	-0.34389345347881317	-0.014647461473941803	-0.35261421148301225	0.10829918831586838	0.04908585548400879
27	V2	signed	683	1.6808905601501465	0.22013641893863678	0.21674194931983948	0.0033944696187973022	0.21843918412923813	0.0027859181307372614	0.14522702991962433	0.08852320909500122
28	V2	signed	748	1.5139951705932617	1.1209923028945923	1.6321645975112915	-0.5111722946166992	1.376578450202942	-0.2159225019784199	0.06912005692720413	0.018220990896224976
29	V2	signed	565	2.306215763092041	0.06951319426298141	0.1591932624578476	-0.08968006819486618	0.1143532283604145	-0.08052071345700602	0.16464398801326752	0.11828625202178955
30	V2	signed	731	3.474928617477417	0.05213058367371559	0.057818301022052765	-0.0056877173483371735	0.05497444234788418	-0.005391344943443555	0.1693764626979828	0.11671465635299683
1	V3	signed	846	1.9163943529129028	0.32099974155426025	0.4802902936935425	-0.15929055213928223	0.40064501762390137	-0.11384938303359979	0.18881669640541077	0.1447499394416809
2	V3	signed	739	2.403333902359009	0.167328879237175	0.285453200340271	-0.11812432110309601	0.226391039788723	-0.09639321168620525	0.10813058167695999	0.04798001050949097
3	V3	signed	896	1.2307239770889282	0.4124816358089447	0.49194929003715515	-0.07946765422821045	0.4522154629230499	-0.05473533053647768	0.16204537451267242	0.08991774916648865
4	V3	signed	959	6.5970001220703125	-0.16603948175907135	0.10392481088638306	-0.2699642926454544	-0.031057335436344147	-0.2804410574370738	0.1353839933872223	0.09332072734832764
5	V3	signed	782	1.8006917238235474	-0.08748160302639008	0.2518060803413391	-0.3392876833677292	0.08216223865747452	-0.31613440543700994	0.1482924520969391	0.09757214784622192
6	V3	signed	808	2.4320640563964844	0.06080695986747742	0.13448697328567505	-0.07368001341819763	0.09764696657657623	-0.06715064144321001	0.10270676761865616	0.04692688584327698
7	V3	signed	1068	1.5682920217514038	-0.6516777276992798	0.8939089775085449	-1.5455867052078247	0.12111562490463257	-1.6932700931875473	0.13204100728034973	0.0715203583240509
8	V3	signed	990	1.4706807136535645	0.25769302248954773	0.3383939266204834	-0.08070090413093567	0.29804347455501556	-0.06219122466727254	0.11604399979114532	0.055118709802627563
9	V3	signed	1068	2.1791114807128906	0.10427342355251312	0.057413846254348755	0.04685957729816437	0.08084363490343094	0.04336142409554427	0.1734877973794937	0.12363636493682861
10	V3	signed	761	6.644519805908203	-0.5905054807662964	0.27488085627555847	-0.8653863370418549	-0.15781231224536896	-1.135684488008909	0.14482630789279938	0.0974353551864624
11	V3	signed	639	2.5876097679138184	-0.045113466680049896	0.21300409734249115	-0.25811756402254105	0.08394531533122063	-0.23926276665261845	0.15057294070720673	0.08367079496383667
12	V3	signed	697	2.44049072265625	0.23571212589740753	0.05643541365861893	0.1792767122387886	0.14607376977801323	0.15674700021582283	0.19280846416950226	0.13301271200180054
13	V3	signed	907	1.6633979082107544	0.14341285824775696	0.37404870986938477	-0.2306358516216278	0.25873078405857086	-0.18374411890436446	0.13569681346416473	0.054254770278930664
14	V3	signed	872	1.8673338890075684	0.25633224844932556	0.398343026638031	-0.14201077818870544	0.3273376375436783	-0.10709142118399508	0.1225573867559433	0.049336135387420654
15	V3	signed	787	1.5393638610839844	0.4700104594230652	0.5962674021720886	-0.12625694274902344	0.5331389307975769	-0.08239851419497352	0.1554287075996399	0.09283947944641113
16	V3	signed	769	1.727712631225586	0.2277524471282959	0.2538643181324005	-0.026111871004104614	0.2408083826303482	-0.021045017983814505	0.09021780639886856	0.042227864265441895
17	V3	signed	823	2.365454912185669	-0.10505116730928421	0.1826995462179184	-0.2877507135272026	0.03882418945431709	-0.2787883091112234	0.16491268575191498	0.09272444248199463
18	V3	signed	712	3.9212124347686768	0.06161056458950043	0.07587312906980515	-0.014262564480304718	0.06874184682965279	-0.013345389442290136	0.10364583879709244	0.047693222761154175
19	V3	signed	722	2.3928983211517334	0.13089653849601746	0.20733581483364105	-0.0764392763376236	0.16911617666482925	-0.065405411096975	0.09561525285243988	0.05142843723297119
20	V3	signed	996	2.042067527770996	0.17828616499900818	0.07207980751991272	0.10620635747909546	0.12518298625946045	0.09446047298450634	0.06230548769235611	0.023533731698989868
21	V3	signed	765	2.354165554046631	0.023351075127720833	0.1996651440858841	-0.17631406895816326	0.11150810960680246	-0.15895986121904582	0.17770534753799438	0.1354919672012329
22	V3	signed	387	2.389704704284668	-0.22845372557640076	0.09381138533353806	-0.3222651109099388	-0.06732117012143135	-0.3490269100157295	0.04993196204304695	0.01887720823287964
23	V3	signed	1039	6.639758110046387	-0.7294106483459473	0.27262258529663086	-1.0020332336425781	-0.2283940315246582	-1.5482327139156749	0.14101997017860413	0.06951016187667847
24	V3	signed	573	2.576617956161499	0.03158101066946983	0.07827971130609512	-0.04669870063662529	0.05493036098778248	-0.04427432407748106	0.16906143724918365	0.1085461974143982
25	V3	signed	350	4.3405561447143555	0.0695008933544159	0.07739699631929398	-0.007896102964878082	0.07344894483685493	-0.0073558585219952325	0.036832235753536224	0.009321331977844238
26	V3	signed	766	1.8582637310028076	0.023892724886536598	0.34472018480300903	-0.32082745991647243	0.18430645484477282	-0.27257419009508566	0.08150268346071243	0.04181623458862305
27	V3	signed	758	4.4802350997924805	0.12159170210361481	-0.011135444045066833	0.13272714614868164	0.05522812902927399	0.12594674624229016	0.0989195704460144	0.056944042444229126
28	V3	signed	465	2.0629382133483887	0.36006322503089905	0.6132485866546631	-0.25318536162376404	0.48665590584278107	-0.1707187140869889	0.040826525539159775	0.017527401447296143
29	V3	signed	687	2.086881637573242	0.08719000220298767	0.2858502268791199	-0.1986602246761322	0.18652011454105377	-0.1678237668096161	0.13715168833732605	0.06807547807693481
30	V3	signed	791	7.4430766105651855	0.21308280527591705	-0.04651970416307449	0.25960250943899155	0.08328155055642128	0.24080141173751804	0.14059844613075256	0.07437020540237427
1	V3AB	signed	840	1.844303011894226	1.1311458349227905	1.2063030004501343	-0.07515716552734375	1.1687244176864624	-0.0346584785321201	0.05585509166121483	0.03298807144165039
2	V3AB	signed	509	1.7703264951705933	1.844078779220581	1.7492215633392334	0.09485721588134766	1.7966501712799072	0.03392140797467206	0.03981788456439972	0.024248778820037842
3	V3AB	signed	804	5.5522565841674805	0.10673312842845917	0.028601018711924553	0.07813210971653461	0.06766707357019186	0.07321290352080954	0.06467118859291077	0.029634982347488403
4	V3AB	signed	877	1.7545440196990967	0.26362842321395874	0.23032702505588531	0.033301398158073425	0.24697772413492203	0.026707275455752796	0.030616706237196922	0.014489591121673584
5	V3AB	signed	875	2.46258807182312	0.37462761998176575	0.47270667552948	-0.09807905554771423	0.42366714775562286	-0.06891911098234173	0.04197763651609421	0.021234989166259766
6	V3AB	signed	450	2.467862129211426	0.32453227043151855	0.08613261580467224	0.2383996546268463	0.2053324431180954	0.19843606561283625	0.017313284799456596	0.01029139757156372
7	V3AB	signed	942	2.0285420417785645	-4.166755199432373	1.4505306482315063	-5.617285847663879	-1.3581122756004333	-3.892036865773058	0.037094272673130035	0.015814781188964844
8	V3AB	signed	747	2.88157320022583	0.28583258390426636	0.23071613907814026	0.0551164448261261	0.2582743614912033	0.043810206902784955	0.022387390956282616	0.012018144130706787
9	V3AB	signed	972	6.224752426147461	0.37128356099128723	-0.06963552534580231	0.44091908633708954	0.15082401782274246	0.3879260684312508	0.07053402066230774	0.0366135835647583
10	V3AB	signed	593	3.6498186588287354	-0.0037632316816598177	0.15822447836399078	-0.1619877100456506	0.07723062334116548	-0.15065854087271807	0.04035158455371857	0.021848738193511963
11	V3AB	signed	492	4.237427234649658	-0.037582144141197205	0.19194820523262024	-0.22953034937381744	0.07718303054571152	-0.2138956767375712	0.04806424304842949	0.023263603448867798
12	V3AB	signed	976	2.4793262481689453	0.23597577214241028	0.18938636779785156	0.046589404344558716	0.21268106997013092	0.03842324020309813	0.05739888921380043	0.027389883995056152
13	V3AB	signed	1026	2.4704737663269043	0.12611337006092072	0.2580122947692871	-0.1318989247083664	0.1920628324151039	-0.11076072295710543	0.06594081968069077	0.02986869215965271
14	V3AB	signed	534	1.567340612411499	1.3101457357406616	1.6085063219070435	-0.29836058616638184	1.4593260288238525	-0.12146715544794966	0.029674412682652473	0.014417678117752075
15	V3AB	signed	668	2.74574613571167	0.031198419630527496	0.2775470018386841	-0.24634858220815659	0.1543727107346058	-0.21422019437697637	0.03738441318273544	0.01971679925918579
16	V3AB	signed	731	1.6756467819213867	-0.1696278601884842	0.19847355782985687	-0.36810141801834106	0.01442284882068634	-0.36693002938538705	0.03939804807305336	0.01819068193435669
17	V3AB	signed	772	2.104680299758911	0.04157876595854759	0.22744835913181305	-0.18586959317326546	0.13451356254518032	-0.16419990356798342	0.051735151559114456	0.02858823537826538
18	V3AB	signed	786	6.945424556732178	-0.05772007629275322	0.10959894210100174	-0.16731901839375496	0.02593943290412426	-0.16345152623615214	0.04765256121754646	0.020600438117980957
19	V3AB	signed	411	6.810763835906982	-0.3647826313972473	0.22113089263439178	-0.5859135240316391	-0.07182586938142776	-0.6535654164625511	0.022970739752054214	0.01466822624206543
20	V3AB	signed	698	1.9882023334503174	0.9289783835411072	0.19157671928405762	0.7374016642570496	0.5602775514125824	0.4817131235087872	0.017291532829403877	0.011482179164886475
21	V3AB	signed	649	2.104818344116211	-0.08838178217411041	0.2422618269920349	-0.3306436091661453	0.07694002240896225	-0.30946776943535487	0.05151114612817764	0.03261458873748779
22	V3AB	signed	265	0.4835922420024872	2.8159992694854736	5.652705669403076	-2.8367063999176025	4.234352469444275	-0.555821077347606	0.01802879199385643	0.010461628437042236
23	V3AB	signed	745	2.0440502166748047	-0.002697331365197897	0.07393436878919601	-0.07663170015439391	0.03561851871199906	-0.07402986080287872	0.052766136825084686	0.024307608604431152
24	V3AB	signed	620	7.5606794357299805	-0.05772333964705467	0.1371675431728363	-0.19489088281989098	0.039722101762890816	-0.18799691226908918	0.06480255722999573	0.03029826283454895
25	V3AB	signed	322	2.11984920501709	0.859519898891449	0.5069749355316162	0.35254496335983276	0.6832474172115326	0.21021404805454133	0.020145932212471962	0.009954988956451416
26	V3AB	signed	368	7.752586841583252	0.8922963738441467	-0.2409832775592804	1.1332796514034271	0.32565654814243317	0.9135225737850196	0.022850114852190018	0.012193799018859863
27	V3AB	signed	528	1.7269752025604248	0.2404710352420807	0.5602298378944397	-0.319758802652359	0.4003504365682602	-0.22934196777636656	0.03274141624569893	0.014985769987106323
28	V3AB	signed	642	0.9134853482246399	-2.36398983001709	0.6014004945755005	-2.9653903245925903	-0.8812946677207947	-3.466610829049793	0.025073949247598648	0.011912018060684204
29	V3AB	signed	454	2.564818859100342	0.7773426175117493	0.8396072387695312	-0.06226462125778198	0.8084749281406403	-0.03443275435421121	0.026710476726293564	0.018212109804153442
30	V3AB	signed	530	2.7827234268188477	0.37819311022758484	0.1549844592809677	0.22320865094661713	0.2665887847542763	0.17668641210394892	0.04101400822401047	0.025258541107177734
1	hV4	signed	555	1.1107006072998047	2.4511029720306396	2.968719244003296	-0.5176162719726562	2.7099111080169678	-0.1397495520990322	0.06099219247698784	0.03539681434631348
2	hV4	signed	461	1.472504734992981	3.4777376651763916	3.7010276317596436	-0.22328996658325195	3.5893826484680176	-0.04866319644480919	0.04388115927577019	0.024406790733337402
3	hV4	signed	487	1.2219282388687134	0.728364109992981	1.3431671857833862	-0.6148030757904053	1.0357656478881836	-0.3043281524278874	0.0755872130393982	0.04393815994262695
4	hV4	signed	706	2.7335469722747803	0.17297424376010895	0.10300261527299881	0.06997162848711014	0.13798842951655388	0.061506500528552104	0.055692244321107864	0.025222569704055786
5	hV4	signed	550	6.238788604736328	-0.2193605899810791	0.11082706600427628	-0.3301876559853554	-0.05426676198840141	-0.35274678106082663	0.091823510825634	0.061722129583358765
6	hV4	signed	506	5.874882698059082	0.9396017789840698	-0.2967725694179535	1.2363743484020233	0.32141460478305817	1.0145576085893417	0.03601457178592682	0.018573641777038574
7	hV4	signed	644	1.5633680820465088	2.2024834156036377	-1.5831172466278076	3.7856006622314453	0.30968308448791504	4.159658849751235	0.04738816246390343	0.028057903051376343
8	hV4	signed	594	1.5886154174804688	1.0278898477554321	1.1591838598251343	-0.13129401206970215	1.0935368537902832	-0.06273453907065976	0.028268588706851006	0.016142189502716064
9	hV4	signed	699	3.2591071128845215	0.6079314351081848	-0.17715789377689362	0.7850893288850784	0.2153867706656456	0.6699394781912523	0.12530705332756042	0.09702610969543457
10	hV4	signed	605	3.850947856903076	0.05102851614356041	0.06196409463882446	-0.010935578495264053	0.056496305391192436	-0.010350889138562665	0.06706669181585312	0.03330773115158081
11	hV4	signed	426	1.7821588516235352	0.3229343891143799	0.17803096771240234	0.14490342140197754	0.2504826784133911	0.11600791813242324	0.08267174661159515	0.033120304346084595
12	hV4	signed	645	6.577285289764404	0.27999481558799744	-0.04827003926038742	0.32826485484838486	0.11586238816380501	0.2963299667150984	0.1144365444779396	0.060152411460876465
13	hV4	signed	604	1.7123894691467285	0.30929315090179443	0.2672939598560333	0.04199919104576111	0.2882935553789139	0.03260352518050664	0.06217163801193237	0.028465181589126587
14	hV4	signed	430	1.4792320728302002	1.3572059869766235	1.5612660646438599	-0.20406007766723633	1.4592360258102417	-0.08302467889391797	0.045120660215616226	0.02456080913543701
15	hV4	signed	472	2.0226309299468994	0.4026950001716614	0.5324065685272217	-0.1297115683555603	0.46755078434944153	-0.08844403396096233	0.06396757811307907	0.027639061212539673
16	hV4	signed	542	7.825796127319336	-0.8146371841430664	0.3260664641857147	-1.1407036483287811	-0.24428535997867584	-1.9676572220143478	0.04596935212612152	0.024377554655075073
17	hV4	signed	593	5.7558064460754395	-0.4978746175765991	0.21738381683826447	-0.7152584344148636	-0.14024540036916733	-0.8856095684658787	0.08172502368688583	0.044109344482421875
18	hV4	signed	453	1.9422221183776855	0.7855603694915771	0.7425037622451782	0.043056607246398926	0.7640320658683777	0.024409275695470703	0.03180483728647232	0.018465757369995117
19	hV4	signed	534	2.946258068084717	0.13693706691265106	0.07705555111169815	0.05988151580095291	0.1069963090121746	0.054106886780750874	0.05734214186668396	0.0270194411277771
20	hV4	signed	614	1.778646469116211	0.7907723784446716	0.1776101440191269	0.6131622344255447	0.48419126123189926	0.41915994002064527	0.0299844890832901	0.01715993881225586
21	hV4	signed	590	1.6660714149475098	0.026601528748869896	0.7492449879646301	-0.7226434592157602	0.38792325835675	-0.5329303991108282	0.0851564109325409	0.05353593826293945
22	hV4	signed	452	2.3461790084838867	0.19692417979240417	0.17378008365631104	0.02314409613609314	0.1853521317243576	0.01952570111867648	0.06977333128452301	0.03166690468788147
23	hV4	signed	584	5.5227885246276855	-0.18264906108379364	0.13036194443702698	-0.3130110055208206	-0.02614355832338333	-0.3242246168025925	0.08981626480817795	0.04466119408607483
24	hV4	signed	349	1.8721487522125244	-0.0015635795425623655	0.18223454058170319	-0.18379812012426555	0.09033548051957041	-0.16897112939672376	0.08682473748922348	0.0528491735458374
25	hV4	signed	313	5.833235740661621	0.6516103744506836	-0.04689129441976547	0.6985016688704491	0.30235954001545906	0.5497771115819982	0.033645521849393845	0.012322068214416504
26	hV4	signed	495	2.0701406002044678	0.5214383602142334	0.38617825508117676	0.13526010513305664	0.4538083076477051	0.09310567335536633	0.05270853638648987	0.023269712924957275
27	hV4	signed	367	1.4683730602264404	0.2702579200267792	1.1625416278839111	-0.892283707857132	0.7163997739553452	-0.5320642430406745	0.03312644362449646	0.019210457801818848
28	hV4	signed	281	2.057603597640991	1.4593151807785034	2.0876684188842773	-0.6283532381057739	1.7734917998313904	-0.2275333197013501	0.02664215676486492	0.014822661876678467
29	hV4	signed	544	1.9490119218826294	0.24231648445129395	0.38237664103507996	-0.140060156583786	0.31234656274318695	-0.10682645207611857	0.04313251003623009	0.022677689790725708
30	hV4	signed	652	2.062392473220825	0.017036136239767075	0.26404109597206116	-0.24700495973229408	0.14053861610591412	-0.2174211592046015	0.059567224234342575	0.035351723432540894
1	LO	signed	682	2.1225733757019043	0.06756778061389923	0.32664892077445984	-0.2590811401605606	0.19710835069417953	-0.2172731954128963	0.12512166798114777	0.08237192034721375
2	LO	signed	680	1.3212565183639526	0.8694930076599121	0.8436943888664246	0.02579861879348755	0.8565936982631683	0.013895896528320968	0.10536550730466843	0.0552983283996582
3	LO	signed	679	4.394222736358643	0.17694725096225739	-0.024204151704907417	0.2011514026671648	0.07637154962867498	0.18742589703652124	0.15497176349163055	0.07675886154174805
4	LO	signed	677	2.64353084564209	-0.07948782294988632	0.12142405658960342	-0.20091187953948975	0.02096811681985855	-0.19742440642184178	0.08552056550979614	0.0254938006401062
5	LO	signed	881	2.2248547077178955	-0.03367617353796959	0.17369817197322845	-0.20737434551119804	0.07001099921762943	-0.19441587149596257	0.09653528034687042	0.0361018180847168
6	LO	signed	533	3.3091330528259277	0.26989609003067017	0.02029069885611534	0.24960539117455482	0.14509339444339275	0.21884749267940676	0.07726169377565384	0.030497491359710693
7	LO	signed	901	1.6272599697113037	0.9439458250999451	-0.05542103573679924	0.9993668608367443	0.4442623946815729	0.7217358291362509	0.08483292162418365	0.03097134828567505
8	LO	signed	608	3.109480142593384	0.03850555047392845	0.0347626656293869	0.0037428848445415497	0.03663410805165768	0.0036106171711535826	0.05070400983095169	0.014552414417266846
9	LO	signed	971	1.5128581523895264	0.05603503808379173	-0.019304702058434486	0.07533974014222622	0.018365168012678623	0.07401483592667342	0.18911586701869965	0.12077265977859497
10	LO	signed	679	3.7559335231781006	0.08433825522661209	0.08346405625343323	0.0008741989731788635	0.08390115574002266	0.000806530204287971	0.09424332529306412	0.049096882343292236
11	LO	signed	633	5.2294020652771	-0.3036915957927704	0.18080592155456543	-0.4844975173473358	-0.06144283711910248	-0.5281597970167595	0.1325262039899826	0.06527078151702881
12	LO	signed	1044	2.904951572418213	0.12538020312786102	0.064437635242939	0.06094256788492203	0.09490891918540001	0.055674319224513484	0.13451695442199707	0.05752938985824585
13	LO	signed	674	6.839623928070068	0.30066296458244324	-0.05644248053431511	0.35710544511675835	0.12211024202406406	0.32097205933546674	0.09432925283908844	0.033074766397476196
14	LO	signed	531	2.55794358253479	-0.32107582688331604	0.21521617472171783	-0.5362920016050339	-0.0529298260807991	-0.5821678145569986	0.12449923157691956	0.05986356735229492
15	LO	signed	740	2.717736005783081	0.1799747347831726	0.043667856603860855	0.13630687817931175	0.11182129569351673	0.12275173322152302	0.1276482790708542	0.06180131435394287
