subject	roi	distractor	n_trials	n_voxels	mean_beta	sem_beta
12	V3AB	upper_left	144	1660	0.10940677672624588	0.02123033006985982
12	V3AB	upper_right	144	1660	0.1616917997598648	0.021538955469926197
12	hV4	lower_left	144	793	0.45310986042022705	0.03153295318285624
12	hV4	lower_right	144	793	0.4405055642127991	0.031170092523097992
12	hV4	no_distractor	144	793	0.37533050775527954	0.036197381714979805
12	hV4	upper_left	144	793	0.399759978055954	0.031021282076835632
12	hV4	upper_right	144	793	0.49545779824256897	0.038849626978238426
12	LO	lower_left	144	1294	0.26127031445503235	0.03863441447416941
12	LO	lower_right	144	1294	0.2923175096511841	0.0439711461464564
12	LO	no_distractor	144	1294	0.214541494846344	0.046530723571777344
12	LO	upper_left	144	1294	0.2626914978027344	0.04242754479249319
12	LO	upper_right	144	1294	0.35357749462127686	0.046520491441090904
12	TO	lower_left	144	1021	0.266948401927948	0.03173165023326874
12	TO	lower_right	144	1021	0.31590741872787476	0.038546182215213776
12	TO	no_distractor	144	1021	0.20572282373905182	0.041093237698078156
12	TO	upper_left	144	1021	0.20553742349147797	0.04139156142870585
12	TO	upper_right	144	1021	0.31130826473236084	0.04227735102176666
12	VO	lower_left	144	890	0.48420587182044983	0.024503407378991444
12	VO	lower_right	144	890	0.47402921319007874	0.027116974194844563
12	VO	no_distractor	144	890	0.4015175402164459	0.023020672301451366
12	VO	upper_left	144	890	0.4685676395893097	0.025410614907741547
12	VO	upper_right	144	890	0.48334842920303345	0.02714756379524867
13	V1	lower_left	144	2586	0.22071854770183563	0.029561797777811687
13	V1	lower_right	144	2586	0.246477872133255	0.03307793786128362
13	V1	no_distractor	144	2586	0.23111312091350555	0.029077505071957905
13	V1	upper_left	144	2586	0.23610976338386536	0.026104196906089783
13	V1	upper_right	144	2586	0.304916650056839	0.02867063879966736
13	V2	lower_left	144	2069	0.09272732585668564	0.017971616238355637
13	V2	lower_right	144	2069	0.08361829072237015	0.02122938632965088
13	V2	no_distractor	144	2069	0.12598514556884766	0.019352915386358898
13	V2	upper_left	144	2069	0.08932700753211975	0.02058553819855054
13	V2	upper_right	144	2069	0.10529769957065582	0.01825018972158432
13	V3	lower_left	144	1479	0.05661359056830406	0.022562188406785328
13	V3	lower_right	144	1479	0.05222315341234207	0.026627662281195324
13	V3	no_distractor	144	1479	0.14803378283977509	0.024355086187521618
13	V3	upper_left	144	1479	0.08516198396682739	0.025712209443251293
13	V3	upper_right	144	1479	0.08908287435770035	0.02499442547559738
13	V3AB	lower_left	144	1526	0.17197184264659882	0.025463275611400604
13	V3AB	lower_right	144	1526	0.15714441239833832	0.023291416466236115
13	V3AB	no_distractor	144	1526	0.21130384504795074	0.022032856941223145
13	V3AB	upper_left	144	1526	0.21434658765792847	0.02437205861012141
13	V3AB	upper_right	144	1526	0.23298555612564087	0.02513361970583598
13	hV4	lower_left	144	785	0.33584609627723694	0.028367651005585987
13	hV4	lower_right	144	785	0.3132680058479309	0.028145283460617065
13	hV4	no_distractor	144	785	0.37547290325164795	0.02922545125087102
13	hV4	upper_left	144	785	0.32592087984085083	0.029151429732640583
13	hV4	upper_right	144	785	0.3680649995803833	0.03069175531466802
13	LO	lower_left	144	943	0.23266132175922394	0.031089512010415394
13	LO	lower_right	144	943	0.22882938385009766	0.030581047137578327
13	LO	no_distractor	144	943	0.32517799735069275	0.030094347894191742
13	LO	upper_left	144	943	0.2718450427055359	0.030108486612637837
13	LO	upper_right	144	943	0.26377052068710327	0.03033708781003952
13	TO	lower_left	144	779	0.14094406366348267	0.036011564234892525
13	TO	lower_right	144	779	0.14522287249565125	0.032501526176929474
13	TO	no_distractor	144	779	0.20406492054462433	0.03638851890961329
13	TO	upper_left	144	779	0.18950769305229187	0.036224993566672005
13	TO	upper_right	144	779	0.1705041229724884	0.03550328562657038
13	VO	lower_left	144	559	0.36656129360198975	0.024737723171710968
13	VO	lower_right	144	559	0.32325479388237	0.021186267336209614
13	VO	no_distractor	144	559	0.353238046169281	0.024833694100379944
13	VO	upper_left	144	559	0.34509730339050293	0.024596887330214184
13	VO	upper_right	144	559	0.4187201261520386	0.025445640087127686
14	V1	lower_left	144	2104	0.23044872283935547	0.04741855959097544
14	V1	lower_right	144	2104	0.23728857934474945	0.04356772700945536
14	V1	no_distractor	144	2104	0.20686814188957214	0.03963401665290197
14	V1	upper_left	144	2104	0.25619181990623474	0.040044091641902924
14	V1	upper_right	144	2104	0.24727222323417664	0.03693213810523351
14	V2	lower_left	144	1942	-0.014521353878080845	0.033224704364935555
14	V2	lower_right	144	1942	0.0001364867785014212	0.04220854242642721
14	V2	no_distractor	144	1942	-0.05069572851061821	0.03325637926657995
14	V2	upper_left	144	1942	0.027514008805155754	0.035572764774163566
14	V2	upper_right	144	1942	0.01576920412480831	0.03329075872898102
14	V3	lower_left	144	1458	0.09506136924028397	0.027829743921756744
14	V3	lower_right	144	1458	0.0646059662103653	0.03201281279325485
14	V3	no_distractor	144	1458	0.01420687511563301	0.02774622788031896
14	V3	upper_left	144	1458	0.08899407088756561	0.026253238320350647
14	V3	upper_right	144	1458	0.06727389246225357	0.025896146893501282
14	V3AB	lower_left	144	1372	0.1924160122871399	0.02717823286851247
14	V3AB	lower_right	144	1372	0.17808115482330322	0.02581215153137843
14	V3AB	no_distractor	144	1372	0.13590122759342194	0.027700111269950867
14	V3AB	upper_left	144	1372	0.1800798773765564	0.027374327182769775
14	V3AB	upper_right	144	1372	0.14608405530452728	0.02640808622042338
14	hV4	lower_left	144	685	0.4051331877708435	0.0296593780318896
14	hV4	lower_right	144	685	0.34618905186653137	0.031152474383513134
14	hV4	no_distractor	144	685	0.34874480962753296	0.030714231232802074
14	hV4	upper_left	144	685	0.37087711691856384	0.026986097296079
14	hV4	upper_right	144	685	0.37843450903892517	0.026525405546029408
14	LO	lower_left	144	971	0.33300554752349854	0.04147073378165563
14	LO	lower_right	144	971	0.31248003244400024	0.045835266510645546
14	LO	no_distractor	144	971	0.23884743452072144	0.042730639378229775
14	LO	upper_left	144	971	0.3246280252933502	0.04143620034058889
14	LO	upper_right	144	971	0.29325249791145325	0.04104536771774292
14	TO	lower_left	144	787	0.3741755783557892	0.026867831746737163
14	TO	lower_right	144	787	0.36708614230155945	0.025799714028835297
14	TO	no_distractor	144	787	0.3319345712661743	0.028220775226751964
14	TO	upper_left	144	787	0.37991636991500854	0.029095436135927837
14	TO	upper_right	144	787	0.3682262897491455	0.02800642450650533
14	VO	lower_left	144	537	0.05070681869983673	0.027959148089090984
14	VO	lower_right	144	537	0.0323592871427536	0.026564670105775196
14	VO	no_distractor	144	537	-0.004307872150093317	0.026603825390338898
14	VO	upper_left	144	537	0.015031401067972183	0.02121659368276596
14	VO	upper_right	144	537	0.023595483973622322	0.024823422233263653
15	V1	lower_left	144	2321	0.2747562825679779	0.026405895749727886
15	V1	lower_right	144	2321	0.22520725429058075	0.027595482766628265
15	V1	no_distractor	144	2321	0.275044322013855	0.025720509390036266
15	V1	upper_left	144	2321	0.24948246777057648	0.027042994896570843
15	V1	upper_right	144	2321	0.27936771512031555	0.02489432692527771
15	V2	lower_left	144	1960	0.1221061572432518	0.020602634797493618
15	V2	lower_right	144	1960	0.09678688645362854	0.024956732988357544
15	V2	no_distractor	144	1960	0.16542655229568481	0.021796658635139465
15	V2	upper_left	144	1960	0.12958957254886627	0.025660033027331035
15	V2	upper_right	144	1960	0.14224259555339813	0.019878558814525604
15	V3	lower_left	144	1375	0.2019820362329483	0.02446660151084264
15	V3	lower_right	144	1375	0.17956873774528503	0.02676902214686076
15	V3	no_distractor	144	1375	0.24464909732341766	0.027216287950674694
15	V3	upper_left	144	1375	0.2027243822813034	0.028916833301385243
15	V3	upper_right	144	1375	0.20698343217372894	0.02631991356611252
15	V3AB	lower_left	144	1142	0.31357434391975403	0.02282783140738805
15	V3AB	lower_right	144	1142	0.2577993869781494	0.023454725742340088
15	V3AB	no_distractor	144	1142	0.26721256971359253	0.023817777633666992
15	V3AB	upper_left	144	1142	0.3061642348766327	0.025527268648147583
15	V3AB	upper_right	144	1142	0.300632119178772	0.02216228594382604
15	hV4	lower_left	144	726	0.3978400230407715	0.024957167605559032
15	hV4	lower_right	144	726	0.4316052496433258	0.026906773447990417
15	hV4	no_distractor	144	726	0.41148626804351807	0.02716439962387085
15	hV4	upper_left	144	726	0.4474579393863678	0.02716592202583949
15	hV4	upper_right	144	726	0.38442161679267883	0.027390485008557636
15	LO	lower_left	144	948	0.3096235990524292	0.03959010789791743
15	LO	lower_right	144	948	0.2765563726425171	0.042981172601381935
15	LO	no_distractor	144	948	0.3646465539932251	0.04627637565135956
15	LO	upper_left	144	948	0.2959839105606079	0.042128349343935646
15	LO	upper_right	144	948	0.3334922790527344	0.04473704596360525
15	TO	lower_left	144	899	0.43202102184295654	0.025691648324330647
15	TO	lower_right	144	899	0.41928425431251526	0.025983768204847973
15	TO	no_distractor	144	899	0.441154807806015	0.028566102186838787
15	TO	upper_left	144	899	0.45893150568008423	0.026653369267781574
15	TO	upper_right	144	899	0.4434800446033478	0.027248164017995197
15	VO	lower_left	144	574	0.35783445835113525	0.02855622520049413
15	VO	lower_right	144	574	0.32972389459609985	0.02960613618294398
15	VO	no_distractor	144	574	0.32872986793518066	0.031474935511747994
15	VO	upper_left	144	574	0.37947356700897217	0.030338327089945476
15	VO	upper_right	144	574	0.3309657573699951	0.03303290903568268
16	V1	lower_left	144	1963	0.5077743530273438	0.05788897971312205
16	V1	lower_right	144	1963	0.43078649044036865	0.05335429310798645
16	V1	no_distractor	144	1963	0.47512584924697876	0.05409681797027588
16	V1	upper_left	144	1963	0.5132789015769958	0.058813273906707764
16	V1	upper_right	144	1963	0.5200774669647217	0.059026812513669334
16	V2	lower_left	144	1715	0.3641451597213745	0.04756216208140055
16	V2	lower_right	144	1715	0.23789948225021362	0.055098156134287514
16	V2	no_distractor	144	1715	0.37479108572006226	0.05143710970878601
16	V2	upper_left	144	1715	0.38817813992500305	0.056255072355270386
16	V2	upper_right	144	1715	0.3841998875141144	0.056545719504356384
16	V3	lower_left	144	1466	0.2487022578716278	0.034004981319109596
16	V3	lower_right	144	1466	0.16168206930160522	0.03780652582645416
16	V3	no_distractor	144	1466	0.262076735496521	0.03523207704226176
16	V3	upper_left	144	1466	0.2611350417137146	0.03812739004691442
16	V3	upper_right	144	1466	0.27719175815582275	0.03879672288894653
16	V3AB	lower_left	144	1295	0.21957264840602875	0.03654234608014425
16	V3AB	lower_right	144	1295	0.20780569314956665	0.03657836218674978
16	V3AB	no_distractor	144	1295	0.24692191183567047	0.039771318435668945
16	V3AB	upper_left	144	1295	0.27070352435112	0.03966237852970759
16	V3AB	upper_right	144	1295	0.2458057403564453	0.03941310445467631
16	hV4	lower_left	144	792	0.032322581857442856	0.04524841904640198
16	hV4	lower_right	144	792	-0.15437105298042297	0.05298165480295817
16	hV4	no_distractor	144	792	-0.0016399621963500977	0.05086718499660492
16	hV4	upper_left	144	792	-0.0295027494430542	0.05494619905948639
16	hV4	upper_right	144	792	0.0042295255698263645	0.05075768133004507
16	LO	lower_left	144	813	0.3215923607349396	0.03634195774793625
16	LO	lower_right	144	813	0.31769731640815735	0.03975643962621689
16	LO	no_distractor	144	813	0.38726064562797546	0.041449633737405144
16	LO	upper_left	144	813	0.39837995171546936	0.04107213020324707
16	LO	upper_right	144	813	0.3810121715068817	0.04037150243918101
16	TO	lower_left	144	688	-0.13407060503959656	0.04506531854470571
16	TO	lower_right	144	688	-0.15510542690753937	0.0457272082567215
16	TO	no_distractor	144	688	-0.06628133356571198	0.04526379704475403
16	TO	upper_left	144	688	-0.10388530045747757	0.04684471090634664
16	TO	upper_right	144	688	-0.13303154706954956	0.04949567715326945
16	VO	lower_left	144	588	-0.19246751070022583	0.04603114724159241
16	VO	lower_right	144	588	-0.3403261601924896	0.050678963462511696
16	VO	no_distractor	144	588	-0.25133705139160156	0.04718521237373352
16	VO	upper_left	144	588	-0.30928707122802734	0.04803411662578583
16	VO	upper_right	144	588	-0.22830724716186523	0.04629534979661306
17	V1	lower_left	144	1972	0.25586530566215515	0.045032685001691185
17	V1	lower_right	144	1972	0.2282901555299759	0.040850902597109474
17	V1	no_distractor	144	1972	0.20546038448810577	0.034272126853466034
17	V1	upper_left	144	1972	0.23385769128799438	0.03265726069609324
17	V1	upper_right	144	1972	0.1501023769378662	0.0370975136756897
17	V2	lower_left	144	1679	0.2390034794807434	0.03275951246420542
17	V2	lower_right	144	1679	0.20357462763786316	0.03173415611187617
17	V2	no_distractor	144	1679	0.2281953990459442	0.02879359821478526
17	V2	upper_left	144	1679	0.2148173749446869	0.02535928040742874
17	V2	upper_right	144	1679	0.16192828118801117	0.028497797747453053
17	V3	lower_left	144	1510	0.28464457392692566	0.02863414337237676
17	V3	lower_right	144	1510	0.23189204931259155	0.027743709584077198
17	V3	no_distractor	144	1510	0.2483370006084442	0.026664699117342632
17	V3	upper_left	144	1510	0.2468477338552475	0.0254430224498113
17	V3	upper_right	144	1510	0.19157971441745758	0.02455218384663264
17	V3AB	lower_left	144	1394	0.21886688470840454	0.026756005982557934
17	V3AB	lower_right	144	1394	0.2014666497707367	0.02660051981608073
17	V3AB	no_distractor	144	1394	0.19507384300231934	0.026134327054023743
17	V3AB	upper_left	144	1394	0.17272499203681946	0.02580205351114273
17	V3AB	upper_right	144	1394	0.15432612597942352	0.027318857610225677
17	hV4	lower_left	144	800	0.8538365960121155	0.04016663630803426
17	hV4	lower_right	144	800	0.7483208179473877	0.03506184617678324
17	hV4	no_distractor	144	800	0.7821990251541138	0.036004828910032906
17	hV4	upper_left	144	800	0.8250091075897217	0.034605592489242554
17	hV4	upper_right	144	800	0.7111064791679382	0.035425394773483276
17	LO	lower_left	144	993	0.25383126735687256	0.049647778272628784
17	LO	lower_right	144	993	0.21715235710144043	0.047016079227129616
17	LO	no_distractor	144	993	0.2677055895328522	0.047512958447138466
17	LO	upper_left	144	993	0.22159947454929352	0.043730154633522034
17	LO	upper_right	144	993	0.14823287725448608	0.045559197664260864
17	TO	lower_left	144	867	0.28607696294784546	0.03231965998808543
17	TO	lower_right	144	867	0.2847137451171875	0.03688676406939825
17	TO	no_distractor	144	867	0.2873988151550293	0.03580716997385025
17	TO	upper_left	144	867	0.2812720537185669	0.031978423396746315
17	TO	upper_right	144	867	0.2346205711364746	0.03178647657235464
17	VO	lower_left	144	943	0.4101850092411041	0.02994299679994583
17	VO	lower_right	144	943	0.3721487522125244	0.02995198220014572
17	VO	no_distractor	144	943	0.37179285287857056	0.03008570025364558
17	VO	upper_left	144	943	0.3405297100543976	0.02836623539527257
17	VO	upper_right	144	943	0.34271568059921265	0.027108751237392426
20	V1	lower_left	138	2338	0.4031769633293152	0.06237375709865875
20	V1	lower_right	138	2338	0.3089110255241394	0.05971768013856245
20	V1	no_distractor	132	2338	0.3896401822566986	0.06037305698011938
20	V1	upper_left	138	2338	0.29569917917251587	0.07111292918309663
20	V1	upper_right	114	2338	0.38966047763824463	0.060724289182812696
20	V2	lower_left	138	2181	0.30583053827285767	0.04305977291530763
20	V2	lower_right	138	2181	0.19719617068767548	0.0483659193564738
20	V2	no_distractor	132	2181	0.2710462510585785	0.042554297742762925
20	V2	upper_left	138	2181	0.18614448606967926	0.04585505189152726
20	V2	upper_right	114	2181	0.17170646786689758	0.04147270780732255
20	V3	lower_left	138	1821	0.16211476922035217	0.04027893675078456
20	V3	lower_right	138	1821	0.06293526291847229	0.04413523850814589
20	V3	no_distractor	132	1821	0.14774082601070404	0.04322084928366435
20	V3	upper_left	138	1821	0.07177171111106873	0.047405250396214016
20	V3	upper_right	114	1821	0.05637774616479874	0.04317736470780569
20	V3AB	lower_left	138	1502	0.07411675900220871	0.03702474523400393
20	V3AB	lower_right	138	1502	-0.05033190920948982	0.04030978596740675
20	V3AB	no_distractor	132	1502	0.008073312230408192	0.043137056619250644
20	V3AB	upper_left	138	1502	0.017054937779903412	0.0408914560650331
20	V3AB	upper_right	114	1502	-0.007455390878021717	0.03474017331157761
20	hV4	lower_left	138	911	0.0345459021627903	0.03502863855425005
20	hV4	lower_right	138	911	-0.04784134030342102	0.03983319855084191
20	hV4	no_distractor	132	911	0.015279600396752357	0.041082576074649095
20	hV4	upper_left	138	911	-0.002051291288807988	0.04740843679556249
20	hV4	upper_right	114	911	0.011635440401732922	0.04469829081391404
20	LO	lower_left	138	1233	0.20847325026988983	0.044793427855094485
20	LO	lower_right	138	1233	0.1266631782054901	0.04167193617169026
20	LO	no_distractor	132	1233	0.17335790395736694	0.04824585150470392
20	LO	upper_left	138	1233	0.13478656113147736	0.047913181733121556
20	LO	upper_right	114	1233	0.10346584767103195	0.04462452662907351
20	TO	lower_left	138	978	0.17257653176784515	0.03171790874457121
20	TO	lower_right	138	978	0.062966488301754	0.041553306219513426
20	TO	no_distractor	132	978	0.12191272526979446	0.03776779710143788
20	TO	upper_left	138	978	0.09827478975057602	0.037222946376917206
20	TO	upper_right	114	978	0.08884602785110474	0.03714433251297064
20	VO	lower_left	138	843	-0.10323777049779892	0.040319423810659026
20	VO	lower_right	138	843	-0.2409997433423996	0.04227201939548798
20	VO	no_distractor	132	843	-0.16852033138275146	0.040633828912912485
20	VO	upper_left	138	843	-0.16780665516853333	0.04839915329872304
20	VO	upper_right	114	843	-0.1586902141571045	0.04147815910535083
22	V1	lower_left	144	1497	0.1701977252960205	0.0452482799688975
22	V1	lower_right	144	1497	0.09903189539909363	0.04204624891281128
22	V1	no_distractor	144	1497	0.19741980731487274	0.03753258287906647
22	V1	upper_left	144	1497	0.15951906144618988	0.03589546432097753
22	V1	upper_right	144	1497	0.20602615177631378	0.04194789628187815
22	V2	lower_left	144	1271	0.01699567213654518	0.04251015683015188
22	V2	lower_right	144	1271	-0.019968871027231216	0.03653187801440557
22	V2	no_distractor	144	1271	0.07345101237297058	0.034352834026018776
22	V2	upper_left	144	1271	0.013950486667454243	0.03320523848136266
22	V2	upper_right	144	1271	0.05393196642398834	0.04152111460765203
22	V3	lower_left	144	849	0.09799869358539581	0.028643235564231873
22	V3	lower_right	144	849	0.06290943920612335	0.025508418679237366
22	V3	no_distractor	144	849	0.10956863313913345	0.023662102719148
22	V3	upper_left	144	849	0.09182429313659668	0.02311655879020691
22	V3	upper_right	144	849	0.10559570044279099	0.02751245101292928
22	V3AB	lower_left	144	747	0.21158896386623383	0.029403050740559895
22	V3AB	lower_right	144	747	0.1693868339061737	0.03292308747768402
22	V3AB	no_distractor	144	747	0.20284056663513184	0.029535320897897083
22	V3AB	upper_left	144	747	0.1768859326839447	0.029920722047487896
22	V3AB	upper_right	144	747	0.24236734211444855	0.03242414196332296
22	hV4	lower_left	144	692	0.18189889192581177	0.03159559518098831
22	hV4	lower_right	144	692	0.13633990287780762	0.02989386518796285
22	hV4	no_distractor	144	692	0.12907308340072632	0.024524465203285217
22	hV4	upper_left	144	692	0.16737470030784607	0.025094437102476757
22	hV4	upper_right	144	692	0.19641582667827606	0.02705259621143341
22	LO	lower_left	144	1102	0.26108601689338684	0.028836970527966816
22	LO	lower_right	144	1102	0.18847888708114624	0.0305493026971817
22	LO	no_distractor	144	1102	0.2126334309577942	0.027761556208133698
22	LO	upper_left	144	1102	0.23226091265678406	0.028780847787857056
22	LO	upper_right	144	1102	0.2558814287185669	0.033179961144924164
22	TO	lower_left	144	853	-0.11072207987308502	0.03498212993144989
22	TO	lower_right	144	853	-0.17290517687797546	0.02915966510772705
22	TO	no_distractor	144	853	-0.1262362152338028	0.03106969843308131
22	TO	upper_left	144	853	-0.1285269856452942	0.028792522847652435
22	TO	upper_right	144	853	-0.1036229133605957	0.03605740269025167
22	VO	lower_left	144	393	0.18435470759868622	0.02965725709994634
22	VO	lower_right	144	393	0.14784358441829681	0.02461277445157369
22	VO	no_distractor	144	393	0.16677075624465942	0.023523745437463123
22	VO	upper_left	144	393	0.1542634218931198	0.025457029541333515
22	VO	upper_right	144	393	0.19558656215667725	0.03015664468208949
23	V1	lower_left	144	1677	0.2688758373260498	0.06281700233618419
23	V1	lower_right	144	1677	0.2592719495296478	0.04085904608170191
23	V1	no_distractor	144	1677	0.34958457946777344	0.05233459174633026
23	V1	upper_left	144	1677	0.2505100965499878	0.0464090903600057
23	V1	upper_right	144	1677	0.21144221723079681	0.04895614584287008
23	V2	lower_left	144	1459	0.12210001051425934	0.031994265814622246
23	V2	lower_right	144	1459	0.1205199807882309	0.02923035869995753
23	V2	no_distractor	144	1459	0.15011169016361237	0.03127914170424143
23	V2	upper_left	144	1459	0.12486381083726883	0.028831673165162403
23	V2	upper_right	144	1459	0.04140004515647888	0.03121326118707657
23	V3	lower_left	144	1406	0.10638291388750076	0.03496511528889338
23	V3	lower_right	144	1406	0.0669718012213707	0.03625082472960154
23	V3	no_distractor	144	1406	0.11054915934801102	0.03337303549051285
23	V3	upper_left	144	1406	0.09346333891153336	0.03576089690128962
23	V3	upper_right	144	1406	0.0039035570807754993	0.035178412993748985
23	V3AB	lower_left	144	1193	-0.12492285668849945	0.03452754765748978
23	V3AB	lower_right	144	1193	-0.15183062851428986	0.03046793242295583
23	V3AB	no_distractor	144	1193	-0.10999742150306702	0.03557326396306356
23	V3AB	upper_left	144	1193	-0.1329391449689865	0.029350169003009796
23	V3AB	upper_right	144	1193	-0.14546847343444824	0.031381880243619285
23	hV4	lower_left	144	705	0.4306268095970154	0.031179395814736683
23	hV4	lower_right	144	705	0.37751638889312744	0.03383001436789831
23	hV4	no_distractor	144	705	0.445396363735199	0.03198927640914917
23	hV4	upper_left	144	705	0.42771777510643005	0.03043447683254878
23	hV4	upper_right	144	705	0.3826467990875244	0.03257303933302561
23	LO	lower_left	144	911	0.0970819815993309	0.04030281056960424
23	LO	lower_right	144	911	0.04907453432679176	0.043387576937675476
23	LO	no_distractor	144	911	0.09477121382951736	0.03871519615252813
23	LO	upper_left	144	911	0.0812980905175209	0.04198192556699117
23	LO	upper_right	144	911	0.03254736214876175	0.041851043701171875
23	TO	lower_left	144	1049	0.11669556051492691	0.02889428287744522
23	TO	lower_right	144	1049	0.10854608565568924	0.032156517108281456
23	TO	no_distractor	144	1049	0.12852852046489716	0.030590494473775227
23	TO	upper_left	144	1049	0.06788069754838943	0.028251464168230694
23	TO	upper_right	144	1049	0.12630312144756317	0.03107309838136037
23	VO	lower_left	144	586	0.3413863182067871	0.022930987179279327
23	VO	lower_right	144	586	0.3379025459289551	0.023290425539016724
23	VO	no_distractor	144	586	0.3375469148159027	0.02650253971417745
23	VO	upper_left	144	586	0.3472341299057007	0.023196359475453694
23	VO	upper_right	144	586	0.3454020321369171	0.02432959775129954
24	V1	lower_left	138	2104	-0.00738531444221735	0.029269186214688592
24	V1	lower_right	138	2104	-0.017120568081736565	0.027783144440195806
24	V1	no_distractor	132	2104	0.003993092104792595	0.030906985097338264
24	V1	upper_left	138	2104	0.028173718601465225	0.034249703445366146
24	V1	upper_right	114	2104	0.02295258454978466	0.03857821649019311
24	V2	lower_left	138	1535	-0.044636547565460205	0.025832532744133184
24	V2	lower_right	138	1535	-0.03915051370859146	0.026285021747154098
24	V2	no_distractor	132	1535	-0.01693342998623848	0.023289969134064423
24	V2	upper_left	138	1535	0.03652705252170563	0.02166766017534308
24	V2	upper_right	114	1535	0.045333072543144226	0.031013274647139464
24	V3	lower_left	138	1121	0.00733480229973793	0.021785488453798484
24	V3	lower_right	138	1121	0.0056676119565963745	0.024860916878468402
24	V3	no_distractor	132	1121	0.018254529684782028	0.024962694107529264
24	V3	upper_left	138	1121	0.044970642775297165	0.025042135730586532
24	V3	upper_right	114	1121	0.045401621609926224	0.024990988738740106
24	V3AB	lower_left	138	1083	0.1955108642578125	0.024125647617980982
24	V3AB	lower_right	138	1083	0.19326986372470856	0.022894271707977143
24	V3AB	no_distractor	132	1083	0.1899701952934265	0.024674987715529093
24	V3AB	upper_left	138	1083	0.2647150456905365	0.021810601644204987
24	V3AB	upper_right	114	1083	0.18982885777950287	0.02910396100178583
24	hV4	lower_left	138	455	0.45413950085639954	0.03137620546857946
24	hV4	lower_right	138	455	0.4133254587650299	0.03391010836830638
24	hV4	no_distractor	132	455	0.397484689950943	0.03448200821637599
24	hV4	upper_left	138	455	0.4503774344921112	0.037005720704772864
24	hV4	upper_right	114	455	0.36132752895355225	0.03392684132050306
24	LO	lower_left	138	823	0.12767452001571655	0.033405071682399326
24	LO	lower_right	138	823	0.1785358488559723	0.03493818641860468
24	LO	no_distractor	132	823	0.15197348594665527	0.03932724906404869
24	LO	upper_left	138	823	0.16528013348579407	0.03988001274445451
24	LO	upper_right	114	823	0.18235206604003906	0.03949858428541038
24	TO	lower_left	138	785	0.16683396697044373	0.028503156530554456
24	TO	lower_right	138	785	0.15339675545692444	0.028612962997911228
24	TO	no_distractor	132	785	0.1425643414258957	0.03026614747410186
24	TO	upper_left	138	785	0.19453217089176178	0.032644537014976015
24	TO	upper_right	114	785	0.12227626144886017	0.032776282487346806
24	VO	lower_left	138	493	0.509103000164032	0.033737208149519186
24	VO	lower_right	138	493	0.46835118532180786	0.03181168173749935
24	VO	no_distractor	132	493	0.46732544898986816	0.035336001843869945
24	VO	upper_left	138	493	0.5490838885307312	0.03705202243606987
24	VO	upper_right	114	493	0.4621279537677765	0.03342881374718141
25	V1	lower_left	144	1638	0.06321731209754944	0.029530413448810577
25	V1	lower_right	144	1638	0.01584322564303875	0.029537685215473175
25	V1	no_distractor	144	1638	0.12969893217086792	0.027590538064638775
25	V1	upper_left	144	1638	0.0402175635099411	0.03247650216023127
25	V1	upper_right	144	1638	0.06100033223628998	0.02999862531820933
25	V2	lower_left	144	1327	0.04132671281695366	0.019271908948818844
25	V2	lower_right	144	1327	0.03617587313055992	0.018574705968300503
25	V2	no_distractor	144	1327	0.07482729107141495	0.016301847994327545
25	V2	upper_left	144	1327	0.037747036665678024	0.021880445381005604
25	V2	upper_right	144	1327	0.03402546048164368	0.017701581120491028
25	V3	lower_left	144	940	0.01448480412364006	0.01270891105135282
25	V3	lower_right	144	940	0.04048595204949379	0.014559280127286911
25	V3	no_distractor	144	940	0.0017383215017616749	0.011872061838706335
25	V3	upper_left	144	940	0.0056614866480231285	0.014786419769128164
25	V3	upper_right	144	940	0.013634207658469677	0.011700468758742014
25	V3AB	lower_left	144	823	0.062436871230602264	0.024523717661698658
25	V3AB	lower_right	144	823	0.07132023572921753	0.02633204311132431
25	V3AB	no_distractor	144	823	0.050173673778772354	0.022784156103928883
25	V3AB	upper_left	144	823	0.035241469740867615	0.023771914343039196
25	V3AB	upper_right	144	823	0.02990400418639183	0.020192716270685196
25	hV4	lower_left	144	671	0.026532428339123726	0.015125177800655365
25	hV4	lower_right	144	671	0.06998737156391144	0.016780495643615723
25	hV4	no_distractor	144	671	0.016273558139801025	0.015287222961584726
25	hV4	upper_left	144	671	0.03128549084067345	0.016479851057132084
25	hV4	upper_right	144	671	0.016155581921339035	0.01375297208627065
25	LO	lower_left	144	838	-0.04746316745877266	0.01937493309378624
25	LO	lower_right	144	838	-0.002767095109447837	0.020390909165143967
25	LO	no_distractor	144	838	-0.06034284085035324	0.017453141510486603
25	LO	upper_left	144	838	-0.033586129546165466	0.019913852214813232
25	LO	upper_right	144	838	-0.045420851558446884	0.014704474558432898
25	TO	lower_left	144	886	0.001571007538586855	0.020348419745763142
25	TO	lower_right	144	886	0.042179591953754425	0.024595690270264942
25	TO	no_distractor	144	886	-0.027705516666173935	0.020734104017416637
25	TO	upper_left	144	886	0.020628293976187706	0.025600930054982502
25	TO	upper_right	144	886	-0.00273901061154902	0.02141360690196355
25	VO	lower_left	144	433	0.041204631328582764	0.01619814708828926
25	VO	lower_right	144	433	0.06572093069553375	0.017115565637747448
25	VO	no_distractor	144	433	0.02553669363260269	0.0146901806195577
25	VO	upper_left	144	433	0.03368215262889862	0.015501528978347778
