subject	roi	n_voxels	mode	sigma_AF	g_HP	g_LP	g_HP_over_g_LP	log_g_HP_over_g_LP	r2	loss	success
03	V1	446	suppression	3.5001485209923757	0.3490371330316157	0.0010000000000000002	349.0371330316156	5.855178314913913	0.015669778614379237	115.52938146807219	True
03	V1	446	attraction	2.5379744956612442	0.0010000000000000002	0.5029903540444894	0.001988109696257814	-6.220570993065939	0.013688364409884413	115.76193712114876	True
03	V2	421	suppression	3.747628614044946	0.3078609830897871	0.0010000000000000002	307.860983089787	5.729648327478288	0.010555531238724325	123.72282465871831	True
03	V2	421	attraction	2.5836184537750153	0.0010000000000000002	0.39390986164047204	0.0025386518525720905	-5.976122105562101	0.008961105892726251	123.92219593597785	True
03	V3	493	suppression	2.196551868523622	0.2605144153493571	0.0010000000000000002	260.514415349357	5.562658196895989	0.007289481655649022	178.4951134654445	True
03	V3	493	attraction	2.3106782321280073	0.0010000000000000002	0.3309391711238307	0.0030217033438626117	-5.801934585448942	0.0070444584785217534	178.53917005494847	True
03	V3AB	252	suppression	2.3438406008506343	0.0010000000000000002	0.10639671089203648	0.009398786782184709	-4.667174663760907	0.002180468934792734	229.91750364959466	True
03	V3AB	252	attraction	2.3501650082227235	0.12195576267554406	0.0010000000000000002	121.95576267554404	4.80365837795748	0.002249187989552537	229.9016694100036	True
03	hV4	168	suppression	1.5758532693559801	0.41067837572287186	0.0010000000000000002	410.67837572287175	6.017810367331075	0.014584624932715728	90.41565128682345	True
03	hV4	168	attraction	2.1709221199239317	0.0010000000000000002	0.41112655355015076	0.0024323410671600334	-6.018901083280192	0.01363495004739479	90.50278761069212	True
03	LO	418	suppression	7.999999999999998	0.15466956501564985	0.0010000000000000002	154.66956501564982	5.041291002707888	0.001514661805192663	173.18336914221095	True
03	LO	418	attraction	4.225092649343205	0.0010000000000000002	0.06872402549849453	0.014550952054196917	-4.230098854227161	0.0010398022949466013	173.26573166342968	True
03	TO	288	suppression	1.6728267419055496	0.0010000000000000002	0.049390272282803245	0.020246901946077776	-3.899753487450948	0.0003325395237554485	232.31216951453519	True
03	TO	288	attraction	1.5424822325563576	0.06133593941540326	0.0010000000000000002	61.335939415403246	4.116365958506713	0.0003653469307738355	232.3045454193216	True
03	VO	159	suppression	7.999999999999998	0.41852559144418006	0.0010000000000000002	418.52559144417995	6.036738038464174	0.017995194420364236	147.04197087862508	True
03	VO	159	attraction	2.4876616664757556	0.0010000000000000002	0.3017629381258021	0.003313859568742367	-5.7096417360287965	0.013786452739263932	147.67217316296393	True
04	V1	536	suppression	6.267392133214466	0.0010000000000000002	0.049331622146232004	0.02027097339381493	-3.8985652982693972	0.0001769936780157133	135.30431971181434	True
04	V1	536	attraction	0.6962543657842878	0.2805705871531705	0.0010000000000000002	280.57058715317044	5.636825340909689	0.0004570173500082486	135.2664245921756	True
04	V2	534	suppression	0.7888400600646441	0.42474633333941963	0.0010000000000000002	424.74633333941955	6.051492128000171	0.0018514816625287978	143.18795397100928	True
04	V2	534	attraction	0.9048779465587272	0.0010000000000000002	0.1400507219435734	0.007140270225832191	-4.942004656591606	0.0006653376151735113	143.35811055205454	True
04	V3	474	suppression	0.5	0.0010000000000000002	0.3180472747178676	0.003144186664976385	-5.762200034365786	0.0006650140592615594	166.37858366099758	True
04	V3	474	attraction	0.5	0.9651602077343788	0.0010000000000000002	965.1602077343786	6.872294105937055	0.0019165724631499126	166.17021257668904	True
04	V3AB	162	suppression	7.999999999999998	0.17506552671139738	0.0010000000000000002	175.06552671139735	5.165160342189811	0.0013562906076880488	204.9696510087395	True
04	V3AB	162	attraction	3.2211623906010045	0.0010000000000000002	0.06588751811105821	0.01517738152337788	-4.187949017059803	0.000757478282171653	205.09255605708304	True
04	hV4	196	suppression	7.999999999999998	0.17505057274355393	0.0010000000000000002	175.0505727435539	5.165074919280806	0.001013807473814854	105.79990667401651	True
