subject	roi	sigma_AF	sigma_dyn	g_HP	g_LP	g_HP_dyn	g_LP_dyn	diff_sigma	log_ratio_sigma
4	V1	9.006321907043457	0.9163867235183716	-3.7875466346740723	1.310585856437683	0.5688350796699524	10.692215919494629	-8.089935183525085	-2.285243581017621
4	hV4	5.068710803985596	1.3084959983825684	0.06209198385477066	0.061317164450883865	1.5694247484207153	2.342881679534912	-3.7602148056030273	-1.35420812116398
12	LO	3.5848541259765625	0.5059027075767517	0.09919731318950653	0.04280916973948479	4.784986972808838	9.173456192016602	-3.078951418399811	-1.9581286888182163
12	TO	1.054919958114624	9.154291152954102	-1.4330811500549316	-1.706491231918335	0.9972277879714966	0.7937138676643372	8.099371194839478	2.1607578528521683
12	VO	1.233245849609375	8.989429473876953	-1.1494956016540527	-0.956768810749054	3.354005813598633	3.519582986831665	7.756183624267578	1.9863997884475224
13	LO	6.772398948669434	0.45431745052337646	0.29170042276382446	-0.05454177409410477	1.402224063873291	2.331540107727051	-6.318081498146057	-2.7018144690950563
13	TO	1.1502970457077026	0.3292788863182068	-1.2401401996612549	-0.5498999953269958	6.379696369171143	5.516429424285889	-0.8210181593894958	-1.250870418151462
13	V1	2.1334385871887207	1.4753369092941284	0.06471738964319229	0.18699659407138824	1.136327862739563	-0.536830723285675	-0.6581016778945923	-0.3688486614349107
13	V2	1.641448736190796	1.007476806640625	0.22645699977874756	0.46032389998435974	-1.4737052917480469	-2.0370662212371826	-0.6339719295501709	-0.48813023374586867
13	V3AB	2.4205374717712402	0.7977344393730164	0.1501096487045288	0.2782660126686096	-0.2577905058860779	-0.4750139117240906	-1.6228030323982239	-1.1099691309395927
13	V3	1.5080888271331787	5.157927513122559	0.07548590749502182	0.401350200176239	0.30893397331237793	0.01587541401386261	3.64983868598938	1.2296916822834627
13	VO	5.631285667419434	7.5283613204956055	-1.1936510801315308	0.5382803082466125	4.400439262390137	3.9934215545654297	1.8970756530761719	0.29033962181758066
13	hV4	1.7779700756072998	0.2758897840976715	0.2685714662075043	0.2264757752418518	1.1182854175567627	2.633754014968872	-1.5020802915096283	-1.863226132582068
14	LO	2.5073704719543457	0.7785052061080933	-0.3471473455429077	0.22737309336662292	8.712135314941406	5.4444780349731445	-1.7288652658462524	-1.1696141836427956
14	TO	1.8527801036834717	0.4766198992729187	0.4328900873661041	0.8237115144729614	8.6694974899292	11.810181617736816	-1.376160204410553	-1.357723232449261
14	V1	7.281551837921143	4.4344401359558105	0.5390675067901611	-0.1342841535806656	0.05508454889059067	-1.3450323343276978	-2.847111701965332	-0.49594263391395016
14	V2	2.990032434463501	3.018312692642212	0.15084533393383026	0.1021023541688919	-0.48766016960144043	-0.9422670602798462	0.028280258178710938	0.009413729213561393
14	V3AB	1.6898900270462036	0.6105887293815613	0.6185476779937744	1.0228216648101807	4.159836292266846	3.211832284927368	-1.0793012976646423	-1.0179951111836452
14	V3	1.9255152940750122	0.7922074198722839	0.21536138653755188	0.35918989777565	0.2989075183868408	0.16841115057468414	-1.1333078742027283	-0.8881256448299844
14	VO	4.620384693145752	10.805595397949219	-0.7572358846664429	0.08767886459827423	4.981704235076904	4.024101257324219	6.185210704803467	0.8495861238275327
14	hV4	1.4056533575057983	2.3248660564422607	2.3253822326660156	2.6957955360412598	-0.7164119482040405	-1.9963537454605103	0.9192126989364624	0.503160209415673
15	LO	3.1064982414245605	1.4889706373214722	0.10178008675575256	0.035842061042785645	1.61194908618927	1.4603610038757324	-1.6175276041030884	-0.7354110906489649
15	TO	1.3167321681976318	7.026967525482178	-0.8370656371116638	-0.5988361835479736	0.723175048828125	0.8659731149673462	5.710235357284546	1.6746022138021859
15	V1	5.596185684204102	0.5404084324836731	0.16218332946300507	0.013210013508796692	1.885574221611023	9.064859390258789	-5.0557772517204285	-2.3375153067134287
15	V2	1.8887803554534912	0.2621954679489136	0.03907787799835205	0.36037054657936096	-0.8763521909713745	-1.2340152263641357	-1.6265848875045776	-1.974596298704003
15	V3AB	1.0698940753936768	9.05819034576416	-2.54256010055542	-1.5507795810699463	2.3704721927642822	2.8113625049591064	7.988296270370483	2.136109710404037
15	V3	1.5857220888137817	1.445203423500061	0.3536212146282196	0.5324296951293945	0.528988242149353	0.045900292694568634	-0.1405186653137207	-0.09278979095955904
15	VO	0.9474746584892273	9.342499732971191	-4.458261013031006	-2.97849440574646	2.786339521408081	3.2186272144317627	8.395025074481964	2.2885289418363786
15	hV4	1.0679978132247925	8.853934288024902	-0.7526193857192993	-0.44790253043174744	1.4845370054244995	1.6938203573226929	7.78593647480011	2.1150762195613515
16	LO	6.1951494216918945	0.44213300943374634	0.42877307534217834	-0.0963718369603157	6.9492998123168945	7.560830116271973	-5.753016412258148	-2.6399111503674964
16	TO	2.2755658626556396	7.33034610748291	0.4021497070789337	0.02548706717789173	-0.2762294411659241	-1.0220340490341187	5.0547802448272705	1.1697939804092985
16	V1	2.2363758087158203	1.0473897457122803	-0.1742495447397232	0.4243820011615753	4.289320468902588	-0.5521286725997925	-1.18898606300354	-0.7585555004622972
16	V2	3.9748001098632812	0.6770343780517578	-0.10791850090026855	0.08116026967763901	8.703556060791016	8.209142684936523	-3.2977657318115234	-1.7700076873863195
16	V3AB	1.4958852529525757	7.273392677307129	-0.8156851530075073	-0.29536500573158264	1.7371337413787842	1.1808981895446777	5.777507424354553	1.5815046767813152
16	V3	1.543785572052002	0.558757483959198	0.30229026079177856	0.3740892708301544	8.48690414428711	11.466961860656738	-0.985028088092804	-1.016277302787089
16	VO	0.5582118034362793	7.631000995635986	4.4388508796691895	6.6043701171875	4.831730365753174	1.7520250082015991	7.072789192199707	2.6152358413509433
16	hV4	6.706228733062744	1.3968980312347412	-1.1927573680877686	0.4373292028903961	7.045581817626953	2.9077560901641846	-5.309330701828003	-1.5687826698116212
17	LO	4.034162521362305	1.0124982595443726	0.283149391412735	-0.00957474671304226	-1.6020129919052124	1.1301162242889404	-3.021664261817932	-1.3823779255854074
17	TO	2.3252816200256348	0.29836907982826233	0.33316341042518616	0.27231454849243164	0.40700310468673706	3.638141632080078	-2.0269125401973724	-2.0532651944967153
17	V1	1.6606251001358032	1.0431185960769653	0.26906490325927734	0.2231617122888565	-1.092111349105835	0.227909654378891	-0.6175065040588379	-0.4649792215881646
17	V2	2.159721851348877	2.725968360900879	0.058016348630189896	0.21845662593841553	-0.5451928377151489	-0.5572102665901184	0.566246509552002	0.23284428590713344
17	V3AB	1.2710551023483276	9.09762191772461	-0.6412172913551331	-0.27125874161720276	1.3127036094665527	1.1711336374282837	7.826566815376282	1.9681657068414118
17	V3	2.4060802459716797	0.45870697498321533	-0.11667057871818542	0.17835110425949097	4.740677356719971	8.953348159790039	-1.9473732709884644	-1.6573426409509469
17	VO	0.9206687808036804	9.380491256713867	-7.668808937072754	-4.332794666290283	2.336016893386841	2.351454973220825	8.459822475910187	2.321287071803346
17	hV4	5.187360763549805	0.5823845267295837	-0.4861944615840912	0.2152540534734726	5.832655906677246	8.051726341247559	-4.604976236820221	-2.1868493950031254
18	LO	2.698448657989502	3.55725359916687	-0.11038384586572647	0.15499255061149597	0.35533034801483154	-0.6592405438423157	0.8588049411773682	0.27631174946061043
18	TO	8.749395370483398	0.4609752297401428	-0.3246791660785675	0.15474896132946014	2.8917648792266846	4.070259094238281	-8.288420140743256	-2.9433955664780753
18	V1	1.0021380186080933	0.4735058844089508	1.7147448062896729	1.8871474266052246	-6.958390235900879	-6.789038181304932	-0.5286321341991425	-0.7497266752580095
18	V2	1.0619020462036133	0.32463181018829346	1.8512316942214966	4.168973922729492	-5.049644470214844	-12.002201080322266	-0.7372702360153198	-1.1851253139402893
18	V3AB	6.349043369293213	0.4046112895011902	-0.1526281088590622	0.13201485574245453	5.320123672485352	3.4883837699890137	-5.944432079792023	-2.753132602818466
18	V3	4.007321834564209	2.9445183277130127	0.07296080887317657	0.08603865653276443	-0.23472453653812408	-0.9372363090515137	-1.0628035068511963	-0.3081778987411055
18	VO	1.112076997756958	7.911501407623291	-5.263395309448242	-1.6148335933685303	4.382067680358887	3.787853717803955	6.799424409866333	1.9620881390796234
18	hV4	2.1688570976257324	9.862322807312012	0.37291473150253296	0.3790632486343384	0.696635365486145	0.4320765435695648	7.693465709686279	1.5145213740207857
19	LO	3.0079853534698486	0.45401135087013245	0.1113622859120369	0.11808401346206665	7.614475727081299	9.44668197631836	-2.553974002599716	-1.8909036162202746
19	TO	1.250325322151184	8.888836860656738	-0.46537864208221436	-0.4636212885379791	0.7004861831665039	1.1596943140029907	7.638511538505554	1.961392428970424
19	V1	6.575438499450684	1.4706796407699585	-0.11397430300712585	0.11947005987167358	0.42257142066955566	-1.1201579570770264	-5.104758858680725	-1.4976166331677137
19	V2	2.161304473876953	1.4070942401885986	0.2889004945755005	0.33503755927085876	-0.7611238360404968	-1.111579179763794	-0.7542102336883545	-0.4291852070870565
19	V3AB	0.9821145534515381	8.721238136291504	-4.669604778289795	-2.309849500656128	2.208794593811035	2.824904441833496	7.739123582839966	2.183808540170177
19	V3	2.5231471061706543	0.4764391779899597	0.07399429380893707	0.17449280619621277	4.238012790679932	3.7272238731384277	-2.0467079281806946	-1.6669221812997106
19	VO	1.1843870878219604	8.493074417114258	-2.530865430831909	-1.5294972658157349	3.3951687812805176	4.493642807006836	7.308687329292297	1.9700256416168467
19	hV4	4.818674564361572	0.49700260162353516	0.023731594905257225	0.0519581213593483	8.630977630615234	9.199584007263184	-4.321671962738037	-2.27165892184398
20	LO	1.3911124467849731	0.4981845021247864	0.948881208896637	-0.4021134078502655	-2.2504141330718994	12.221719741821289	-0.8929279446601868	-1.0268885328604123
20	TO	0.9247761368751526	0.8155747056007385	1.1830437183380127	-2.020961046218872	10.67593002319336	9.679813385009766	-0.10920143127441406	-0.12565866905474135
20	V1	7.55967378616333	0.29325205087661743	0.1805177927017212	-0.03985460102558136	1.8817360401153564	-4.365938663482666	-7.266421735286713	-3.2495508371434125
20	V2	1.5492395162582397	0.3548656702041626	0.40669938921928406	0.2355380356311798	-3.4313697814941406	-3.4582417011260986	-1.1943738460540771	-1.4737801307652858
20	V3AB	1.806779146194458	0.687020480632782	0.8429960608482361	-0.018897969275712967	0.6180164813995361	12.532666206359863	-1.119758665561676	-0.9669369583983038
20	V3	2.394735336303711	0.735643744468689	0.09923820942640305	0.053800422698259354	3.1601510047912598	1.9317405223846436	-1.659091591835022	-1.1802820382752832
20	VO	1.2426226139068604	1.3010920286178589	1.8532716035842896	-0.5608727335929871	3.570239305496216	6.63128137588501	0.058469414710998535	0.04597977651558099
20	hV4	1.6721601486206055	0.28730544447898865	0.927661657333374	0.19852866232395172	-2.6033475399017334	0.29086950421333313	-1.3848547041416168	-1.7613256554187422
21	LO	2.469554901123047	0.7908126711845398	-0.01760951057076454	0.16176170110702515	-1.4292151927947998	-1.777746319770813	-1.678742229938507	-1.1387320969931032
21	TO	2.834260940551758	1.1811611652374268	-0.1376684159040451	0.07554890215396881	0.18078604340553284	-1.3252472877502441	-1.653099775314331	-0.8752832190644237
21	V1	2.1820919513702393	0.36405616998672485	0.06502553075551987	0.2541171610355377	-2.5317630767822266	-2.74029541015625	-1.8180357813835144	-1.7907311374893682
21	V2	2.6846792697906494	1.616539716720581	0.09723924845457077	0.1862248331308365	-0.18055513501167297	-1.0412933826446533	-1.0681395530700684	-0.5072733807757339
21	V3AB	2.1745269298553467	0.9446232914924622	0.11300051212310791	0.3514682948589325	-1.884158730506897	-1.623745322227478	-1.2299036383628845	-0.8337802016736408
21	V3	2.3701281547546387	0.6947739124298096	0.0331367664039135	0.19493088126182556	-1.4722517728805542	-1.2620952129364014	-1.675354242324829	-1.2271128196184045
21	VO	7.586424350738525	1.2106876373291016	-1.1304291486740112	0.6183223724365234	0.061494097113609314	-1.6926116943359375	-6.375736713409424	-1.835171886867276
21	hV4	1.5816655158996582	1.203108787536621	0.21422693133354187	0.9241641759872437	-0.8858748078346252	-1.3401683568954468	-0.3785567283630371	-0.2735695527184595
22	LO	1.110742211341858	0.4404238760471344	-1.0267900228500366	-0.6681787371635437	10.863608360290527	7.947431564331055	-0.6703183352947235	-0.9250461118835911
22	TO	5.923001289367676	0.370205283164978	1.2477383613586426	-0.3211832046508789	-4.125707149505615	-2.7680885791778564	-5.552796006202698	-2.772540902817503
22	V1	0.8644559979438782	2.760712146759033	2.574249267578125	3.9128341674804688	-1.24806547164917	0.8998588919639587	1.896256148815155	1.161143544639124
22	V2	8.145333290100098	0.2976961135864258	-0.45272576808929443	0.22440792620182037	-3.5796666145324707	-3.3281033039093018	-7.847637176513672	-3.3091272266560052
22	V3AB	1.6341361999511719	8.519851684570312	-0.3945578634738922	-0.16517044603824615	0.5645785927772522	1.425898790359497	6.885715484619141	1.6512845861080505
22	V3	2.311910390853882	0.24453139305114746	-0.2361474633216858	0.1006745919585228	0.4500594437122345	-2.878687858581543	-2.0673789978027344	-2.2464857731499994
22	VO	2.169924020767212	0.4137739837169647	0.47050389647483826	0.35942474007606506	-1.221367597579956	2.193479299545288	-1.7561500370502472	-1.6571275407513912
22	hV4	2.0013418197631836	2.2974178791046143	0.25028860569000244	0.2759489119052887	0.03505687043070793	-0.8829481601715088	0.29607605934143066	0.1379679655379214
23	LO	3.8913960456848145	1.9663043022155762	0.0016554964240640402	0.05716632306575775	0.4477810561656952	2.5448548793792725	-1.9250917434692383	-0.6826121817307212
23	TO	4.22529411315918	2.777735948562622	-0.13195224106311798	0.0284328144043684	0.7206631898880005	1.7684146165847778	-1.4475581645965576	-0.41945268206720343
23	V1	2.017726182937622	3.770490884780884	0.021409835666418076	0.14917685091495514	0.5880986452102661	-0.30228152871131897	1.7527647018432617	0.6252339757682894
23	V2	4.446929454803467	1.5786550045013428	0.01992913708090782	0.04964126646518707	-0.4009147882461548	-1.2085599899291992	-2.868274450302124	-1.035640626320089
23	V3AB	8.806510925292969	1.2994498014450073	0.35510531067848206	-0.08615333586931229	-1.5195090770721436	-0.1039055585861206	-7.507061123847961	-1.9135503805608056
23	V3	6.4178690910339355	1.2101366519927979	-0.7536346912384033	0.2773551642894745	0.7488311529159546	-1.270517349243164	-5.207732439041138	-1.6683528565575516
23	VO	3.766782522201538	7.088067054748535	-0.46711814403533936	0.02519570291042328	2.171323537826538	2.4184000492095947	3.321284532546997	0.6321914788943169
23	hV4	4.111206531524658	0.7165513038635254	-0.13722507655620575	0.12796561419963837	2.158768892288208	2.6672542095184326	-3.394655227661133	-1.7470219762485488
24	LO	3.9832136631011963	0.918106198310852	0.17575325071811676	-0.019833926111459732	-1.8644815683364868	1.0458697080612183	-3.0651074647903442	-1.467531157140112
24	TO	6.701268672943115	0.37365734577178955	0.01255311630666256	0.062343694269657135	7.344174861907959	6.717134952545166	-6.327611327171326	-2.8867129519424113
24	V1	1.790325403213501	1.8392107486724854	0.804861307144165	-0.007595377508550882	-0.7555940747261047	1.2127618789672852	0.048885345458984375	0.026939145824844652
24	V2	1.2339798212051392	0.6498966217041016	0.6004526615142822	0.13678386807441711	-3.8374364376068115	4.417186260223389	-0.5840831995010376	-0.641186545276948
24	V3AB	7.288179397583008	0.28990572690963745	-0.05620427057147026	0.13047835230827332	1.4965465068817139	3.4643537998199463	-6.99827367067337	-3.2244532636032583
24	V3	4.6880011558532715	1.2819125652313232	0.05191369727253914	0.023727459833025932	-0.6659942269325256	1.0690526962280273	-3.4060885906219482	-1.2966531445054281
24	VO	1.2255851030349731	8.06299877166748	-0.9202613830566406	-0.44290438294410706	1.6685608625411987	1.9666121006011963	6.837413668632507	1.8838671782650702
24	hV4	1.9901483058929443	0.31370115280151367	-0.07843011617660522	0.15149851143360138	3.3166987895965576	1.4697446823120117	-1.6764471530914307	-1.8475236504727026
25	LO	4.4564971923828125	7.539443492889404	-0.08380105346441269	0.05311858281493187	1.092180609703064	1.268174648284912	3.082946300506592	0.5257852974034158
25	TO	8.552971839904785	0.737049400806427	0.7601973414421082	-0.14212241768836975	-1.4721072912216187	2.564718246459961	-7.815922439098358	-2.4513791656211597
25	V1	2.003406524658203	0.9916543960571289	0.2614510655403137	0.30269137024879456	-1.998591661453247	0.1350845992565155	-1.0117521286010742	-0.7032296174537531
25	V2	0.9796286821365356	9.935464859008789	-0.08306048065423965	1.4526293277740479	0.8149430751800537	0.7208558917045593	8.955836176872253	2.3166923398409813
25	V3AB	0.4471130669116974	7.469644069671631	6.976274490356445	3.927567720413208	3.1873362064361572	3.313481330871582	7.0225310027599335	2.815791120283396
25	V3	4.428885459899902	0.2261570692062378	0.0753922164440155	0.07701379060745239	-1.303629755973816	-0.8399440050125122	-4.2027283906936646	-2.974673487836086
25	VO	3.603738307952881	7.658815860748291	0.5017444491386414	0.3604017198085785	0.7847838401794434	3.027064323425293	4.05507755279541	0.7538856588790256
25	hV4	5.58485221862793	1.4872008562088013	0.6441186666488647	-0.04687859117984772	0.9949895739555359	2.8734145164489746	-4.097651362419128	-1.3231622386206663
26	LO	0.851667582988739	5.318778038024902	0.6218189001083374	0.5638153553009033	0.6308718919754028	1.1173896789550781	4.467110455036163	1.8318025739663932
26	TO	1.126812219619751	1.7479236125946045	-4.495494842529297	-4.251767635345459	6.275878429412842	6.672783851623535	0.6211113929748535	0.43903597489555624
26	V1	1.438462495803833	0.30322030186653137	0.3388907313346863	0.4929635524749756	-3.4212324619293213	-4.524049758911133	-1.1352421939373016	-1.5568705007237085
26	V2	3.9001615047454834	0.3855806887149811	-0.18722838163375854	0.15685081481933594	-0.2863122522830963	-0.628661572933197	-3.5145808160305023	-2.3140227623845666
26	V3AB	6.644227027893066	5.893049716949463	0.2886134386062622	-0.20780111849308014	2.646592378616333	3.058027505874634	-0.7511773109436035	-0.11997471909911891
26	V3	1.7320917844772339	0.8773266077041626	0.06985015422105789	0.4553864598274231	-0.07689149677753448	-1.3913838863372803	-0.8547651767730713	-0.6802057433083972
26	VO	4.604831695556641	4.025811672210693	-2.1565470695495605	0.5991399884223938	3.792734146118164	6.948522567749023	-0.5790200233459473	-0.13437957261075417
26	hV4	4.660573482513428	1.645998239517212	0.04175632447004318	0.10823686420917511	1.6850308179855347	2.2316582202911377	-3.014575242996216	-1.0407914727805465
27	LO	1.260566234588623	6.950935363769531	-1.1499652862548828	-0.861646831035614	1.5161869525909424	0.971978485584259	5.690369129180908	1.7073152226885724
27	TO	0.9777036905288696	1.73551607131958	-5.490377902984619	-1.4671962261199951	3.0871453285217285	-1.91350257396698	0.7578123807907104	0.5738534463893943
27	V1	6.178915023803711	1.2416073083877563	0.16388189792633057	-0.009568584151566029	-1.3602709770202637	1.0207536220550537	-4.937307715415955	-1.6047359368699872
27	V2	1.3215043544769287	0.6913260817527771	0.6168657541275024	0.6051293015480042	-3.148592233657837	-2.653010368347168	-0.6301782727241516	-0.6479144183422104
27	V3AB	1.5012394189834595	0.33950209617614746	0.5194635391235352	0.8911674618721008	-2.622312545776367	-4.036751747131348	-1.161737322807312	-1.4865662039482646
27	V3	3.864755868911743	0.6460422873497009	0.12115870416164398	-0.006482833530753851	-2.357095956802368	-1.855469822883606	-3.2187135815620422	-1.7887888325162096
27	VO	1.9910093545913696	10.254132270812988	-0.23228240013122559	0.6439800262451172	3.5081515312194824	2.12679386138916	8.263122916221619	1.6390390492042652
27	hV4	1.1473042964935303	1.7542493343353271	-0.7217365503311157	1.5936750173568726	2.5043675899505615	-2.5039007663726807	0.6069450378417969	0.4246259350023266
28	LO	1.386273741722107	10.102678298950195	-0.76426100730896	-0.15840326249599457	2.7049477100372314	2.854841470718384	8.716404557228088	1.9861811806913916
28	TO	2.3687782287597656	0.6717734336853027	0.10721900314092636	0.3851766884326935	-1.9098339080810547	-3.2759387493133545	-1.697004795074463	-1.2602084544937098
28	V1	1.2878025770187378	0.22351352870464325	2.3242454528808594	2.1879727840423584	-3.91855525970459	6.228283882141113	-1.0642890483140945	-1.751220672865095
28	V2	1.3658379316329956	0.5724237561225891	1.9839102029800415	2.4518563747406006	-4.749270439147949	-3.800929307937622	-0.7934141755104065	-0.8696438391254666
28	V3AB	0.902043879032135	0.5072764754295349	-2.9884328842163086	0.6706340909004211	4.379700660705566	0.2415231615304947	-0.3947674036026001	-0.5756069938672431
28	V3	1.8005415201187134	0.6954708695411682	0.921265721321106	1.0846019983291626	-3.6839685440063477	-3.678671360015869	-1.1050706505775452	-0.9512536168604255
28	VO	2.354877471923828	0.8191642761230469	0.5727723240852356	0.5634669661521912	-2.888185501098633	-0.8032744526863098	-1.5357131958007812	-1.055959331103746
28	hV4	1.9875717163085938	0.9215056300163269	2.508009195327759	2.916368246078491	-4.855564594268799	-3.83361554145813	-1.0660660862922668	-0.7686600428419279
29	LO	4.631152153015137	1.0158568620681763	0.30769842863082886	-0.011083804070949554	-1.85391366481781	-3.485574245452881	-3.6152952909469604	-1.5170732268449119
29	TO	2.814427137374878	2.0785059928894043	-0.041673608124256134	0.12610115110874176	1.5616018772125244	-1.206436276435852	-0.7359211444854736	-0.30310937430262774
29	V1	1.9772969484329224	1.8364150524139404	0.44484126567840576	0.4504848122596741	-0.4085833430290222	-0.9061587452888489	-0.14088189601898193	-0.07391540438735941
29	V2	2.134185552597046	1.2133160829544067	0.1339418739080429	0.19613657891750336	-1.1820340156555176	-1.9297960996627808	-0.9208694696426392	-0.564727924173174
29	V3AB	7.864157199859619	0.37383148074150085	0.611014187335968	0.10417743027210236	2.4401516914367676	7.905545234680176	-7.490325719118118	-3.0462655418190474
29	V3	2.127382755279541	1.2997387647628784	0.13212306797504425	0.27513498067855835	-1.4486855268478394	-2.090376615524292	-0.8276439905166626	-0.4927291767031283
29	VO	7.670895576477051	0.3213944435119629	0.7453040480613708	-0.018710901960730553	-0.4241170287132263	5.984031677246094	-7.349501132965088	-3.172519486335749
29	hV4	1.9480626583099365	0.2353430986404419	0.29638615250587463	0.37338724732398987	-1.4371498823165894	0.6134375333786011	-1.7127195596694946	-2.1135462055385457
30	LO	2.64517879486084	6.083338737487793	0.24935314059257507	0.21679355204105377	-0.40406206250190735	-0.511069118976593	3.438159942626953	0.8328150193876013
30	TO	4.888315200805664	7.804690361022949	-0.1469215601682663	0.2841312289237976	-0.4446764588356018	-1.5681347846984863	2.916375160217285	0.4678771768995901
30	V1	2.314152717590332	8.062418937683105	0.2155769169330597	0.2544713318347931	-0.023267364129424095	-0.30098143219947815	5.748266220092773	1.2481700040066797
30	V2	3.4495913982391357	8.585235595703125	0.0618596151471138	0.0717787817120552	-0.1068570464849472	-0.2075592279434204	5.135644197463989	0.9117881479510435
30	V3AB	3.3225607872009277	0.5702069997787476	0.3056947588920593	0.08868903666734695	3.64534330368042	8.027451515197754	-2.75235378742218	-1.7624916336316405
30	V3	7.428880214691162	0.2789660394191742	0.21180585026741028	-0.0465501993894577	3.3851141929626465	6.395572662353516	-7.149914175271988	-3.282040363105965
30	VO	2.089520215988159	3.8720200061798096	-0.08154625445604324	0.39293670654296875	2.4235589504241943	1.4198919534683228	1.7824997901916504	0.6168418583910242
30	hV4	2.0658490657806396	1.245587706565857	-0.15105073153972626	0.2763940393924713	2.7064220905303955	1.045338749885559	-0.8202613592147827	-0.5059338397743521
